sRNA	mRNA	Score	Class	OrdinalRank	Program
fnrs	kdsc	0.59378	0	7842	sRNARFTarget
rybb	yfbv	0.59377	0	7843	sRNARFTarget
dsra	cadb	0.59376	0	7844	sRNARFTarget
omrb	yjbr	0.59376	0	7845	sRNARFTarget
gcvb	lolc	0.59375	0	7846	sRNARFTarget
rybb	cyoa	0.59375	0	7847	sRNARFTarget
spf	mokc	0.59375	0	7848	sRNARFTarget
gcvb	hyfd	0.59374	0	7849	sRNARFTarget
oxys	rfbb	0.59374	0	7850	sRNARFTarget
rybb	chps	0.59374	0	7851	sRNARFTarget
rybb	dini	0.59372	0	7852	sRNARFTarget
rybb	yais	0.59371	0	7853	sRNARFTarget
omra	nlpa	0.5937	0	7854	sRNARFTarget
omra	yeey	0.5937	0	7855	sRNARFTarget
oxys	artj	0.5937	0	7856	sRNARFTarget
rybb	tfap	0.5937	0	7857	sRNARFTarget
rybb	znuc	0.5937	0	7858	sRNARFTarget
omrb	wech	0.59369	0	7859	sRNARFTarget
gcvb	glgc	0.59367	0	7860	sRNARFTarget
omrb	mog	0.59367	0	7861	sRNARFTarget
dsra	ymfa	0.59365	0	7862	sRNARFTarget
omrb	tdcf	0.59365	0	7863	sRNARFTarget
rybb	tag	0.59364	0	7864	sRNARFTarget
spf	yadm	0.59364	0	7865	sRNARFTarget
omrb	asns	0.59363	0	7866	sRNARFTarget
omrb	flir	0.59363	0	7867	sRNARFTarget
oxys	yjfy	0.59363	0	7868	sRNARFTarget
rybb	elfa	0.59363	0	7869	sRNARFTarget
rybb	viaa	0.59363	0	7870	sRNARFTarget
dsra	yaji	0.59362	0	7871	sRNARFTarget
gcvb	yiak	0.59362	0	7872	sRNARFTarget
gcvb	pyrc	0.59361	0	7873	sRNARFTarget
omrb	pflc	0.59361	0	7874	sRNARFTarget
rybb	pden	0.59361	0	7875	sRNARFTarget
gcvb	adk	0.5936	0	7876	sRNARFTarget
oxys	ydhs	0.5936	0	7877	sRNARFTarget
rybb	stha	0.5936	0	7878	sRNARFTarget
spf	fbab	0.5936	0	7879	sRNARFTarget
spf	fadl	0.59359	0	7880	sRNARFTarget
gcvb	ilvd	0.59358	0	7881	sRNARFTarget
omra	mmup	0.59358	0	7882	sRNARFTarget
dsra	rbsb	0.59356	0	7883	sRNARFTarget
gcvb	rpoe	0.59356	0	7884	sRNARFTarget
gcvb	hemb	0.59355	0	7885	sRNARFTarget
omra	yfae	0.59355	0	7886	sRNARFTarget
omrb	glpd	0.59355	0	7887	sRNARFTarget
spf	frc	0.59355	0	7888	sRNARFTarget
dsra	ycbz	0.59354	0	7889	sRNARFTarget
gcvb	yber	0.59354	0	7890	sRNARFTarget
oxys	insk	0.59354	0	7891	sRNARFTarget
dsra	ispe	0.59353	0	7892	sRNARFTarget
omra	cyca	0.59353	0	7893	sRNARFTarget
rybb	rfah	0.59353	0	7894	sRNARFTarget
rybb	yjco	0.59353	0	7895	sRNARFTarget
omra	ygfm	0.59352	0	7896	sRNARFTarget
gcvb	cira	0.5935	0	7897	sRNARFTarget
gcvb	ygfm	0.5935	0	7898	sRNARFTarget
gcvb	lold	0.59349	0	7899	sRNARFTarget
rybb	nrdf	0.59349	0	7900	sRNARFTarget
spf	yfew	0.59349	0	7901	sRNARFTarget
gcvb	yidk	0.59348	0	7902	sRNARFTarget
omrb	cysc	0.59348	0	7903	sRNARFTarget
rybb	stfr	0.59348	0	7904	sRNARFTarget
spf	gltd	0.59348	0	7905	sRNARFTarget
arcz	parc	0.59347	0	7906	sRNARFTarget
gcvb	hisf	0.59347	0	7907	sRNARFTarget
gcvb	ycjf	0.59347	0	7908	sRNARFTarget
rybb	yggi	0.59346	0	7909	sRNARFTarget
gcvb	pret	0.59344	0	7910	sRNARFTarget
omra	ycfk	0.59344	0	7911	sRNARFTarget
omrb	roxa	0.59344	0	7912	sRNARFTarget
ryhb	hisc	0.59344	0	7913	sRNARFTarget
gcvb	frmb	0.59343	0	7914	sRNARFTarget
gcvb	ygce	0.59343	0	7915	sRNARFTarget
gcvb	sana	0.59342	0	7916	sRNARFTarget
omra	potc	0.59342	0	7917	sRNARFTarget
rybb	glms	0.59342	0	7918	sRNARFTarget
fnrs	ribd	0.5934	0	7919	sRNARFTarget
gcvb	ydgh	0.59339	0	7920	sRNARFTarget
omra	ynff	0.59339	0	7921	sRNARFTarget
fnrs	zape	0.59338	0	7922	sRNARFTarget
gcvb	isph	0.59338	0	7923	sRNARFTarget
omrb	ykgf	0.59338	0	7924	sRNARFTarget
gcvb	macb	0.59337	0	7925	sRNARFTarget
oxys	flga	0.59337	0	7926	sRNARFTarget
spf	zntb	0.59337	0	7927	sRNARFTarget
omrb	ygfs	0.59336	0	7928	sRNARFTarget
oxys	dinj	0.59336	0	7929	sRNARFTarget
rybb	leuo	0.59336	0	7930	sRNARFTarget
gcvb	ydib	0.59335	0	7931	sRNARFTarget
spf	flgj	0.59335	0	7932	sRNARFTarget
gcvb	aldb	0.59334	0	7933	sRNARFTarget
gcvb	lpxm	0.59334	0	7934	sRNARFTarget
rybb	tufb	0.59333	0	7935	sRNARFTarget
spf	ansb	0.59333	0	7936	sRNARFTarget
gcvb	rpse	0.59332	0	7937	sRNARFTarget
rybb	gsk	0.59332	0	7938	sRNARFTarget
spf	prov	0.59332	0	7939	sRNARFTarget
omrb	gpma	0.59331	0	7940	sRNARFTarget
rybb	potb	0.59331	0	7941	sRNARFTarget
spf	creb	0.5933	0	7942	sRNARFTarget
dsra	yfgd	0.59329	0	7943	sRNARFTarget
dsra	ymga	0.59328	0	7944	sRNARFTarget
gcvb	rodz	0.59328	0	7945	sRNARFTarget
dsra	yfaa	0.59327	0	7946	sRNARFTarget
gcvb	cusb	0.59327	0	7947	sRNARFTarget
gcvb	uraa	0.59327	0	7948	sRNARFTarget
spf	serb	0.59327	0	7949	sRNARFTarget
omra	btuc	0.59326	0	7950	sRNARFTarget
oxys	fetb	0.59326	0	7951	sRNARFTarget
rybb	acca	0.59326	0	7952	sRNARFTarget
rybb	ydfz	0.59326	0	7953	sRNARFTarget
dsra	xyla	0.59325	0	7954	sRNARFTarget
gcvb	acea	0.59325	0	7955	sRNARFTarget
rybb	yjhf	0.59325	0	7956	sRNARFTarget
rybb	yegq	0.59324	0	7957	sRNARFTarget
spf	atoa	0.59324	0	7958	sRNARFTarget
spf	syd	0.59324	0	7959	sRNARFTarget
omrb	yiaf	0.59323	0	7960	sRNARFTarget
ryhb	tref	0.59323	0	7961	sRNARFTarget
omra	lepb	0.59322	0	7962	sRNARFTarget
spf	yfgd	0.59321	0	7963	sRNARFTarget
arcz	cpsb	0.5932	0	7964	sRNARFTarget
omrb	mhpt	0.59318	0	7965	sRNARFTarget
rybb	ompl	0.59317	0	7966	sRNARFTarget
dsra	dind	0.59316	0	7967	sRNARFTarget
gcvb	malp	0.59316	0	7968	sRNARFTarget
gcvb	ybak	0.59316	0	7969	sRNARFTarget
dsra	yihl	0.59315	0	7970	sRNARFTarget
gcvb	sixa	0.59315	0	7971	sRNARFTarget
omrb	gaty	0.59315	0	7972	sRNARFTarget
rpra	ynch	0.59315	0	7973	sRNARFTarget
omrb	oppb	0.59314	0	7974	sRNARFTarget
gcvb	ygcu	0.59313	0	7975	sRNARFTarget
omrb	fldb	0.59313	0	7976	sRNARFTarget
omrb	rfae	0.59313	0	7977	sRNARFTarget
gcvb	murp	0.59312	0	7978	sRNARFTarget
gcvb	yfdc	0.59312	0	7979	sRNARFTarget
spf	ssua	0.59312	0	7980	sRNARFTarget
rybb	bipa	0.59311	0	7981	sRNARFTarget
spf	ais	0.59311	0	7982	sRNARFTarget
mica	clpp	0.5931	0	7983	sRNARFTarget
omrb	tamb	0.5931	0	7984	sRNARFTarget
rybb	yfdq	0.59309	0	7985	sRNARFTarget
gcvb	uact	0.59308	0	7986	sRNARFTarget
oxys	dgct	0.59308	0	7987	sRNARFTarget
spf	pdxh	0.59308	0	7988	sRNARFTarget
dsra	nth	0.59307	0	7989	sRNARFTarget
dsra	tnab	0.59307	0	7990	sRNARFTarget
gcvb	livg	0.59307	0	7991	sRNARFTarget
omrb	ycbf	0.59307	0	7992	sRNARFTarget
gcvb	hism	0.59306	0	7993	sRNARFTarget
oxys	gadx	0.59306	0	7994	sRNARFTarget
oxys	yaaa	0.59306	0	7995	sRNARFTarget
rybb	evgs	0.59306	0	7996	sRNARFTarget
dsra	sula	0.59305	0	7997	sRNARFTarget
gcvb	caib	0.59305	0	7998	sRNARFTarget
micf	galk	0.59305	0	7999	sRNARFTarget
oxys	ycbu	0.59305	0	8000	sRNARFTarget
omrb	baes	0.59304	0	8001	sRNARFTarget
rybb	nika	0.59304	0	8002	sRNARFTarget
gcvb	glpa	0.59303	0	8003	sRNARFTarget
gcvb	yciw	0.59303	0	8004	sRNARFTarget
gcvb	paba	0.59302	0	8005	sRNARFTarget
omrb	dsdx	0.59301	0	8006	sRNARFTarget
oxys	yehb	0.59301	0	8007	sRNARFTarget
rybb	pept	0.59301	0	8008	sRNARFTarget
rybb	wecb	0.59301	0	8009	sRNARFTarget
rybb	emrk	0.593	0	8010	sRNARFTarget
omrb	leue	0.59297	0	8011	sRNARFTarget
spf	smpb	0.59297	0	8012	sRNARFTarget
fnrs	usg	0.59296	0	8013	sRNARFTarget
gcvb	rspa	0.59296	0	8014	sRNARFTarget
gcvb	yhii	0.59296	0	8015	sRNARFTarget
spf	hcha	0.59296	0	8016	sRNARFTarget
oxys	mraz	0.59295	0	8017	sRNARFTarget
oxys	arac	0.59294	0	8018	sRNARFTarget
oxys	ydiv	0.59294	0	8019	sRNARFTarget
dsra	yiay	0.59293	0	8020	sRNARFTarget
omrb	pxpc	0.59293	0	8021	sRNARFTarget
spf	rimm	0.59293	0	8022	sRNARFTarget
spf	ybjj	0.59293	0	8023	sRNARFTarget
fnrs	uida	0.59292	0	8024	sRNARFTarget
gcvb	rfad	0.59292	0	8025	sRNARFTarget
rybb	yhhy	0.59292	0	8026	sRNARFTarget
gcvb	yafc	0.59291	0	8027	sRNARFTarget
gcvb	puuc	0.5929	0	8028	sRNARFTarget
gcvb	rhle	0.5929	0	8029	sRNARFTarget
mica	rlha	0.59289	0	8030	sRNARFTarget
omra	cynx	0.59289	0	8031	sRNARFTarget
omra	nuoj	0.59288	0	8032	sRNARFTarget
oxys	yfbk	0.59288	0	8033	sRNARFTarget
gcvb	arnt	0.59287	0	8034	sRNARFTarget
rybb	bdcr	0.59287	0	8035	sRNARFTarget
omrb	yfer	0.59286	0	8036	sRNARFTarget
ryhb	rlmb	0.59286	0	8037	sRNARFTarget
rybb	syd	0.59285	0	8038	sRNARFTarget
gcvb	scpc	0.59284	0	8039	sRNARFTarget
gcvb	ygji	0.59284	0	8040	sRNARFTarget
rybb	aaea	0.59284	0	8041	sRNARFTarget
omra	gspe	0.59283	0	8042	sRNARFTarget
spf	yfib	0.59283	0	8043	sRNARFTarget
dsra	seqa	0.59282	0	8044	sRNARFTarget
omra	ydat	0.59282	0	8045	sRNARFTarget
dsra	uvrc	0.59281	0	8046	sRNARFTarget
gcvb	hxpb	0.59281	0	8047	sRNARFTarget
gcvb	yeee	0.59281	0	8048	sRNARFTarget
rybb	bglx	0.59281	0	8049	sRNARFTarget
spf	metq	0.59281	0	8050	sRNARFTarget
omrb	hcar	0.5928	0	8051	sRNARFTarget
rybb	dctr	0.5928	0	8052	sRNARFTarget
gcvb	uvrb	0.59279	0	8053	sRNARFTarget
omra	hyca	0.59279	0	8054	sRNARFTarget
omrb	tag	0.59279	0	8055	sRNARFTarget
rybb	yjgh	0.59279	0	8056	sRNARFTarget
rybb	ytfq	0.59278	0	8057	sRNARFTarget
spf	atpa	0.59277	0	8058	sRNARFTarget
spf	rple	0.59277	0	8059	sRNARFTarget
spf	yjir	0.59277	0	8060	sRNARFTarget
dsra	cura	0.59276	0	8061	sRNARFTarget
omra	sgrr	0.59276	0	8062	sRNARFTarget
spf	yfap	0.59276	0	8063	sRNARFTarget
gcvb	nfua	0.59275	0	8064	sRNARFTarget
gcvb	tyra	0.59275	0	8065	sRNARFTarget
omrb	yaip	0.59275	0	8066	sRNARFTarget
spf	hemh	0.59275	0	8067	sRNARFTarget
dsra	mutt	0.59274	0	8068	sRNARFTarget
mica	ycal	0.59274	0	8069	sRNARFTarget
omrb	ydjg	0.59274	0	8070	sRNARFTarget
omrb	matp	0.59273	0	8071	sRNARFTarget
rybb	rstb	0.59273	0	8072	sRNARFTarget
gcvb	dtpc	0.59272	0	8073	sRNARFTarget
gcvb	gmm	0.59272	0	8074	sRNARFTarget
gcvb	rbsc	0.59272	0	8075	sRNARFTarget
gcvb	rplb	0.59272	0	8076	sRNARFTarget
gcvb	tufb	0.59272	0	8077	sRNARFTarget
rybb	wecc	0.59272	0	8078	sRNARFTarget
dsra	hha	0.59271	0	8079	sRNARFTarget
gcvb	deoc	0.59271	0	8080	sRNARFTarget
dsra	yfed	0.59269	0	8081	sRNARFTarget
omra	ycfj	0.59269	0	8082	sRNARFTarget
omrb	pgpc	0.59269	0	8083	sRNARFTarget
spf	seta	0.59269	0	8084	sRNARFTarget
dsra	tori	0.59268	0	8085	sRNARFTarget
gcvb	nnr	0.59268	0	8086	sRNARFTarget
omra	avta	0.59267	0	8087	sRNARFTarget
spf	livk	0.59267	0	8088	sRNARFTarget
dsra	yidc	0.59266	0	8089	sRNARFTarget
gcvb	yrar	0.59266	0	8090	sRNARFTarget
glmz	eutq	0.59266	0	8091	sRNARFTarget
omrb	recj	0.59266	0	8092	sRNARFTarget
rybb	aas	0.59266	0	8093	sRNARFTarget
oxys	sseb	0.59265	0	8094	sRNARFTarget
gcvb	ycej	0.59264	0	8095	sRNARFTarget
dsra	ytfi	0.59263	0	8096	sRNARFTarget
oxys	rect	0.59263	0	8097	sRNARFTarget
rybb	hmp	0.59263	0	8098	sRNARFTarget
dsra	elyc	0.59262	0	8099	sRNARFTarget
omrb	acrd	0.59262	0	8100	sRNARFTarget
rybb	malt	0.59262	0	8101	sRNARFTarget
rybb	secy	0.59262	0	8102	sRNARFTarget
spf	arok	0.59262	0	8103	sRNARFTarget
omra	wcam	0.59261	0	8104	sRNARFTarget
rybb	trmo	0.59261	0	8105	sRNARFTarget
ryhb	araa	0.59261	0	8106	sRNARFTarget
dsra	mpra	0.5926	0	8107	sRNARFTarget
gcvb	nirc	0.5926	0	8108	sRNARFTarget
omrb	elaa	0.5926	0	8109	sRNARFTarget
istr	ybdd	0.59259	0	8110	sRNARFTarget
omrb	rpph	0.59259	0	8111	sRNARFTarget
spf	nrdr	0.59259	0	8112	sRNARFTarget
spf	paay	0.59257	0	8113	sRNARFTarget
rybb	tnab	0.59256	0	8114	sRNARFTarget
rybb	yfcf	0.59256	0	8115	sRNARFTarget
omrb	rpld	0.59255	0	8116	sRNARFTarget
spf	cpxa	0.59255	0	8117	sRNARFTarget
omrb	etta	0.59254	0	8118	sRNARFTarget
omrb	mhpf	0.59254	0	8119	sRNARFTarget
ryhb	bcsa	0.59254	0	8120	sRNARFTarget
gcvb	yjjv	0.59253	0	8121	sRNARFTarget
rybb	ppdb	0.59253	0	8122	sRNARFTarget
dsra	puud	0.59251	0	8123	sRNARFTarget
omra	qora	0.59251	0	8124	sRNARFTarget
spf	dinf	0.5925	0	8125	sRNARFTarget
omrb	cyod	0.59249	0	8126	sRNARFTarget
oxys	ais	0.59249	0	8127	sRNARFTarget
oxys	atos	0.59249	0	8128	sRNARFTarget
rybb	kdsb	0.59249	0	8129	sRNARFTarget
spf	rihc	0.59249	0	8130	sRNARFTarget
dsra	leud	0.59248	0	8131	sRNARFTarget
rybb	sdaa	0.59248	0	8132	sRNARFTarget
gcvb	gatb	0.59247	0	8133	sRNARFTarget
omrb	sapf	0.59247	0	8134	sRNARFTarget
dsra	yiaf	0.59246	0	8135	sRNARFTarget
omra	yjem	0.59246	0	8136	sRNARFTarget
rybb	sutr	0.59246	0	8137	sRNARFTarget
ryhb	flit	0.59246	0	8138	sRNARFTarget
dsra	yagn	0.59245	0	8139	sRNARFTarget
omrb	ynfk	0.59245	0	8140	sRNARFTarget
oxys	yhcd	0.59245	0	8141	sRNARFTarget
spf	cdsa	0.59245	0	8142	sRNARFTarget
gcvb	arnd	0.59244	0	8143	sRNARFTarget
omrb	umuc	0.59242	0	8144	sRNARFTarget
spf	idnd	0.59242	0	8145	sRNARFTarget
spf	ubij	0.59242	0	8146	sRNARFTarget
gcvb	ybhn	0.59241	0	8147	sRNARFTarget
oxys	yber	0.59241	0	8148	sRNARFTarget
rpra	aspa	0.59241	0	8149	sRNARFTarget
spf	trua	0.59241	0	8150	sRNARFTarget
gcvb	aes	0.5924	0	8151	sRNARFTarget
arcz	lgod	0.59239	0	8152	sRNARFTarget
omra	gsib	0.59239	0	8153	sRNARFTarget
spf	entc	0.59239	0	8154	sRNARFTarget
rybb	glmm	0.59238	0	8155	sRNARFTarget
rybb	yhjy	0.59238	0	8156	sRNARFTarget
ryhb	rlmg	0.59238	0	8157	sRNARFTarget
gcvb	dapb	0.59237	0	8158	sRNARFTarget
omra	atoc	0.59236	0	8159	sRNARFTarget
omrb	ldha	0.59236	0	8160	sRNARFTarget
dsra	ydhy	0.59235	0	8161	sRNARFTarget
dsra	rhmd	0.59234	0	8162	sRNARFTarget
dsra	ygdi	0.59234	0	8163	sRNARFTarget
gcvb	mota	0.59234	0	8164	sRNARFTarget
dsra	arnb	0.59233	0	8165	sRNARFTarget
gcvb	lldp	0.59233	0	8166	sRNARFTarget
gcvb	ynak	0.59233	0	8167	sRNARFTarget
oxys	intz	0.59233	0	8168	sRNARFTarget
gcvb	hyfj	0.59232	0	8169	sRNARFTarget
gcvb	ppsa	0.59232	0	8170	sRNARFTarget
spf	puub	0.59232	0	8171	sRNARFTarget
dsra	ydbh	0.59231	0	8172	sRNARFTarget
gcvb	feab	0.59231	0	8173	sRNARFTarget
spf	pata	0.59231	0	8174	sRNARFTarget
spf	riba	0.59231	0	8175	sRNARFTarget
omra	aspc	0.5923	0	8176	sRNARFTarget
omrb	uxua	0.5923	0	8177	sRNARFTarget
gcvb	riha	0.59229	0	8178	sRNARFTarget
gcvb	trpc	0.59229	0	8179	sRNARFTarget
omra	ykgg	0.59229	0	8180	sRNARFTarget
spf	nsrr	0.59229	0	8181	sRNARFTarget
dsra	alse	0.59228	0	8182	sRNARFTarget
omrb	bara	0.59228	0	8183	sRNARFTarget
omra	kdpc	0.59226	0	8184	sRNARFTarget
gcvb	mali	0.59225	0	8185	sRNARFTarget
omra	sapb	0.59225	0	8186	sRNARFTarget
rybb	wza	0.59225	0	8187	sRNARFTarget
ryhb	rihc	0.59225	0	8188	sRNARFTarget
spf	ychj	0.59225	0	8189	sRNARFTarget
omrb	oxc	0.59224	0	8190	sRNARFTarget
omra	malx	0.59223	0	8191	sRNARFTarget
omrb	epd	0.59223	0	8192	sRNARFTarget
omrb	ruvb	0.59223	0	8193	sRNARFTarget
omrb	ytft	0.59223	0	8194	sRNARFTarget
dsra	fusa	0.59222	0	8195	sRNARFTarget
gcvb	kbl	0.59222	0	8196	sRNARFTarget
dsra	yrhb	0.59221	0	8197	sRNARFTarget
omrb	sela	0.59221	0	8198	sRNARFTarget
oxys	elfa	0.59221	0	8199	sRNARFTarget
oxys	spy	0.59221	0	8200	sRNARFTarget
rybb	ppsa	0.59221	0	8201	sRNARFTarget
sgrs	yaeh	0.59221	0	8202	sRNARFTarget
dsra	dpia	0.5922	0	8203	sRNARFTarget
gcvb	ffh	0.5922	0	8204	sRNARFTarget
gcvb	yhdn	0.5922	0	8205	sRNARFTarget
oxys	chbr	0.5922	0	8206	sRNARFTarget
oxys	seqa	0.5922	0	8207	sRNARFTarget
ryhb	mdtp	0.5922	0	8208	sRNARFTarget
spf	yihr	0.5922	0	8209	sRNARFTarget
gcvb	ansa	0.59219	0	8210	sRNARFTarget
omra	thrb	0.59219	0	8211	sRNARFTarget
gcvb	yahj	0.59218	0	8212	sRNARFTarget
rybb	fixa	0.59218	0	8213	sRNARFTarget
rybb	rpnb	0.59218	0	8214	sRNARFTarget
gcvb	ampg	0.59216	0	8215	sRNARFTarget
omra	ypja	0.59216	0	8216	sRNARFTarget
omrb	rhtb	0.59216	0	8217	sRNARFTarget
oxys	flif	0.59216	0	8218	sRNARFTarget
dsra	wzze	0.59215	0	8219	sRNARFTarget
rybb	mdfa	0.59215	0	8220	sRNARFTarget
ryhb	muke	0.59215	0	8221	sRNARFTarget
dsra	ymfe	0.59214	0	8222	sRNARFTarget
omra	ycap	0.59214	0	8223	sRNARFTarget
rybb	cydc	0.59214	0	8224	sRNARFTarget
omra	pyre	0.59213	0	8225	sRNARFTarget
rybb	ygji	0.59213	0	8226	sRNARFTarget
spf	yjia	0.59213	0	8227	sRNARFTarget
gcvb	gpma	0.59212	0	8228	sRNARFTarget
oxys	ibpb	0.59212	0	8229	sRNARFTarget
omra	hyfd	0.59211	0	8230	sRNARFTarget
rybb	nrdd	0.59211	0	8231	sRNARFTarget
spf	infb	0.5921	0	8232	sRNARFTarget
spf	oxc	0.59209	0	8233	sRNARFTarget
gcvb	nana	0.59207	0	8234	sRNARFTarget
oxys	sgca	0.59207	0	8235	sRNARFTarget
rybb	flij	0.59207	0	8236	sRNARFTarget
omrb	lpxc	0.59206	0	8237	sRNARFTarget
spf	yafv	0.59206	0	8238	sRNARFTarget
dsra	cmob	0.59204	0	8239	sRNARFTarget
spf	adeq	0.59204	0	8240	sRNARFTarget
fnrs	yfcs	0.59203	0	8241	sRNARFTarget
omrb	dgt	0.59203	0	8242	sRNARFTarget
rybb	cred	0.59203	0	8243	sRNARFTarget
dsra	cmta	0.59202	0	8244	sRNARFTarget
gcvb	ompn	0.59202	0	8245	sRNARFTarget
gcvb	rpob	0.59202	0	8246	sRNARFTarget
rybb	yahe	0.59202	0	8247	sRNARFTarget
gcvb	marr	0.59201	0	8248	sRNARFTarget
oxys	ydck	0.59201	0	8249	sRNARFTarget
omrb	arnd	0.592	0	8250	sRNARFTarget
spf	ynfl	0.592	0	8251	sRNARFTarget
omra	ycgv	0.59199	0	8252	sRNARFTarget
omrb	purr	0.59199	0	8253	sRNARFTarget
omra	dgod	0.59198	0	8254	sRNARFTarget
gcvb	ghrb	0.59197	0	8255	sRNARFTarget
gcvb	hypt	0.59197	0	8256	sRNARFTarget
oxys	ydjh	0.59196	0	8257	sRNARFTarget
spf	ydjh	0.59196	0	8258	sRNARFTarget
rybb	sseb	0.59195	0	8259	sRNARFTarget
spf	rseb	0.59195	0	8260	sRNARFTarget
omrb	csir	0.59194	0	8261	sRNARFTarget
spf	fecb	0.59194	0	8262	sRNARFTarget
oxys	fear	0.59193	0	8263	sRNARFTarget
dsra	ycbf	0.59192	0	8264	sRNARFTarget
rybb	rplr	0.59192	0	8265	sRNARFTarget
spf	fxsa	0.59192	0	8266	sRNARFTarget
rybb	secg	0.59191	0	8267	sRNARFTarget
gcvb	modf	0.5919	0	8268	sRNARFTarget
omrb	asma	0.5919	0	8269	sRNARFTarget
omrb	tatc	0.5919	0	8270	sRNARFTarget
rydc	efp	0.5919	0	8271	sRNARFTarget
spf	ecpd	0.5919	0	8272	sRNARFTarget
gcvb	tldd	0.59189	0	8273	sRNARFTarget
spf	ahr	0.59189	0	8274	sRNARFTarget
omrb	yrap	0.59188	0	8275	sRNARFTarget
oxys	ompt	0.59188	0	8276	sRNARFTarget
gcvb	ydiq	0.59187	0	8277	sRNARFTarget
gcvb	yhft	0.59187	0	8278	sRNARFTarget
omra	narv	0.59187	0	8279	sRNARFTarget
dsra	plsc	0.59186	0	8280	sRNARFTarget
gcvb	phea	0.59186	0	8281	sRNARFTarget
rybb	fhua	0.59186	0	8282	sRNARFTarget
gcvb	nupx	0.59184	0	8283	sRNARFTarget
gcvb	ycbf	0.59184	0	8284	sRNARFTarget
dsra	dcuc	0.59183	0	8285	sRNARFTarget
omrb	gcvr	0.59183	0	8286	sRNARFTarget
omra	napg	0.59182	0	8287	sRNARFTarget
dsra	flgk	0.59181	0	8288	sRNARFTarget
dsra	thrs	0.59181	0	8289	sRNARFTarget
gcvb	pepq	0.59181	0	8290	sRNARFTarget
gcvb	yeii	0.59181	0	8291	sRNARFTarget
rpra	pgad	0.59181	0	8292	sRNARFTarget
gcvb	asd	0.5918	0	8293	sRNARFTarget
omrb	flif	0.5918	0	8294	sRNARFTarget
omrb	ycao	0.5918	0	8295	sRNARFTarget
gcvb	argg	0.59179	0	8296	sRNARFTarget
spf	ydhp	0.59179	0	8297	sRNARFTarget
gcvb	slt	0.59178	0	8298	sRNARFTarget
ryhb	mpaa	0.59178	0	8299	sRNARFTarget
fnrs	ydci	0.59177	0	8300	sRNARFTarget
rybb	alsk	0.59177	0	8301	sRNARFTarget
rybb	fuca	0.59177	0	8302	sRNARFTarget
spf	agas	0.59177	0	8303	sRNARFTarget
gcvb	astc	0.59176	0	8304	sRNARFTarget
omrb	hcae	0.59176	0	8305	sRNARFTarget
omrb	rlub	0.59176	0	8306	sRNARFTarget
spf	hpt	0.59176	0	8307	sRNARFTarget
arcz	sufc	0.59175	0	8308	sRNARFTarget
gcvb	gspe	0.59175	0	8309	sRNARFTarget
gcvb	uidc	0.59175	0	8310	sRNARFTarget
oxys	yegw	0.59173	0	8311	sRNARFTarget
rybb	cait	0.59173	0	8312	sRNARFTarget
rybb	cobb	0.59173	0	8313	sRNARFTarget
ryhb	ybiw	0.59173	0	8314	sRNARFTarget
spf	guab	0.59173	0	8315	sRNARFTarget
gcvb	cyda	0.59172	0	8316	sRNARFTarget
gcvb	nlpa	0.59172	0	8317	sRNARFTarget
gcvb	tolq	0.59172	0	8318	sRNARFTarget
omrb	crr	0.59172	0	8319	sRNARFTarget
ryhb	frlb	0.59172	0	8320	sRNARFTarget
arcz	ycjq	0.59171	0	8321	sRNARFTarget
ryhb	dppc	0.59171	0	8322	sRNARFTarget
ryhb	gadb	0.59171	0	8323	sRNARFTarget
dsra	nrdr	0.5917	0	8324	sRNARFTarget
rybb	can	0.5917	0	8325	sRNARFTarget
ryhb	wcal	0.5917	0	8326	sRNARFTarget
gcvb	umuc	0.59169	0	8327	sRNARFTarget
omrb	leuo	0.59169	0	8328	sRNARFTarget
omrb	ycho	0.59169	0	8329	sRNARFTarget
rybb	ygbm	0.59169	0	8330	sRNARFTarget
ryhb	fhuf	0.59169	0	8331	sRNARFTarget
arcz	ydei	0.59168	0	8332	sRNARFTarget
dsra	abgt	0.59168	0	8333	sRNARFTarget
dsra	ydcl	0.59168	0	8334	sRNARFTarget
oxys	ygbm	0.59168	0	8335	sRNARFTarget
gcvb	tauc	0.59166	0	8336	sRNARFTarget
dsra	psts	0.59164	0	8337	sRNARFTarget
gcvb	selb	0.59163	0	8338	sRNARFTarget
mica	yijf	0.59163	0	8339	sRNARFTarget
micc	csgc	0.59163	0	8340	sRNARFTarget
spf	erpa	0.59163	0	8341	sRNARFTarget
dsra	yjaz	0.59162	0	8342	sRNARFTarget
gcvb	tmk	0.59162	0	8343	sRNARFTarget
gcvb	trec	0.59162	0	8344	sRNARFTarget
gcvb	opgc	0.59161	0	8345	sRNARFTarget
omra	yegh	0.59161	0	8346	sRNARFTarget
spf	pbpc	0.59161	0	8347	sRNARFTarget
omrb	ygev	0.5916	0	8348	sRNARFTarget
omrb	uvry	0.59157	0	8349	sRNARFTarget
spf	srld	0.59157	0	8350	sRNARFTarget
omra	ddlb	0.59156	0	8351	sRNARFTarget
omrb	rlmb	0.59156	0	8352	sRNARFTarget
oxys	dpia	0.59156	0	8353	sRNARFTarget
oxys	xylr	0.59156	0	8354	sRNARFTarget
spf	znua	0.59156	0	8355	sRNARFTarget
omrb	hcp	0.59155	0	8356	sRNARFTarget
spf	ldta	0.59154	0	8357	sRNARFTarget
