sRNA	mRNA	Score	Class	OrdinalRank	Program
gcvb	pm_rs09835	0.68288	0	484	CopraRNA
gcvb	pm_rs03485	0.68263	0	485	CopraRNA
gcvb	pm_rs01965	0.68219	0	486	CopraRNA
gcvb	pm_rs07400	0.68197	0	487	CopraRNA
gcvb	pm_rs04330	0.68084	0	488	CopraRNA
gcvb	pm_rs09565	0.68081	0	489	CopraRNA
gcvb	pm_rs07830	0.68063	0	490	CopraRNA
gcvb	pm_rs07940	0.6799	0	491	CopraRNA
gcvb	ubif	0.67744	0	492	CopraRNA
gcvb	pm_rs04170	0.67678	0	493	CopraRNA
gcvb	pm_rs01865	0.67511	0	494	CopraRNA
gcvb	pm_rs05400	0.67504	0	495	CopraRNA
gcvb	pm_rs03150	0.67179	0	496	CopraRNA
gcvb	pm_rs10175	0.67087	0	497	CopraRNA
gcvb	pm_rs09925	0.67067	0	498	CopraRNA
gcvb	pm_rs00055	0.67046	0	499	CopraRNA
gcvb	pm_rs10315	0.66995	0	500	CopraRNA
gcvb	pm_rs07105	0.66988	0	501	CopraRNA
gcvb	pm_rs05785	0.6678	0	502	CopraRNA
gcvb	pm_rs02955	0.66638	0	503	CopraRNA
gcvb	pm_rs06245	0.66522	1	504	CopraRNA
gcvb	pm_rs04585	0.66484	0	505	CopraRNA
gcvb	pm_rs04115	0.66476	0	506	CopraRNA
gcvb	pm_rs05045	0.66338	0	507	CopraRNA
gcvb	pm_rs07210	0.66336	0	508	CopraRNA
gcvb	pm_rs03710	0.66072	0	509	CopraRNA
gcvb	pm_rs04120	0.65842	0	510	CopraRNA
gcvb	pm_rs08675	0.65727	0	511	CopraRNA
gcvb	pm_rs02365	0.65688	0	512	CopraRNA
gcvb	pm_rs04620	0.65616	0	513	CopraRNA
gcvb	pm_rs00840	0.65317	0	514	CopraRNA
gcvb	pm_rs02700	0.65292	0	515	CopraRNA
gcvb	pm_rs09570	0.65221	0	516	CopraRNA
gcvb	pm_rs08645	0.65187	0	517	CopraRNA
gcvb	pm_rs10160	0.65181	0	518	CopraRNA
gcvb	pm_rs09840	0.64979	0	519	CopraRNA
gcvb	pm_rs00390	0.6493	0	520	CopraRNA
gcvb	oppb	0.64914	1	521	CopraRNA
gcvb	pm_rs06335	0.64856	0	522	CopraRNA
gcvb	pm_rs09690	0.64801	0	523	CopraRNA
gcvb	pm_rs02995	0.64796	0	524	CopraRNA
gcvb	pm_rs01770	0.64791	0	525	CopraRNA
gcvb	pm_rs01880	0.64775	0	526	CopraRNA
gcvb	rihb	0.6452	0	527	CopraRNA
gcvb	pm_rs07220	0.64188	0	528	CopraRNA
gcvb	pm_rs00655	0.64117	0	529	CopraRNA
gcvb	pm_rs00420	0.64035	0	530	CopraRNA
gcvb	pm_rs03680	0.63997	0	531	CopraRNA
gcvb	pm_rs03635	0.63977	0	532	CopraRNA
gcvb	pm_rs06505	0.63957	0	533	CopraRNA
gcvb	pm_rs01955	0.63918	1	534	CopraRNA
gcvb	pm_rs04910	0.63624	0	535	CopraRNA
gcvb	pm_rs07010	0.63597	0	536	CopraRNA
gcvb	pm_rs03370	0.63489	0	537	CopraRNA
gcvb	pm_rs03835	0.63459	0	538	CopraRNA
gcvb	pm_rs00155	0.63437	0	539	CopraRNA
gcvb	pm_rs07885	0.63016	0	540	CopraRNA
gcvb	pm_rs08780	0.62884	0	541	CopraRNA
gcvb	pm_rs09815	0.62821	0	542	CopraRNA
gcvb	pm_rs08150	0.62683	0	543	CopraRNA
gcvb	pm_rs03335	0.62674	0	544	CopraRNA
gcvb	pm_rs07115	0.6257	0	545	CopraRNA
gcvb	pm_rs05590	0.62454	0	546	CopraRNA
gcvb	pm_rs02470	0.62342	0	547	CopraRNA
gcvb	pm_rs00130	0.6232	0	548	CopraRNA
gcvb	pm_rs00230	0.62291	0	549	CopraRNA
gcvb	pm_rs01450	0.62129	0	550	CopraRNA
gcvb	pm_rs05285	0.62024	0	551	CopraRNA
gcvb	pm_rs04885	0.61997	0	552	CopraRNA
gcvb	pm_rs02670	0.61974	0	553	CopraRNA
gcvb	pm_rs03665	0.61837	0	554	CopraRNA
gcvb	pm_rs08815	0.61705	0	555	CopraRNA
gcvb	pm_rs00735	0.61343	0	556	CopraRNA
gcvb	pm_rs00610	0.61276	0	557	CopraRNA
gcvb	pm_rs06665	0.61266	0	558	CopraRNA
gcvb	pm_rs05000	0.61173	0	559	CopraRNA
gcvb	pm_rs00045	0.61158	0	560	CopraRNA
gcvb	pm_rs04295	0.61036	0	561	CopraRNA
gcvb	pm_rs02855	0.61025	0	562	CopraRNA
gcvb	pm_rs05355	0.6095	0	563	CopraRNA
gcvb	pm_rs08330	0.60944	0	564	CopraRNA
gcvb	pm_rs04715	0.6094	0	565	CopraRNA
gcvb	pm_rs01360	0.60827	0	566	CopraRNA
gcvb	pm_rs07285	0.60827	0	567	CopraRNA
gcvb	pm_rs01975	0.60808	0	568	CopraRNA
gcvb	pm_rs09985	0.60796	0	569	CopraRNA
gcvb	pm_rs05050	0.60596	0	570	CopraRNA
gcvb	pm_rs06255	0.60536	0	571	CopraRNA
gcvb	pm_rs02735	0.60463	0	572	CopraRNA
gcvb	pm_rs07845	0.60463	0	573	CopraRNA
gcvb	pm_rs05565	0.60239	0	574	CopraRNA
gcvb	pm_rs07705	0.60128	0	575	CopraRNA
gcvb	pm_rs08660	0.60079	0	576	CopraRNA
gcvb	pm_rs09175	0.60079	0	577	CopraRNA
gcvb	pm_rs06545	0.60007	0	578	CopraRNA
gcvb	pm_rs09900	0.59734	0	579	CopraRNA
gcvb	pm_rs00150	0.59651	0	580	CopraRNA
gcvb	pm_rs00635	0.59644	0	581	CopraRNA
gcvb	pm_rs02160	0.596	0	582	CopraRNA
gcvb	pm_rs00680	0.59494	0	583	CopraRNA
gcvb	pm_rs03305	0.5941	0	584	CopraRNA
gcvb	pm_rs04660	0.59394	0	585	CopraRNA
gcvb	pm_rs00010	0.59384	0	586	CopraRNA
gcvb	pm_rs02455	0.59369	0	587	CopraRNA
gcvb	pm_rs07950	0.59241	0	588	CopraRNA
gcvb	pm_rs09785	0.59237	0	589	CopraRNA
gcvb	pm_rs01510	0.59188	0	590	CopraRNA
gcvb	pm_rs04300	0.59146	0	591	CopraRNA
gcvb	pm_rs08940	0.59047	0	592	CopraRNA
gcvb	pm_rs08470	0.59044	0	593	CopraRNA
gcvb	pm_rs06370	0.58893	0	594	CopraRNA
gcvb	pm_rs06615	0.58869	0	595	CopraRNA
gcvb	pm_rs00300	0.5883	0	596	CopraRNA
gcvb	pm_rs10375	0.58705	0	597	CopraRNA
gcvb	pm_rs04230	0.58659	0	598	CopraRNA
gcvb	pm_rs05900	0.5851	0	599	CopraRNA
gcvb	pm_rs05080	0.58488	0	600	CopraRNA
gcvb	pm_rs05750	0.58469	0	601	CopraRNA
gcvb	pm_rs03755	0.58363	0	602	CopraRNA
gcvb	pm_rs09365	0.5829	0	603	CopraRNA
gcvb	pm_rs10290	0.58286	0	604	CopraRNA
gcvb	pm_rs06920	0.58269	0	605	CopraRNA
gcvb	pm_rs06040	0.58237	0	606	CopraRNA
gcvb	pm_rs02080	0.58112	0	607	CopraRNA
gcvb	pm_rs06260	0.57976	1	608	CopraRNA
gcvb	pm_rs05745	0.57968	0	609	CopraRNA
gcvb	pm_rs01820	0.57942	0	610	CopraRNA
gcvb	pm_rs06980	0.57883	0	611	CopraRNA
gcvb	pm_rs05035	0.57875	0	612	CopraRNA
gcvb	pm_rs08080	0.57866	0	613	CopraRNA
gcvb	pm_rs04985	0.57824	0	614	CopraRNA
gcvb	pm_rs00860	0.57788	0	615	CopraRNA
gcvb	pm_rs00500	0.57718	0	616	CopraRNA
gcvb	pm_rs05120	0.57707	0	617	CopraRNA
gcvb	pm_rs01580	0.57691	0	618	CopraRNA
gcvb	pm_rs00520	0.57661	0	619	CopraRNA
gcvb	pm_rs07755	0.57645	0	620	CopraRNA
gcvb	pm_rs05845	0.57642	0	621	CopraRNA
gcvb	pm_rs03985	0.57618	0	622	CopraRNA
gcvb	pm_rs03875	0.5755	0	623	CopraRNA
gcvb	pm_rs09620	0.57383	0	624	CopraRNA
gcvb	pm_rs01935	0.57174	0	625	CopraRNA
gcvb	pm_rs08170	0.57103	0	626	CopraRNA
gcvb	pm_rs04560	0.56829	0	627	CopraRNA
gcvb	pm_rs03705	0.56739	0	628	CopraRNA
gcvb	pm_rs07255	0.56632	0	629	CopraRNA
gcvb	pm_rs08885	0.56498	0	630	CopraRNA
gcvb	pm_rs07825	0.56475	0	631	CopraRNA
gcvb	pssa	0.56271	0	632	CopraRNA
gcvb	pm_rs10245	0.56197	0	633	CopraRNA
gcvb	pm_rs09160	0.56081	0	634	CopraRNA
gcvb	pm_rs00415	0.56033	0	635	CopraRNA
gcvb	pm_rs08280	0.55973	0	636	CopraRNA
gcvb	pm_rs01805	0.55899	0	637	CopraRNA
gcvb	pm_rs04515	0.55807	0	638	CopraRNA
gcvb	pm_rs06200	0.55501	0	639	CopraRNA
gcvb	pm_rs01885	0.55449	0	640	CopraRNA
gcvb	moaa	0.55395	0	641	CopraRNA
gcvb	pm_rs05560	0.552	0	642	CopraRNA
gcvb	pm_rs07670	0.55198	0	643	CopraRNA
gcvb	pm_rs05665	0.55194	0	644	CopraRNA
gcvb	pm_rs10150	0.55089	0	645	CopraRNA
gcvb	pm_rs08105	0.54953	0	646	CopraRNA
gcvb	pm_rs05570	0.5486	0	647	CopraRNA
gcvb	pm_rs09030	0.54859	0	648	CopraRNA
gcvb	pm_rs06770	0.54843	0	649	CopraRNA
gcvb	pm_rs00920	0.54796	0	650	CopraRNA
gcvb	pm_rs07935	0.54599	0	651	CopraRNA
gcvb	pm_rs08030	0.545	0	652	CopraRNA
gcvb	pm_rs09795	0.54436	0	653	CopraRNA
gcvb	pm_rs02490	0.54434	0	654	CopraRNA
gcvb	pm_rs04845	0.54253	0	655	CopraRNA
gcvb	pm_rs09340	0.54232	0	656	CopraRNA
gcvb	pm_rs05550	0.54193	0	657	CopraRNA
gcvb	pm_rs04875	0.53966	0	658	CopraRNA
gcvb	pm_rs08685	0.53921	0	659	CopraRNA
gcvb	pm_rs06010	0.53905	0	660	CopraRNA
gcvb	pm_rs08875	0.53839	0	661	CopraRNA
gcvb	galm	0.53814	0	662	CopraRNA
gcvb	pm_rs08995	0.53742	0	663	CopraRNA
gcvb	pm_rs04470	0.53686	0	664	CopraRNA
gcvb	pm_rs00270	0.53541	0	665	CopraRNA
gcvb	pm_rs01000	0.53519	0	666	CopraRNA
gcvb	pm_rs05575	0.53513	0	667	CopraRNA
gcvb	pm_rs08850	0.53432	0	668	CopraRNA
gcvb	pm_rs05970	0.53411	0	669	CopraRNA
gcvb	pm_rs04935	0.53343	0	670	CopraRNA
gcvb	pm_rs01055	0.53338	0	671	CopraRNA
gcvb	pm_rs07930	0.53168	0	672	CopraRNA
gcvb	pm_rs07895	0.53121	0	673	CopraRNA
gcvb	pm_rs08775	0.53094	0	674	CopraRNA
gcvb	acef	0.52855	0	675	CopraRNA
gcvb	pm_rs04245	0.5284	0	676	CopraRNA
gcvb	pm_rs06420	0.52792	0	677	CopraRNA
gcvb	pm_rs06940	0.52789	0	678	CopraRNA
gcvb	pm_rs09720	0.52707	0	679	CopraRNA
gcvb	pm_rs03375	0.52594	0	680	CopraRNA
gcvb	pm_rs01420	0.52557	0	681	CopraRNA
gcvb	pm_rs00365	0.52548	0	682	CopraRNA
gcvb	pm_rs09215	0.52527	0	683	CopraRNA
gcvb	pm_rs03460	0.52412	0	684	CopraRNA
gcvb	pm_rs01735	0.52396	0	685	CopraRNA
gcvb	pm_rs10020	0.52363	0	686	CopraRNA
gcvb	pm_rs09765	0.52131	0	687	CopraRNA
gcvb	pm_rs05930	0.52128	0	688	CopraRNA
gcvb	pm_rs01875	0.51901	0	689	CopraRNA
gcvb	pm_rs09375	0.51706	0	690	CopraRNA
gcvb	pm_rs08015	0.51692	0	691	CopraRNA
gcvb	pm_rs08630	0.51546	0	692	CopraRNA
gcvb	pm_rs04750	0.51211	0	693	CopraRNA
gcvb	pm_rs01635	0.51186	0	694	CopraRNA
gcvb	pm_rs04655	0.51147	0	695	CopraRNA
gcvb	pm_rs07465	0.51026	0	696	CopraRNA
gcvb	pm_rs00895	0.50888	0	697	CopraRNA
gcvb	nusa	0.50774	0	698	CopraRNA
gcvb	pm_rs04580	0.50694	0	699	CopraRNA
gcvb	pm_rs01655	0.50693	0	700	CopraRNA
gcvb	pyrg	0.50623	0	701	CopraRNA
gcvb	pm_rs08275	0.50357	0	702	CopraRNA
gcvb	pm_rs02990	0.50332	0	703	CopraRNA
gcvb	pm_rs10010	0.50178	0	704	CopraRNA
gcvb	pm_rs03825	0.50114	0	705	CopraRNA
gcvb	pm_rs01990	0.5001	0	706	CopraRNA
gcvb	pm_rs09660	0.49994	0	707	CopraRNA
gcvb	pm_rs02030	0.49774	0	708	CopraRNA
gcvb	pm_rs01025	0.49746	0	709	CopraRNA
gcvb	pm_rs02970	0.49527	0	710	CopraRNA
gcvb	pm_rs08440	0.49418	0	711	CopraRNA
gcvb	pm_rs01395	0.49411	0	712	CopraRNA
gcvb	moae	0.49345	0	713	CopraRNA
gcvb	pm_rs07245	0.49243	0	714	CopraRNA
gcvb	pm_rs09995	0.49118	0	715	CopraRNA
gcvb	pm_rs09195	0.49044	0	716	CopraRNA
gcvb	pm_rs05700	0.48717	0	717	CopraRNA
gcvb	pm_rs03145	0.48532	0	718	CopraRNA
gcvb	pm_rs00180	0.48424	0	719	CopraRNA
gcvb	pm_rs07295	0.48317	0	720	CopraRNA
gcvb	pm_rs00125	0.48122	0	721	CopraRNA
gcvb	pm_rs05165	0.48049	0	722	CopraRNA
gcvb	pm_rs02895	0.48031	0	723	CopraRNA
gcvb	pm_rs09205	0.47698	0	724	CopraRNA
gcvb	pm_rs08985	0.47524	0	725	CopraRNA
gcvb	pm_rs00720	0.47485	0	726	CopraRNA
gcvb	pm_rs06070	0.47432	0	727	CopraRNA
gcvb	glya	0.4729	0	728	CopraRNA
gcvb	pm_rs07515	0.47208	0	729	CopraRNA
gcvb	pm_rs08595	0.47169	0	730	CopraRNA
gcvb	pm_rs07490	0.47152	0	731	CopraRNA
gcvb	pm_rs06155	0.47128	0	732	CopraRNA
gcvb	pm_rs07020	0.47061	0	733	CopraRNA
gcvb	pm_rs04670	0.47009	0	734	CopraRNA
gcvb	pm_rs00870	0.46826	0	735	CopraRNA
gcvb	pm_rs09555	0.4674	0	736	CopraRNA
gcvb	pm_rs08825	0.46692	0	737	CopraRNA
gcvb	pm_rs01040	0.46679	0	738	CopraRNA
gcvb	pm_rs08240	0.46636	0	739	CopraRNA
gcvb	pm_rs07660	0.46632	0	740	CopraRNA
gcvb	pm_rs08920	0.4663	0	741	CopraRNA
gcvb	pm_rs02245	0.4617	0	742	CopraRNA
gcvb	pm_rs06600	0.46155	0	743	CopraRNA
gcvb	pm_rs00775	0.46113	0	744	CopraRNA
gcvb	pm_rs00575	0.46069	0	745	CopraRNA
gcvb	pm_rs08765	0.46051	0	746	CopraRNA
gcvb	fecb	0.46037	0	747	CopraRNA
gcvb	pm_rs03040	0.4602	0	748	CopraRNA
gcvb	pm_rs09330	0.45987	0	749	CopraRNA
gcvb	pm_rs02540	0.45925	0	750	CopraRNA
gcvb	pm_rs00550	0.45918	0	751	CopraRNA
gcvb	pm_rs02345	0.45895	0	752	CopraRNA
gcvb	pm_rs02165	0.45794	0	753	CopraRNA
gcvb	pm_rs08790	0.4577	0	754	CopraRNA
gcvb	pm_rs05500	0.45763	0	755	CopraRNA
gcvb	pm_rs09455	0.4546	0	756	CopraRNA
gcvb	pm_rs08295	0.45382	0	757	CopraRNA
gcvb	pm_rs02920	0.45184	0	758	CopraRNA
gcvb	pm_rs05435	0.45109	0	759	CopraRNA
gcvb	pm_rs00275	0.45092	0	760	CopraRNA
gcvb	pm_rs08750	0.44957	0	761	CopraRNA
gcvb	pm_rs07690	0.44925	0	762	CopraRNA
gcvb	pm_rs00195	0.44869	0	763	CopraRNA
gcvb	pm_rs09155	0.44774	0	764	CopraRNA
gcvb	pm_rs07720	0.44594	0	765	CopraRNA
gcvb	pm_rs07590	0.44467	0	766	CopraRNA
gcvb	pm_rs08805	0.44437	0	767	CopraRNA
gcvb	pm_rs06605	0.44201	0	768	CopraRNA
gcvb	pm_rs04775	0.4397	0	769	CopraRNA
gcvb	pm_rs09355	0.43863	0	770	CopraRNA
gcvb	pm_rs01305	0.43835	0	771	CopraRNA
gcvb	pm_rs07215	0.43808	0	772	CopraRNA
gcvb	pm_rs09320	0.43661	0	773	CopraRNA
gcvb	pm_rs05545	0.4354	0	774	CopraRNA
gcvb	pm_rs02115	0.43243	0	775	CopraRNA
gcvb	pm_rs06095	0.43173	0	776	CopraRNA
gcvb	pm_rs01645	0.43162	0	777	CopraRNA
gcvb	pm_rs02380	0.43156	0	778	CopraRNA
gcvb	pm_rs03195	0.43085	0	779	CopraRNA
gcvb	lola	0.42681	0	780	CopraRNA
gcvb	pm_rs00020	0.42679	0	781	CopraRNA
gcvb	dnaa	0.42498	0	782	CopraRNA
gcvb	pm_rs04700	0.42409	0	783	CopraRNA
gcvb	pm_rs09065	0.42326	0	784	CopraRNA
gcvb	pm_rs04060	0.4219	0	785	CopraRNA
gcvb	pm_rs10285	0.4219	0	786	CopraRNA
gcvb	pm_rs06480	0.42007	0	787	CopraRNA
gcvb	pm_rs09435	0.41969	0	788	CopraRNA
gcvb	pm_rs02070	0.4196	0	789	CopraRNA
gcvb	pm_rs09150	0.41908	0	790	CopraRNA
gcvb	pm_rs05715	0.41685	0	791	CopraRNA
gcvb	pm_rs05495	0.41645	0	792	CopraRNA
gcvb	pm_rs07700	0.41439	0	793	CopraRNA
gcvb	pm_rs09385	0.4139	0	794	CopraRNA
gcvb	pm_rs01945	0.41376	0	795	CopraRNA
gcvb	rimo	0.4116	0	796	CopraRNA
gcvb	pm_rs08390	0.41092	0	797	CopraRNA
gcvb	pm_rs07030	0.41061	0	798	CopraRNA
gcvb	pm_rs04455	0.40882	0	799	CopraRNA
gcvb	pm_rs10340	0.40853	0	800	CopraRNA
gcvb	pm_rs00090	0.40808	0	801	CopraRNA
gcvb	pm_rs05160	0.40762	0	802	CopraRNA
gcvb	fief	0.407	0	803	CopraRNA
gcvb	pm_rs05490	0.40595	0	804	CopraRNA
gcvb	oppd	0.40468	0	805	CopraRNA
gcvb	pm_rs03005	0.40368	0	806	CopraRNA
gcvb	gpma	0.40355	0	807	CopraRNA
gcvb	pm_rs01690	0.40254	0	808	CopraRNA
gcvb	pm_rs09645	0.40191	0	809	CopraRNA
gcvb	pm_rs07795	0.40044	0	810	CopraRNA
gcvb	pm_rs07960	0.40044	0	811	CopraRNA
gcvb	pm_rs03940	0.40028	0	812	CopraRNA
gcvb	pm_rs03580	0.399	0	813	CopraRNA
gcvb	pm_rs03655	0.39814	0	814	CopraRNA
gcvb	pm_rs05220	0.39759	0	815	CopraRNA
gcvb	pm_rs02105	0.39745	0	816	CopraRNA
gcvb	pm_rs08415	0.39731	0	817	CopraRNA
gcvb	pm_rs02520	0.3961	0	818	CopraRNA
gcvb	pm_rs04260	0.394	0	819	CopraRNA
gcvb	pm_rs05280	0.39394	0	820	CopraRNA
gcvb	pm_rs00595	0.39389	0	821	CopraRNA
gcvb	pm_rs00530	0.39258	0	822	CopraRNA
gcvb	pm_rs06945	0.39252	0	823	CopraRNA
gcvb	pm_rs04565	0.39213	0	824	CopraRNA
gcvb	pm_rs01890	0.39204	0	825	CopraRNA
gcvb	pm_rs05305	0.39118	0	826	CopraRNA
gcvb	pm_rs03000	0.39018	0	827	CopraRNA
gcvb	pm_rs05360	0.39009	0	828	CopraRNA
gcvb	pm_rs08770	0.38446	0	829	CopraRNA
gcvb	pm_rs08690	0.38273	0	830	CopraRNA
gcvb	pm_rs07060	0.38258	0	831	CopraRNA
gcvb	pm_rs04425	0.38249	0	832	CopraRNA
gcvb	pm_rs00060	0.38227	0	833	CopraRNA
gcvb	pm_rs09185	0.38225	0	834	CopraRNA
gcvb	pm_rs08340	0.3821	0	835	CopraRNA
gcvb	pm_rs04815	0.38208	0	836	CopraRNA
gcvb	pm_rs04435	0.38101	0	837	CopraRNA
gcvb	pm_rs07330	0.37928	0	838	CopraRNA
gcvb	pm_rs02910	0.37851	0	839	CopraRNA
gcvb	pm_rs04820	0.37725	0	840	CopraRNA
gcvb	pm_rs00945	0.3759	0	841	CopraRNA
gcvb	pm_rs03415	0.3727	0	842	CopraRNA
gcvb	pm_rs02785	0.37169	0	843	CopraRNA
gcvb	pm_rs07745	0.37095	0	844	CopraRNA
gcvb	pm_rs06620	0.37036	0	845	CopraRNA
gcvb	pm_rs07675	0.37031	0	846	CopraRNA
gcvb	pm_rs02145	0.3697	0	847	CopraRNA
gcvb	pm_rs04195	0.36876	1	848	CopraRNA
gcvb	pm_rs01005	0.36867	0	849	CopraRNA
gcvb	tata	0.36834	0	850	CopraRNA
gcvb	pm_rs02960	0.36761	0	851	CopraRNA
gcvb	pm_rs06290	0.36743	0	852	CopraRNA
gcvb	pm_rs00930	0.36409	0	853	CopraRNA
gcvb	pm_rs08180	0.36138	0	854	CopraRNA
gcvb	pm_rs09875	0.36074	0	855	CopraRNA
gcvb	pm_rs07715	0.35886	0	856	CopraRNA
gcvb	pm_rs06595	0.35851	0	857	CopraRNA
gcvb	hflb	0.35724	0	858	CopraRNA
gcvb	pm_rs01220	0.35575	0	859	CopraRNA
gcvb	pm_rs05680	0.35404	0	860	CopraRNA
gcvb	pm_rs00770	0.35317	0	861	CopraRNA
gcvb	pm_rs07710	0.35279	0	862	CopraRNA
gcvb	pm_rs01490	0.3524	0	863	CopraRNA
gcvb	fecd	0.3516	0	864	CopraRNA
gcvb	pm_rs06165	0.35135	0	865	CopraRNA
gcvb	pm_rs05735	0.35093	0	866	CopraRNA
gcvb	pm_rs01415	0.34936	0	867	CopraRNA
gcvb	pm_rs03865	0.34736	0	868	CopraRNA
gcvb	pm_rs08175	0.34422	0	869	CopraRNA
gcvb	pm_rs05690	0.34396	0	870	CopraRNA
gcvb	pm_rs10230	0.34042	0	871	CopraRNA
gcvb	pm_rs05295	0.34029	0	872	CopraRNA
gcvb	pm_rs08800	0.34012	0	873	CopraRNA
gcvb	pm_rs02765	0.33981	0	874	CopraRNA
gcvb	pm_rs02695	0.33855	0	875	CopraRNA
gcvb	pm_rs03470	0.33789	0	876	CopraRNA
gcvb	pm_rs03300	0.33664	0	877	CopraRNA
gcvb	pm_rs09035	0.33638	0	878	CopraRNA
gcvb	pm_rs10335	0.33592	0	879	CopraRNA
gcvb	pm_rs00855	0.33299	0	880	CopraRNA
gcvb	pm_rs00460	0.33168	0	881	CopraRNA
gcvb	pm_rs03540	0.33115	0	882	CopraRNA
gcvb	pm_rs04480	0.33089	0	883	CopraRNA
gcvb	pm_rs08020	0.33034	0	884	CopraRNA
gcvb	pm_rs02900	0.32902	0	885	CopraRNA
gcvb	pm_rs06520	0.32656	0	886	CopraRNA
gcvb	pm_rs06680	0.32556	0	887	CopraRNA
gcvb	pm_rs08445	0.32549	0	888	CopraRNA
gcvb	pm_rs08060	0.32452	0	889	CopraRNA
gcvb	pm_rs09060	0.32401	0	890	CopraRNA
gcvb	pm_rs01850	0.32322	0	891	CopraRNA
gcvb	pm_rs08315	0.3226	0	892	CopraRNA
gcvb	pm_rs04150	0.32164	0	893	CopraRNA
gcvb	pm_rs00910	0.32144	0	894	CopraRNA
gcvb	pm_rs06705	0.32135	0	895	CopraRNA
gcvb	pm_rs04190	0.32053	0	896	CopraRNA
gcvb	pm_rs00410	0.32029	0	897	CopraRNA
gcvb	pm_rs07790	0.31957	0	898	CopraRNA
gcvb	pm_rs10140	0.31871	0	899	CopraRNA
gcvb	pm_rs05475	0.31819	1	900	CopraRNA
gcvb	pm_rs06985	0.31756	0	901	CopraRNA
gcvb	pm_rs01385	0.31676	0	902	CopraRNA
gcvb	pm_rs09190	0.31624	0	903	CopraRNA
gcvb	pm_rs02890	0.31612	0	904	CopraRNA
gcvb	pm_rs03090	0.31555	0	905	CopraRNA
gcvb	pm_rs05935	0.31341	0	906	CopraRNA
gcvb	metg	0.31099	0	907	CopraRNA
gcvb	pm_rs03495	0.30916	0	908	CopraRNA
gcvb	pm_rs03920	0.30776	0	909	CopraRNA
gcvb	pm_rs05890	0.30717	0	910	CopraRNA
gcvb	pm_rs03795	0.30618	0	911	CopraRNA
gcvb	pm_rs02025	0.30577	0	912	CopraRNA
gcvb	pm_rs10430	0.30577	0	913	CopraRNA
gcvb	pm_rs08600	0.30434	0	914	CopraRNA
gcvb	pm_rs08350	0.30335	0	915	CopraRNA
gcvb	rumb	0.30234	0	916	CopraRNA
gcvb	pm_rs09910	0.29969	0	917	CopraRNA
gcvb	pm_rs07005	0.29911	0	918	CopraRNA
gcvb	pm_rs08270	0.29835	0	919	CopraRNA
gcvb	pm_rs03190	0.29737	0	920	CopraRNA
gcvb	pm_rs06535	0.29497	0	921	CopraRNA
gcvb	pm_rs09120	0.29468	0	922	CopraRNA
gcvb	pm_rs07410	0.29338	0	923	CopraRNA
gcvb	pm_rs02725	0.29313	0	924	CopraRNA
gcvb	pm_rs03955	0.29194	0	925	CopraRNA
gcvb	pm_rs06435	0.28946	0	926	CopraRNA
gcvb	pm_rs09635	0.28833	0	927	CopraRNA
gcvb	pm_rs02875	0.28828	0	928	CopraRNA
gcvb	pm_rs00345	0.28636	0	929	CopraRNA
gcvb	pm_rs03120	0.28595	0	930	CopraRNA
gcvb	pm_rs00605	0.28317	0	931	CopraRNA
gcvb	pm_rs09180	0.28257	0	932	CopraRNA
gcvb	pm_rs04430	0.2819	0	933	CopraRNA
gcvb	pm_rs06005	0.27965	0	934	CopraRNA
gcvb	pm_rs10165	0.27862	0	935	CopraRNA
gcvb	pm_rs09315	0.27818	0	936	CopraRNA
gcvb	pm_rs00515	0.27445	0	937	CopraRNA
gcvb	pm_rs05895	0.27434	0	938	CopraRNA
gcvb	pm_rs01285	0.2718	0	939	CopraRNA
gcvb	pm_rs01830	0.26918	0	940	CopraRNA
gcvb	pm_rs08410	0.26623	0	941	CopraRNA
gcvb	pm_rs06160	0.26613	0	942	CopraRNA
gcvb	pm_rs01480	0.26075	0	943	CopraRNA
gcvb	fabg	0.25974	0	944	CopraRNA
gcvb	pm_rs03560	0.25755	0	945	CopraRNA
gcvb	pm_rs04860	0.25755	0	946	CopraRNA
gcvb	pm_rs08380	0.25668	0	947	CopraRNA
gcvb	pm_rs06525	0.25658	0	948	CopraRNA
gcvb	pm_rs09430	0.25572	0	949	CopraRNA
gcvb	pm_rs02705	0.25562	0	950	CopraRNA
gcvb	pm_rs07420	0.25515	0	951	CopraRNA
gcvb	pm_rs04690	0.25505	0	952	CopraRNA
gcvb	pm_rs01390	0.25399	0	953	CopraRNA
gcvb	pm_rs02015	0.25399	0	954	CopraRNA
gcvb	pm_rs05330	0.25395	0	955	CopraRNA
gcvb	pm_rs06990	0.2539	0	956	CopraRNA
gcvb	pm_rs07840	0.25253	0	957	CopraRNA
gcvb	pm_rs03315	0.25211	0	958	CopraRNA
gcvb	pm_rs03405	0.25206	0	959	CopraRNA
gcvb	pm_rs04975	0.25108	0	960	CopraRNA
gcvb	pm_rs08900	0.24956	0	961	CopraRNA
gcvb	pm_rs09305	0.24898	0	962	CopraRNA
gcvb	pm_rs04600	0.24672	0	963	CopraRNA
gcvb	pm_rs01020	0.24666	0	964	CopraRNA
gcvb	pm_rs03690	0.24649	0	965	CopraRNA
gcvb	pm_rs06825	0.24541	0	966	CopraRNA
gcvb	pm_rs05395	0.24435	0	967	CopraRNA
gcvb	pm_rs00265	0.24421	0	968	CopraRNA
