sRNA	mRNA	Score	Class	OrdinalRank	Program
gcvb	glmu	0.4871	0	459	sRNARFTarget
gcvb	pm_rs02490	0.48703	0	460	sRNARFTarget
gcvb	pm_rs04260	0.48696	0	461	sRNARFTarget
gcvb	pm_rs02735	0.48691	0	462	sRNARFTarget
gcvb	pm1124	0.4869	0	463	sRNARFTarget
gcvb	pm_rs01755	0.48682	0	464	sRNARFTarget
gcvb	galm	0.48679	0	465	sRNARFTarget
gcvb	pm_rs08930	0.48677	0	466	sRNARFTarget
gcvb	pm_rs00005	0.48676	0	467	sRNARFTarget
gcvb	pm_rs05690	0.48676	0	468	sRNARFTarget
gcvb	pm_rs09470	0.48665	0	469	sRNARFTarget
gcvb	pm_rs00365	0.4865	0	470	sRNARFTarget
gcvb	pm_rs06010	0.4865	0	471	sRNARFTarget
gcvb	pm_rs03050	0.48645	0	472	sRNARFTarget
gcvb	pm_rs04350	0.48642	0	473	sRNARFTarget
gcvb	pm_rs00500	0.4864	0	474	sRNARFTarget
gcvb	pm_rs04675	0.48636	0	475	sRNARFTarget
gcvb	pm_rs03670	0.48635	0	476	sRNARFTarget
gcvb	pm0880	0.48626	0	477	sRNARFTarget
gcvb	pm_rs02515	0.48622	0	478	sRNARFTarget
gcvb	pm_rs09780	0.48618	0	479	sRNARFTarget
gcvb	pm_rs06745	0.48616	0	480	sRNARFTarget
gcvb	pm_rs00945	0.48604	0	481	sRNARFTarget
gcvb	pm_rs01655	0.48584	0	482	sRNARFTarget
gcvb	pm_rs09540	0.48584	0	483	sRNARFTarget
gcvb	pm_rs02200	0.4858	0	484	sRNARFTarget
gcvb	pm_rs06985	0.48577	0	485	sRNARFTarget
gcvb	pm_rs01035	0.48572	0	486	sRNARFTarget
gcvb	pm_rs07740	0.48572	0	487	sRNARFTarget
gcvb	pm_rs08845	0.48569	0	488	sRNARFTarget
gcvb	pm_rs09855	0.48567	0	489	sRNARFTarget
gcvb	pm_rs04990	0.48554	0	490	sRNARFTarget
gcvb	pm_rs07065	0.48549	0	491	sRNARFTarget
gcvb	pm_rs06380	0.48547	0	492	sRNARFTarget
gcvb	pm_rs03440	0.48534	0	493	sRNARFTarget
gcvb	pm_rs00450	0.48524	0	494	sRNARFTarget
gcvb	pm_rs07440	0.48521	0	495	sRNARFTarget
gcvb	pm_rs07700	0.4852	0	496	sRNARFTarget
gcvb	pm_rs06265	0.48513	1	497	sRNARFTarget
gcvb	fumc	0.48508	0	498	sRNARFTarget
gcvb	pm_rs02660	0.48506	0	499	sRNARFTarget
gcvb	pm_rs08770	0.48497	0	500	sRNARFTarget
gcvb	murb	0.48489	0	501	sRNARFTarget
gcvb	pm_rs05055	0.48486	0	502	sRNARFTarget
gcvb	rela	0.48485	0	503	sRNARFTarget
gcvb	pm_rs05400	0.48475	0	504	sRNARFTarget
gcvb	pm_rs07540	0.48457	0	505	sRNARFTarget
gcvb	pm_rs05730	0.48456	0	506	sRNARFTarget
gcvb	pm_rs09620	0.48449	0	507	sRNARFTarget
gcvb	pm_rs10325	0.48449	0	508	sRNARFTarget
gcvb	pm_rs10010	0.48448	0	509	sRNARFTarget
gcvb	pm_rs08050	0.48446	0	510	sRNARFTarget
gcvb	pm_rs09365	0.48443	0	511	sRNARFTarget
gcvb	pm_rs02330	0.48442	0	512	sRNARFTarget
gcvb	pm_rs07140	0.48437	0	513	sRNARFTarget
gcvb	pm_rs08105	0.48436	0	514	sRNARFTarget
gcvb	pm_rs05945	0.48426	0	515	sRNARFTarget
gcvb	pm_rs06650	0.48426	0	516	sRNARFTarget
gcvb	pm_rs08510	0.48418	0	517	sRNARFTarget
gcvb	pm_rs09125	0.48412	0	518	sRNARFTarget
gcvb	pm_rs09800	0.48412	0	519	sRNARFTarget
gcvb	pm_rs06620	0.48411	0	520	sRNARFTarget
gcvb	pm_rs08550	0.48409	0	521	sRNARFTarget
gcvb	pm_rs00305	0.48406	0	522	sRNARFTarget
gcvb	pm_rs03370	0.48402	0	523	sRNARFTarget
gcvb	pm_rs08335	0.48399	0	524	sRNARFTarget
gcvb	pm_rs01150	0.4839	0	525	sRNARFTarget
gcvb	pm_rs09560	0.48379	0	526	sRNARFTarget
gcvb	pm_rs04375	0.48373	0	527	sRNARFTarget
gcvb	pm_rs02755	0.48371	0	528	sRNARFTarget
gcvb	pm_rs06770	0.4837	0	529	sRNARFTarget
gcvb	pm_rs08415	0.48368	0	530	sRNARFTarget
gcvb	pm_rs05780	0.48364	0	531	sRNARFTarget
gcvb	pm_rs02100	0.4836	0	532	sRNARFTarget
gcvb	pm_rs08200	0.4836	0	533	sRNARFTarget
gcvb	rpsf	0.4836	0	534	sRNARFTarget
gcvb	pm_rs00865	0.48359	0	535	sRNARFTarget
gcvb	pm_rs07635	0.48358	0	536	sRNARFTarget
gcvb	pm_rs03415	0.48347	0	537	sRNARFTarget
gcvb	pm_rs07665	0.48343	0	538	sRNARFTarget
gcvb	pm_rs09015	0.48338	0	539	sRNARFTarget
gcvb	pfla	0.48335	0	540	sRNARFTarget
gcvb	pm_rs10425	0.48327	0	541	sRNARFTarget
gcvb	pm_rs02070	0.48326	0	542	sRNARFTarget
gcvb	pm_rs00775	0.48325	0	543	sRNARFTarget
gcvb	pm_rs04875	0.48309	0	544	sRNARFTarget
gcvb	pm_rs00550	0.48306	0	545	sRNARFTarget
gcvb	pm_rs08715	0.48303	0	546	sRNARFTarget
gcvb	arok	0.48301	0	547	sRNARFTarget
gcvb	pm_rs07255	0.48297	0	548	sRNARFTarget
gcvb	purh	0.48295	0	549	sRNARFTarget
gcvb	pm_rs03710	0.48293	0	550	sRNARFTarget
gcvb	pm_rs01945	0.48291	0	551	sRNARFTarget
gcvb	pm_rs04690	0.48291	0	552	sRNARFTarget
gcvb	pm_rs04945	0.48291	0	553	sRNARFTarget
gcvb	pm_rs04365	0.4829	0	554	sRNARFTarget
gcvb	pm_rs03630	0.48289	0	555	sRNARFTarget
gcvb	pm_rs04135	0.48288	0	556	sRNARFTarget
gcvb	pm_rs08080	0.48288	0	557	sRNARFTarget
gcvb	pm_rs10175	0.48274	0	558	sRNARFTarget
gcvb	pm_rs04070	0.4827	0	559	sRNARFTarget
gcvb	pm_rs10210	0.48256	0	560	sRNARFTarget
gcvb	pm_rs03395	0.48247	0	561	sRNARFTarget
gcvb	znua	0.48247	0	562	sRNARFTarget
gcvb	pm_rs05325	0.48246	0	563	sRNARFTarget
gcvb	pm_rs09745	0.48241	0	564	sRNARFTarget
gcvb	pm_rs00405	0.48238	0	565	sRNARFTarget
gcvb	pm_rs06685	0.48238	0	566	sRNARFTarget
gcvb	pm_rs06110	0.48235	0	567	sRNARFTarget
gcvb	pm_rs00125	0.48234	0	568	sRNARFTarget
gcvb	pm_rs07570	0.48234	0	569	sRNARFTarget
gcvb	glmm	0.48233	0	570	sRNARFTarget
gcvb	pm_rs08055	0.48231	0	571	sRNARFTarget
gcvb	pm_rs08530	0.48228	0	572	sRNARFTarget
gcvb	pm_rs03820	0.48223	0	573	sRNARFTarget
gcvb	ubif	0.48214	0	574	sRNARFTarget
gcvb	pm_rs06105	0.48211	0	575	sRNARFTarget
gcvb	pm_rs10400	0.4821	0	576	sRNARFTarget
gcvb	pm_rs06240	0.48207	1	577	sRNARFTarget
gcvb	pm_rs00090	0.482	0	578	sRNARFTarget
gcvb	mukb	0.48197	0	579	sRNARFTarget
gcvb	pm_rs05445	0.48193	0	580	sRNARFTarget
gcvb	pm_rs01775	0.48187	0	581	sRNARFTarget
gcvb	pm_rs09965	0.48184	0	582	sRNARFTarget
gcvb	pm_rs04165	0.48176	0	583	sRNARFTarget
gcvb	pm_rs03665	0.48172	0	584	sRNARFTarget
gcvb	pm_rs00990	0.48171	0	585	sRNARFTarget
gcvb	pm_rs05070	0.4817	0	586	sRNARFTarget
gcvb	nrff_1	0.48166	0	587	sRNARFTarget
gcvb	pm_rs05990	0.48165	0	588	sRNARFTarget
gcvb	pm_rs02180	0.48164	0	589	sRNARFTarget
gcvb	pm_rs06875	0.48159	0	590	sRNARFTarget
gcvb	pm_rs02185	0.48157	0	591	sRNARFTarget
gcvb	pm_rs10100	0.48155	0	592	sRNARFTarget
gcvb	pm_rs08075	0.48154	0	593	sRNARFTarget
gcvb	pm_rs07840	0.48153	0	594	sRNARFTarget
gcvb	pm_rs04085	0.48148	0	595	sRNARFTarget
gcvb	pm_rs07795	0.48144	0	596	sRNARFTarget
gcvb	pm_rs00635	0.4813	0	597	sRNARFTarget
gcvb	rplt	0.48121	0	598	sRNARFTarget
gcvb	pm_rs04320	0.48116	0	599	sRNARFTarget
gcvb	pm_rs06070	0.48115	0	600	sRNARFTarget
gcvb	pm_rs08440	0.48109	0	601	sRNARFTarget
gcvb	pm_rs07955	0.48107	0	602	sRNARFTarget
gcvb	pm_rs08810	0.48106	0	603	sRNARFTarget
gcvb	pm_rs09200	0.48105	0	604	sRNARFTarget
gcvb	pm_rs02725	0.48102	0	605	sRNARFTarget
gcvb	pm_rs01640	0.481	0	606	sRNARFTarget
gcvb	pm_rs06795	0.48093	0	607	sRNARFTarget
gcvb	pm_rs04460	0.48088	0	608	sRNARFTarget
gcvb	pm_rs10025	0.48086	0	609	sRNARFTarget
gcvb	pm_rs07510	0.48072	0	610	sRNARFTarget
gcvb	pm_rs09240	0.48067	0	611	sRNARFTarget
gcvb	pm_rs08210	0.48064	0	612	sRNARFTarget
gcvb	pm_rs06385	0.48059	0	613	sRNARFTarget
gcvb	pm_rs08140	0.48058	0	614	sRNARFTarget
gcvb	pm_rs06350	0.48054	0	615	sRNARFTarget
gcvb	pm_rs04790	0.48048	0	616	sRNARFTarget
gcvb	pm_rs05630	0.48042	0	617	sRNARFTarget
gcvb	pm_rs07085	0.48041	0	618	sRNARFTarget
gcvb	pm_rs01410	0.48037	1	619	sRNARFTarget
gcvb	pm_rs10200	0.48037	0	620	sRNARFTarget
gcvb	pm_rs04555	0.48033	0	621	sRNARFTarget
gcvb	pm_rs07045	0.48032	0	622	sRNARFTarget
gcvb	pm_rs01085	0.48029	0	623	sRNARFTarget
gcvb	pm_rs05710	0.48027	0	624	sRNARFTarget
gcvb	pm_rs01020	0.48023	0	625	sRNARFTarget
gcvb	pm_rs09795	0.48021	0	626	sRNARFTarget
gcvb	lldd	0.48017	0	627	sRNARFTarget
gcvb	lpxd	0.48014	0	628	sRNARFTarget
gcvb	pm_rs09190	0.48013	0	629	sRNARFTarget
gcvb	pm_rs06435	0.48009	0	630	sRNARFTarget
gcvb	pm_rs03960	0.48004	0	631	sRNARFTarget
gcvb	pm_rs10215	0.48004	0	632	sRNARFTarget
gcvb	pm_rs00750	0.47994	0	633	sRNARFTarget
gcvb	pm_rs07070	0.47992	0	634	sRNARFTarget
gcvb	pm_rs01600	0.47989	0	635	sRNARFTarget
gcvb	pm_rs07025	0.47986	0	636	sRNARFTarget
gcvb	glga	0.47984	0	637	sRNARFTarget
gcvb	pm1972	0.47981	0	638	sRNARFTarget
gcvb	pm_rs08435	0.47977	0	639	sRNARFTarget
gcvb	pm_rs06950	0.47976	0	640	sRNARFTarget
gcvb	pm_rs05220	0.47975	0	641	sRNARFTarget
gcvb	acef	0.47971	0	642	sRNARFTarget
gcvb	glna	0.47962	0	643	sRNARFTarget
gcvb	gyrb	0.47958	0	644	sRNARFTarget
gcvb	pm_rs06360	0.47951	0	645	sRNARFTarget
gcvb	pm_rs02055	0.47947	0	646	sRNARFTarget
gcvb	pm_rs06005	0.47936	0	647	sRNARFTarget
gcvb	srle	0.47932	0	648	sRNARFTarget
gcvb	pm_rs05535	0.47926	0	649	sRNARFTarget
gcvb	pm_rs08940	0.47926	0	650	sRNARFTarget
gcvb	pm_rs04450	0.4792	0	651	sRNARFTarget
gcvb	pm_rs03785	0.47915	0	652	sRNARFTarget
gcvb	seca	0.47914	0	653	sRNARFTarget
gcvb	pm_rs01715	0.47903	0	654	sRNARFTarget
gcvb	pm_rs04275	0.47899	0	655	sRNARFTarget
gcvb	pm1937	0.47899	0	656	sRNARFTarget
gcvb	pm_rs05805	0.47896	0	657	sRNARFTarget
gcvb	pm_rs08425	0.47896	0	658	sRNARFTarget
gcvb	pm_rs07745	0.47893	0	659	sRNARFTarget
gcvb	pm_rs05680	0.4789	0	660	sRNARFTarget
gcvb	pm_rs08410	0.47882	0	661	sRNARFTarget
gcvb	pm_rs09270	0.47882	0	662	sRNARFTarget
gcvb	pm_rs08580	0.47878	0	663	sRNARFTarget
gcvb	pm_rs04155	0.47867	0	664	sRNARFTarget
gcvb	pm_rs09925	0.47864	0	665	sRNARFTarget
gcvb	pm_rs03035	0.47861	0	666	sRNARFTarget
gcvb	pm_rs09550	0.47854	0	667	sRNARFTarget
gcvb	pm_rs01785	0.47852	0	668	sRNARFTarget
gcvb	pm_rs02890	0.47841	0	669	sRNARFTarget
gcvb	pm_rs06740	0.4784	0	670	sRNARFTarget
gcvb	pm_rs09010	0.4784	0	671	sRNARFTarget
gcvb	trmd	0.47839	0	672	sRNARFTarget
gcvb	nusa	0.47838	0	673	sRNARFTarget
gcvb	pm_rs00270	0.47833	0	674	sRNARFTarget
gcvb	pm_rs06080	0.47832	0	675	sRNARFTarget
gcvb	pm_rs09030	0.47805	0	676	sRNARFTarget
gcvb	pm_rs00620	0.47801	0	677	sRNARFTarget
gcvb	pm_rs06200	0.47792	0	678	sRNARFTarget
gcvb	pm_rs07730	0.4779	0	679	sRNARFTarget
gcvb	pm_rs08385	0.47789	0	680	sRNARFTarget
gcvb	pm_rs09170	0.47785	0	681	sRNARFTarget
gcvb	pm_rs08395	0.47778	0	682	sRNARFTarget
gcvb	pm_rs08815	0.47776	0	683	sRNARFTarget
gcvb	pm_rs05500	0.47775	0	684	sRNARFTarget
gcvb	ycan	0.47774	0	685	sRNARFTarget
gcvb	pm_rs09990	0.47772	0	686	sRNARFTarget
gcvb	pm_rs04480	0.47769	0	687	sRNARFTarget
gcvb	pm_rs09635	0.47765	0	688	sRNARFTarget
gcvb	pm_rs03405	0.47763	0	689	sRNARFTarget
gcvb	pm_rs10090	0.47761	0	690	sRNARFTarget
gcvb	pm_rs06040	0.4776	0	691	sRNARFTarget
gcvb	pm_rs05280	0.47758	0	692	sRNARFTarget
gcvb	pm_rs00390	0.47756	0	693	sRNARFTarget
gcvb	pm_rs09875	0.47754	0	694	sRNARFTarget
gcvb	pm_rs01575	0.47747	0	695	sRNARFTarget
gcvb	fmt	0.47744	0	696	sRNARFTarget
gcvb	pm_rs03825	0.47744	0	697	sRNARFTarget
gcvb	hslu	0.47742	0	698	sRNARFTarget
gcvb	pm_rs04020	0.47738	0	699	sRNARFTarget
gcvb	pm_rs09995	0.47733	0	700	sRNARFTarget
gcvb	pm_rs09820	0.47725	0	701	sRNARFTarget
gcvb	pm_rs01705	0.47721	0	702	sRNARFTarget
gcvb	pm_rs06320	0.47716	0	703	sRNARFTarget
gcvb	pm_rs00735	0.47713	0	704	sRNARFTarget
gcvb	pm_rs04995	0.47709	0	705	sRNARFTarget
gcvb	pm_rs07505	0.47708	0	706	sRNARFTarget
gcvb	pm_rs07805	0.47705	0	707	sRNARFTarget
gcvb	pm_rs03045	0.47702	0	708	sRNARFTarget
gcvb	pm_rs05550	0.47696	0	709	sRNARFTarget
gcvb	pm_rs08575	0.47696	0	710	sRNARFTarget
gcvb	pm_rs04670	0.47695	0	711	sRNARFTarget
gcvb	pm_rs05625	0.47684	0	712	sRNARFTarget
gcvb	pm_rs08675	0.47681	0	713	sRNARFTarget
gcvb	pm_rs09425	0.47678	0	714	sRNARFTarget
gcvb	pm_rs08935	0.47669	0	715	sRNARFTarget
gcvb	pm_rs09845	0.47666	0	716	sRNARFTarget
gcvb	pm_rs08560	0.47664	0	717	sRNARFTarget
gcvb	pm_rs10415	0.4766	0	718	sRNARFTarget
gcvb	pm_rs07975	0.47655	0	719	sRNARFTarget
gcvb	pm_rs02460	0.47654	0	720	sRNARFTarget
gcvb	pm_rs10015	0.47652	0	721	sRNARFTarget
gcvb	pm_rs02190	0.47646	0	722	sRNARFTarget
gcvb	pm_rs07210	0.47645	0	723	sRNARFTarget
gcvb	pm_rs08305	0.47644	0	724	sRNARFTarget
gcvb	pm_rs08515	0.4764	0	725	sRNARFTarget
gcvb	pm1123	0.4764	0	726	sRNARFTarget
gcvb	pm_rs09890	0.47639	0	727	sRNARFTarget
gcvb	pm_rs10255	0.47638	0	728	sRNARFTarget
gcvb	pm_rs02840	0.47635	0	729	sRNARFTarget
gcvb	pm_rs00185	0.47634	0	730	sRNARFTarget
gcvb	pm_rs09625	0.47631	0	731	sRNARFTarget
gcvb	pm_rs02025	0.47629	0	732	sRNARFTarget
gcvb	pm0309	0.47625	0	733	sRNARFTarget
gcvb	pm_rs02560	0.4762	0	734	sRNARFTarget
gcvb	pm_rs01415	0.47618	0	735	sRNARFTarget
gcvb	pm_rs00205	0.47611	0	736	sRNARFTarget
gcvb	pm_rs09885	0.4761	0	737	sRNARFTarget
gcvb	pm_rs07550	0.47609	0	738	sRNARFTarget
gcvb	pm_rs10310	0.47609	0	739	sRNARFTarget
gcvb	pm_rs06585	0.476	0	740	sRNARFTarget
gcvb	pm_rs07990	0.476	0	741	sRNARFTarget
gcvb	pm_rs00575	0.47599	0	742	sRNARFTarget
gcvb	pm_rs06025	0.47595	0	743	sRNARFTarget
gcvb	pm_rs04205	0.47594	0	744	sRNARFTarget
gcvb	pm_rs06415	0.47593	0	745	sRNARFTarget
gcvb	rumb	0.4759	0	746	sRNARFTarget
gcvb	rplq	0.47588	0	747	sRNARFTarget
gcvb	pm_rs07280	0.47587	0	748	sRNARFTarget
gcvb	pm_rs06640	0.47584	0	749	sRNARFTarget
gcvb	pm_rs06230	0.47583	0	750	sRNARFTarget
gcvb	pm_rs08850	0.4758	0	751	sRNARFTarget
gcvb	pm0574	0.47574	0	752	sRNARFTarget
gcvb	acee	0.47571	0	753	sRNARFTarget
gcvb	pm_rs07810	0.47567	0	754	sRNARFTarget
gcvb	pm_rs00435	0.47565	0	755	sRNARFTarget
gcvb	pm_rs05365	0.4756	0	756	sRNARFTarget
gcvb	pm_rs09195	0.47555	0	757	sRNARFTarget
gcvb	pm_rs01360	0.47554	0	758	sRNARFTarget
gcvb	pm_rs08800	0.47553	0	759	sRNARFTarget
gcvb	pm_rs06375	0.47552	0	760	sRNARFTarget
gcvb	pm_rs08495	0.47543	0	761	sRNARFTarget
gcvb	pm_rs05360	0.47542	0	762	sRNARFTarget
gcvb	pm_rs04015	0.47539	0	763	sRNARFTarget
gcvb	pm_rs04290	0.47535	0	764	sRNARFTarget
gcvb	pm_rs01355	0.47533	0	765	sRNARFTarget
gcvb	pm_rs04940	0.47531	0	766	sRNARFTarget
gcvb	pm_rs06470	0.47531	0	767	sRNARFTarget
gcvb	pm_rs07800	0.4753	0	768	sRNARFTarget
gcvb	trud	0.4753	0	769	sRNARFTarget
gcvb	pm_rs03990	0.47525	0	770	sRNARFTarget
gcvb	glpk	0.47524	0	771	sRNARFTarget
gcvb	pm_rs04250	0.4752	0	772	sRNARFTarget
gcvb	pm_rs06165	0.47515	0	773	sRNARFTarget
gcvb	pm_rs07020	0.47511	0	774	sRNARFTarget
gcvb	quef	0.47509	0	775	sRNARFTarget
gcvb	pm_rs01645	0.47503	0	776	sRNARFTarget
gcvb	pm_rs09485	0.47502	0	777	sRNARFTarget
gcvb	pm_rs06545	0.475	0	778	sRNARFTarget
gcvb	pm_rs05310	0.47498	0	779	sRNARFTarget
gcvb	pm_rs08885	0.47496	0	780	sRNARFTarget
gcvb	pm_rs05900	0.47495	0	781	sRNARFTarget
gcvb	pm_rs02910	0.47493	0	782	sRNARFTarget
gcvb	pm_rs00935	0.47492	0	783	sRNARFTarget
gcvb	pm_rs04845	0.47484	0	784	sRNARFTarget
gcvb	pm_rs06150	0.47484	0	785	sRNARFTarget
gcvb	pm_rs03595	0.4748	0	786	sRNARFTarget
gcvb	pm_rs04495	0.47475	0	787	sRNARFTarget
gcvb	pm_rs08115	0.4747	0	788	sRNARFTarget
gcvb	pm_rs07365	0.47469	0	789	sRNARFTarget
gcvb	secy	0.47467	0	790	sRNARFTarget
gcvb	pm_rs07585	0.47466	0	791	sRNARFTarget
gcvb	pm_rs00130	0.47457	0	792	sRNARFTarget
gcvb	pm_rs10360	0.47457	0	793	sRNARFTarget
gcvb	pm_rs09645	0.47454	0	794	sRNARFTarget
gcvb	pm_rs06160	0.47453	0	795	sRNARFTarget
gcvb	pm_rs00800	0.47444	0	796	sRNARFTarget
gcvb	pm_rs02775	0.47444	0	797	sRNARFTarget
gcvb	pm_rs04385	0.47443	0	798	sRNARFTarget
gcvb	pm_rs05440	0.4744	0	799	sRNARFTarget
gcvb	pm_rs05475	0.47426	1	800	sRNARFTarget
gcvb	pm_rs02235	0.47424	0	801	sRNARFTarget
gcvb	pm_rs00055	0.47422	0	802	sRNARFTarget
gcvb	pm_rs06590	0.47417	0	803	sRNARFTarget
gcvb	pm_rs03690	0.47416	0	804	sRNARFTarget
gcvb	pm_rs02640	0.47415	0	805	sRNARFTarget
gcvb	pm_rs03965	0.47414	0	806	sRNARFTarget
gcvb	pm_rs01805	0.47411	0	807	sRNARFTarget
gcvb	pm_rs08985	0.4741	0	808	sRNARFTarget
gcvb	pm_rs04125	0.47402	0	809	sRNARFTarget
gcvb	pm_rs07170	0.47398	0	810	sRNARFTarget
gcvb	pm_rs06605	0.47394	0	811	sRNARFTarget
gcvb	ychf	0.47392	0	812	sRNARFTarget
gcvb	ruvb	0.47388	0	813	sRNARFTarget
gcvb	pm_rs04715	0.47387	0	814	sRNARFTarget
gcvb	pm_rs00010	0.4738	0	815	sRNARFTarget
gcvb	pm_rs03000	0.47377	0	816	sRNARFTarget
gcvb	pm_rs08275	0.47374	0	817	sRNARFTarget
gcvb	nagb	0.47373	0	818	sRNARFTarget
gcvb	pm_rs09345	0.47369	0	819	sRNARFTarget
gcvb	pm_rs01710	0.47365	0	820	sRNARFTarget
gcvb	pm_rs02065	0.47362	0	821	sRNARFTarget
gcvb	pm_rs02345	0.47358	0	822	sRNARFTarget
gcvb	pm_rs06155	0.47356	0	823	sRNARFTarget
gcvb	pm_rs01050	0.47352	0	824	sRNARFTarget
gcvb	pm_rs05050	0.47352	0	825	sRNARFTarget
gcvb	thrs	0.47349	0	826	sRNARFTarget
gcvb	pm_rs10340	0.47348	0	827	sRNARFTarget
gcvb	pm_rs05640	0.47347	0	828	sRNARFTarget
gcvb	pm_rs01740	0.47346	0	829	sRNARFTarget
gcvb	pm_rs08915	0.47334	0	830	sRNARFTarget
gcvb	pm_rs05975	0.47329	0	831	sRNARFTarget
gcvb	heme	0.47328	0	832	sRNARFTarget
gcvb	pm_rs07075	0.47325	0	833	sRNARFTarget
gcvb	pm_rs03495	0.47324	0	834	sRNARFTarget
gcvb	pm_rs01200	0.47321	0	835	sRNARFTarget
gcvb	pm_rs04760	0.4732	0	836	sRNARFTarget
gcvb	pm_rs10380	0.4732	0	837	sRNARFTarget
gcvb	pm_rs07725	0.47319	0	838	sRNARFTarget
gcvb	pm_rs07830	0.47319	0	839	sRNARFTarget
gcvb	pm_rs09840	0.47319	0	840	sRNARFTarget
gcvb	pm_rs10155	0.47314	0	841	sRNARFTarget
gcvb	pm_rs02085	0.4731	0	842	sRNARFTarget
gcvb	pm_rs09155	0.4731	0	843	sRNARFTarget
gcvb	pm_rs02990	0.47304	0	844	sRNARFTarget
gcvb	pm_rs01690	0.47301	0	845	sRNARFTarget
gcvb	pm_rs00485	0.47296	0	846	sRNARFTarget
gcvb	pm_rs01770	0.47292	0	847	sRNARFTarget
gcvb	pm_rs00880	0.47291	0	848	sRNARFTarget
gcvb	pm_rs00595	0.47288	0	849	sRNARFTarget
gcvb	pm_rs00905	0.47285	0	850	sRNARFTarget
gcvb	pm_rs00475	0.4728	0	851	sRNARFTarget
gcvb	pm_rs02895	0.47273	0	852	sRNARFTarget
gcvb	pm_rs05570	0.47271	0	853	sRNARFTarget
gcvb	pm_rs10160	0.47269	0	854	sRNARFTarget
gcvb	pm_rs05065	0.47267	0	855	sRNARFTarget
gcvb	pm_rs03865	0.47266	0	856	sRNARFTarget
gcvb	modb	0.47265	0	857	sRNARFTarget
gcvb	pm_rs09415	0.47265	0	858	sRNARFTarget
gcvb	pm_rs02290	0.47259	0	859	sRNARFTarget
gcvb	pm_rs10275	0.47257	0	860	sRNARFTarget
gcvb	pm_rs03315	0.47254	0	861	sRNARFTarget
gcvb	pm_rs09830	0.47243	0	862	sRNARFTarget
gcvb	pm_rs10230	0.47242	0	863	sRNARFTarget
gcvb	pm_rs08725	0.47237	0	864	sRNARFTarget
gcvb	pm_rs07370	0.47229	0	865	sRNARFTarget
gcvb	pm_rs05040	0.47224	0	866	sRNARFTarget
gcvb	pm_rs02705	0.47221	0	867	sRNARFTarget
gcvb	pm_rs02645	0.47217	0	868	sRNARFTarget
gcvb	pm_rs03770	0.47209	0	869	sRNARFTarget
gcvb	pm_rs03945	0.47209	0	870	sRNARFTarget
gcvb	pm_rs01965	0.47205	0	871	sRNARFTarget
gcvb	rpsr	0.47205	0	872	sRNARFTarget
gcvb	pm_rs06915	0.47203	0	873	sRNARFTarget
gcvb	pm_rs07885	0.47203	0	874	sRNARFTarget
gcvb	pm_rs09655	0.47203	0	875	sRNARFTarget
gcvb	pm_rs04925	0.47202	0	876	sRNARFTarget
gcvb	pm_rs01305	0.47197	0	877	sRNARFTarget
gcvb	pm_rs01100	0.47196	0	878	sRNARFTarget
gcvb	pm_rs07315	0.47195	0	879	sRNARFTarget
gcvb	pm_rs02230	0.47189	0	880	sRNARFTarget
gcvb	pm_rs01920	0.47186	0	881	sRNARFTarget
gcvb	pm_rs07670	0.47186	0	882	sRNARFTarget
gcvb	prma	0.47185	0	883	sRNARFTarget
gcvb	pm_rs01870	0.47179	0	884	sRNARFTarget
gcvb	pm_rs03075	0.47174	0	885	sRNARFTarget
gcvb	pm_rs05465	0.47174	0	886	sRNARFTarget
gcvb	dppf	0.47168	0	887	sRNARFTarget
gcvb	pm_rs03350	0.47168	0	888	sRNARFTarget
gcvb	pm_rs08170	0.47165	0	889	sRNARFTarget
gcvb	pm_rs00720	0.47161	0	890	sRNARFTarget
gcvb	pm_rs02920	0.47159	0	891	sRNARFTarget
gcvb	pm_rs09315	0.47159	0	892	sRNARFTarget
gcvb	pm_rs09775	0.47157	0	893	sRNARFTarget
gcvb	pm_rs09510	0.47155	0	894	sRNARFTarget
gcvb	pm_rs04780	0.47152	0	895	sRNARFTarget
gcvb	pm_rs03735	0.47149	0	896	sRNARFTarget
gcvb	pm_rs03015	0.47148	0	897	sRNARFTarget
gcvb	pm_rs08370	0.47146	0	898	sRNARFTarget
gcvb	pm_rs10315	0.47143	0	899	sRNARFTarget
gcvb	pm_rs01475	0.47142	0	900	sRNARFTarget
gcvb	pm_rs04775	0.47141	0	901	sRNARFTarget
gcvb	pm_rs05890	0.47141	0	902	sRNARFTarget
gcvb	naga	0.47135	0	903	sRNARFTarget
gcvb	pm_rs00325	0.47135	0	904	sRNARFTarget
gcvb	pm_rs01985	0.47135	0	905	sRNARFTarget
gcvb	pm_rs07620	0.47132	0	906	sRNARFTarget
gcvb	pm_rs06565	0.47131	0	907	sRNARFTarget
gcvb	pm_rs04975	0.4713	0	908	sRNARFTarget
gcvb	pm_rs03365	0.47129	0	909	sRNARFTarget
gcvb	pm_rs02605	0.47128	0	910	sRNARFTarget
gcvb	pm_rs00505	0.47127	0	911	sRNARFTarget
gcvb	pm_rs07410	0.47125	0	912	sRNARFTarget
gcvb	clpx	0.47124	0	913	sRNARFTarget
gcvb	pm_rs03725	0.47124	0	914	sRNARFTarget
gcvb	pm_rs07030	0.4712	0	915	sRNARFTarget
