sRNA	mRNA	RF_Score	Class
isar1	sll1734	0.5589	0
isar1	slr1022	0.55888	0
isar1	slr1511	0.55886	0
isar1	sll0503	0.55885	0
isar1	slr0581	0.55884	0
isar1	sll1501	0.55883	0
isar1	sll0934	0.55882	0
isar1	sll1089	0.55882	0
isar1	sll0488	0.55881	0
isar1	sll0762	0.55881	0
isar1	sll1041	0.55877	0
isar1	slr1914	0.55877	0
psrr1	sll0982	0.55877	0
isar1	sll1550	0.55876	0
isar1	slr1226	0.55876	0
isar1	sll0184	0.55875	0
isar1	sll1362	0.55875	0
isar1	sll1608	0.55875	0
isar1	slr1934	0.55872	0
psrr1	slr1096	0.55872	0
isar1	sll1958	0.55871	0
isar1	sll1367	0.55869	0
isar1	sll1099	0.55863	0
isar1	sll1336	0.55863	0
isar1	sll1764	0.55861	0
isar1	sll0585	0.55857	0
isar1	slr1881	0.55855	0
isar1	slr1113	0.55854	0
psrr1	slr1140	0.55851	0
isar1	slr1809	0.55848	0
isar1	slr1177	0.55846	0
isar1	sll1267	0.55843	0
isar1	slr0731	0.55842	0
isar1	sll1545	0.55841	0
psrr1	slr0919	0.5584	0
isar1	sll0564	0.55836	0
isar1	slr0652	0.55836	0
isar1	sll0533	0.55834	0
psrr1	sll0141	0.55834	0
isar1	sll0180	0.55833	0
psrr1	sll0385	0.55832	0
isar1	sll0336	0.55829	0
isar1	slr1739	0.55829	0
psrr1	sll1253	0.55829	0
isar1	sll0587	0.55828	0
isar1	sll1626	0.55827	0
isar1	slr2089	0.55827	0
isar1	sll0048	0.55825	0
isar1	sll0450	0.55823	0
isar1	slr0436	0.55823	0
isar1	slr0115	0.55822	0
psrr1	sll0602	0.55822	0
isar1	sll0573	0.55819	0
isar1	slr0443	0.55819	0
psrr1	sll0895	0.55819	0
isar1	sll0016	0.55816	0
psrr1	sll1865	0.55816	0
isar1	sll0040	0.55812	0
isar1	slr1827	0.55812	0
isar1	sll0785	0.5581	0
isar1	slr1998	0.5581	0
isar1	sll1184	0.55809	0
isar1	sll0479	0.55806	0
psrr1	sll0169	0.55804	0
isar1	sll0594	0.55801	0
psrr1	sll0576	0.55798	0
psrr1	sll1512	0.55798	0
isar1	slr0589	0.55797	0
isar1	sll0269	0.55795	0
isar1	sll0507	0.55793	0
isar1	sll1639	0.55793	0
psrr1	sll1872	0.55792	0
isar1	slr0454	0.5579	0
isar1	slr1085	0.5579	0
isar1	slr1306	0.55788	0
psrr1	ssl0750	0.55786	0
isar1	sll0860	0.55781	0
isar1	sll2012	0.55781	0
isar1	slr0600	0.55781	0
isar1	sll1218	0.5578	0
isar1	slr1265	0.5578	0
isar1	slr0872	0.55778	0
isar1	sll0095	0.55775	0
isar1	sll1662	0.55775	0
isar1	slr1520	0.55775	0
psrr1	sll0585	0.55775	0
isar1	sll0281	0.55774	0
psrr1	slr2005	0.55774	0
isar1	sll0045	0.55771	0
isar1	slr0638	0.55771	0
psrr1	slr1476	0.55769	0
isar1	sll1393	0.55768	0
isar1	slr1494	0.55768	0
isar1	sll0763	0.55767	0
isar1	slr1034	0.55766	0
isar1	slr0984	0.55764	0
isar1	slr0199	0.55763	0
isar1	sll1078	0.55761	0
isar1	sll1625	0.55761	0
psrr1	slr0887	0.55761	0
isar1	sll0179	0.5576	0
isar1	sll1249	0.55759	0
isar1	sll0245	0.55752	0
psrr1	sll1905	0.55751	0
isar1	sll0818	0.5575	0
isar1	slr1537	0.5575	0
psrr1	sll0370	0.5575	0
isar1	sll0270	0.55749	0
psrr1	slr1729	0.55747	0
isar1	sll1665	0.55745	0
isar1	sll0672	0.55744	0
isar1	sll1555	0.55744	0
psrr1	slr0689	0.55744	0
isar1	ssl1464	0.55742	0
isar1	sll0597	0.5574	0
isar1	slr2059	0.5574	0
psrr1	sll1980	0.5574	0
isar1	sll1864	0.55738	0
psrr1	sll1118	0.55738	0
isar1	sll0855	0.55734	0
isar1	sll1592	0.55734	0
psrr1	sll0189	0.55733	0
isar1	sll0867	0.55732	0
isar1	sll0216	0.55729	0
isar1	slr1233	0.55725	0
psrr1	slr1459	0.55725	0
isar1	slr1884	0.55724	0
isar1	slr0926	0.55721	0
isar1	sll0738	0.5572	0
isar1	sll1682	0.5572	0
isar1	slr0722	0.55718	0
isar1	sll1722	0.55717	0
isar1	slr0877	0.55717	0
isar1	slr1835	0.55713	0
isar1	slr2094	0.55713	0
psrr1	sll1296	0.55713	0
isar1	sll1432	0.55712	0
isar1	slr1463	0.55712	0
isar1	slr1652	0.55711	0
psrr1	sll1789	0.55711	0
psrr1	sll1121	0.5571	0
psrr1	slr1265	0.5571	0
isar1	sll0862	0.55708	0
isar1	sll1717	0.55708	0
psrr1	slr0612	0.55707	0
isar1	slr0746	0.55701	0
isar1	slr0994	0.557	0
isar1	slr0011	0.55697	0
isar1	slr1149	0.55695	0
isar1	sll1621	0.55694	0
isar1	ssr2087	0.55692	0
isar1	sll0166	0.5569	0
psrr1	slr0355	0.5569	0
isar1	slr1799	0.55689	0
psrr1	sll0998	0.55689	0
psrr1	slr0752	0.55685	0
isar1	slr1324	0.55681	0
psrr1	sll1533	0.55681	0
isar1	sll1181	0.55676	0
isar1	sll1001	0.55675	0
psrr1	slr0038	0.55675	0
isar1	sll1275	0.55674	0
psrr1	slr2001	0.55674	0
psrr1	sll0587	0.5567	0
isar1	ssl0410	0.55669	0
isar1	sll1053	0.55668	0
isar1	sll1166	0.55668	0
isar1	sll2005	0.55666	0
isar1	slr1501	0.55666	0
isar1	sll1815	0.55665	0
isar1	sll0228	0.55664	0
isar1	sll1454	0.55664	0
isar1	sll1119	0.55663	0
isar1	sll1557	0.55663	0
isar1	slr0185	0.55662	0
isar1	sll0473	0.5566	0
isar1	sll0372	0.55657	0
psrr1	sll1934	0.55657	0
isar1	slr0659	0.55655	0
isar1	slr0801	0.55653	0
isar1	slr1878	0.55653	0
psrr1	slr0975	0.55652	0
isar1	sll1697	0.55651	0
isar1	sll0534	0.5565	0
isar1	slr0604	0.5565	0
isar1	slr1431	0.5565	0
isar1	sll0274	0.55649	0
isar1	slr0657	0.55649	0
isar1	sll1018	0.55648	0
isar1	sll1270	0.55641	0
isar1	slr0878	0.5564	0
psrr1	slr0884	0.55636	0
psrr1	slr1608	0.55636	0
psrr1	slr1493	0.55635	0
psrr1	ssl0707	0.55633	0
psrr1	sll0467	0.55628	0
isar1	slr0707	0.55626	0
isar1	sll0750	0.55625	0
isar1	sll1327	0.55621	0
psrr1	slr1235	0.55621	0
psrr1	ssr2972	0.55619	0
isar1	sll0848	0.55617	0
isar1	sll1221	0.55615	0
isar1	slr0765	0.55609	0
psrr1	sll1758	0.55608	0
isar1	slr0640	0.55607	0
isar1	sll0260	0.55606	0
isar1	sll0005	0.55603	0
isar1	slr0220	0.55603	0
isar1	slr0682	0.55603	0
isar1	slr0827	0.55603	0
psrr1	sll0422	0.55602	0
isar1	sll0306	0.55601	0
isar1	slr0039	0.55601	0
isar1	slr0605	0.556	0
isar1	sll1898	0.55597	0
isar1	slr1656	0.55596	0
psrr1	slr0886	0.55596	0
isar1	sll0802	0.55594	0
psrr1	sll0544	0.55591	0
isar1	sll1304	0.55582	0
isar1	sll0042	0.5558	0
isar1	slr0079	0.5558	0
isar1	sll1680	0.55579	0
psrr1	slr1772	0.55578	0
isar1	slr0517	0.55576	0
isar1	slr1410	0.55576	0
isar1	slr1918	0.55574	0
isar1	slr0514	0.5557	0
isar1	sll0376	0.55568	0
isar1	sll0230	0.55567	0
isar1	sll1160	0.55566	0
isar1	slr1819	0.55565	0
isar1	slr1970	0.55564	0
isar1	ssl3712	0.55564	0
isar1	slr1102	0.55563	0
isar1	slr0312	0.55562	0
isar1	slr0439	0.55562	0
psrr1	slr0237	0.55562	0
psrr1	slr1087	0.55562	0
isar1	sll0739	0.5556	0
isar1	slr1968	0.5556	0
isar1	slr1363	0.55558	0
psrr1	slr2130	0.55558	0
isar1	sll0320	0.55557	0
isar1	sll1917	0.55557	0
psrr1	sll1213	0.55557	0
isar1	slr1828	0.55556	0
isar1	slr0073	0.55554	0
isar1	sll0085	0.55552	0
isar1	slr0193	0.55552	0
isar1	sll1784	0.55544	0
isar1	slr1413	0.55541	0
psrr1	sll1942	0.55541	0
isar1	ssr3451	0.5554	1
isar1	slr1176	0.55536	0
isar1	slr0058	0.55535	0
isar1	ssr2781	0.55535	0
isar1	sll1084	0.55532	0
isar1	slr0387	0.5553	0
psrr1	sll1614	0.55528	0
isar1	slr0730	0.55526	0
isar1	slr0147	0.55525	0
isar1	sll1201	0.55523	0
isar1	slr0854	0.55523	0
isar1	sll0625	0.55522	0
psrr1	slr0954	0.55518	0
isar1	sll1671	0.55516	0
isar1	slr0036	0.55513	0
isar1	slr0384	0.55512	0
isar1	slr1415	0.55512	0
isar1	slr1990	0.55512	0
isar1	sll1011	0.55511	0
psrr1	sll0245	0.55511	0
isar1	slr0851	0.55507	0
isar1	sll0912	0.55502	0
isar1	slr1540	0.555	0
isar1	ssl1707	0.55498	0
isar1	sll1499	0.55491	0
isar1	slr0597	0.55491	0
isar1	sll0744	0.5549	0
isar1	slr1234	0.5549	0
isar1	slr0144	0.55489	0
isar1	sll1508	0.55487	0
isar1	slr1549	0.55487	0
isar1	slr0451	0.55486	0
isar1	sll0267	0.55485	0
isar1	slr0976	0.55485	0
isar1	slr0615	0.55484	0
isar1	sll1957	0.55482	0
isar1	slr1563	0.55482	0
isar1	slr1857	0.55482	0
isar1	slr2049	0.55482	0
psrr1	slr1648	0.55482	0
psrr1	slr1472	0.55475	0
isar1	slr1136	0.55474	0
isar1	slr1195	0.55474	0
psrr1	sll0289	0.55474	0
psrr1	sll1461	0.55474	0
isar1	sll0284	0.55473	0
isar1	slr0626	0.55473	0
isar1	slr0786	0.55467	0
psrr1	slr0526	0.55466	0
isar1	sll0135	0.55463	0
isar1	slr0044	0.55463	0
isar1	sll0660	0.55462	0
psrr1	slr1907	0.55462	0
isar1	slr0196	0.55461	0
isar1	slr0019	0.55458	0
isar1	sll0406	0.55457	0
isar1	sll1464	0.55457	0
isar1	sll0160	0.55453	0
psrr1	slr1109	0.55453	0
isar1	sll1495	0.55451	0
isar1	slr0616	0.5545	0
isar1	slr0898	0.55447	0
isar1	slr1078	0.55447	0
isar1	slr0077	0.55446	1
isar1	slr0925	0.55446	0
isar1	slr1533	0.55444	0
isar1	sll0792	0.55442	0
isar1	sll1861	0.5544	0
isar1	slr0822	0.5544	0
isar1	slr0049	0.55437	0
isar1	slr0990	0.55437	0
isar1	slr1550	0.55437	0
isar1	sll0451	0.55435	0
isar1	sll1342	0.55435	0
isar1	sll0175	0.55434	0
psrr1	sll1932	0.55434	0
isar1	sll0226	0.55433	0
isar1	slr2123	0.55433	0
isar1	slr2131	0.55432	0
psrr1	sll0325	0.5543	0
isar1	slr2001	0.55429	0
isar1	sll1435	0.55428	0
isar1	sll0289	0.55427	0
isar1	slr1536	0.55427	0
isar1	sll1106	0.55426	0
isar1	slr0350	0.55424	0
isar1	slr1885	0.55423	0
isar1	ssr2047	0.55421	0
psrr1	slr1218	0.55418	0
isar1	sll1142	0.5541	0
psrr1	slr0719	0.55407	0
isar1	sll0798	0.55406	0
isar1	sll1486	0.55406	0
isar1	slr1451	0.55406	0
isar1	sll0832	0.55403	0
isar1	slr0782	0.55398	0
psrr1	sll1325	0.55398	0
isar1	slr1384	0.55397	0
isar1	sll0992	0.55396	0
isar1	sll0925	0.55394	0
isar1	slr0656	0.55393	0
isar1	slr1660	0.55392	0
isar1	slr0328	0.55391	0
isar1	slr1972	0.55391	0
isar1	ssl3291	0.55391	0
psrr1	sll1579	0.55391	0
isar1	sll0385	0.55389	0
isar1	slr1117	0.55389	0
isar1	sll0174	0.55387	0
isar1	sll1340	0.55387	0
isar1	sll0312	0.55386	0
isar1	slr0611	0.55383	0
psrr1	sll0067	0.55381	0
isar1	slr1165	0.55379	0
psrr1	slr1295	0.55379	0
isar1	slr1365	0.55378	0
isar1	slr0401	0.55377	0
psrr1	slr1710	0.55375	0
isar1	slr0670	0.55373	0
isar1	slr1721	0.55372	0
isar1	sll1749	0.5537	0
isar1	sll1415	0.55368	0
isar1	sll0844	0.55367	0
isar1	slr1594	0.55365	0
psrr1	slr1855	0.55363	0
isar1	sll1730	0.55362	0
isar1	slr0252	0.55356	0
psrr1	slr0143	0.55356	0
psrr1	slr0469	0.55356	0
isar1	slr0040	0.55354	0
isar1	slr0796	0.55353	0
isar1	slr1874	0.55353	0
isar1	sll1366	0.55352	0
isar1	slr1023	0.55351	0
psrr1	ssr3410	0.55351	0
isar1	sll1538	0.55349	0
psrr1	slr1329	0.55348	0
psrr1	slr1122	0.55347	0
isar1	sll1228	0.55345	0
isar1	sll1322	0.55343	0
isar1	sll1716	0.55342	0
isar1	slr2018	0.55342	0
isar1	slr0793	0.55341	0
isar1	sll0789	0.55338	0
isar1	slr0556	0.55338	0
isar1	slr0703	0.55337	0
psrr1	slr0387	0.55337	0
psrr1	slr0014	0.55336	0
isar1	sll0157	0.55334	0
isar1	sll0360	0.55334	0
psrr1	slr0434	0.5533	0
isar1	slr1538	0.55329	0
isar1	sll0148	0.55327	0
isar1	sll1163	0.55326	0
isar1	slr0895	0.55326	0
isar1	slr1269	0.55326	0
isar1	slr1105	0.55323	0
isar1	slr1720	0.55322	0
isar1	slr1207	0.55321	0
psrr1	slr0345	0.55317	0
isar1	sll1232	0.55311	0
isar1	slr1094	0.55311	0
isar1	slr0292	0.5531	0
isar1	slr1608	0.55309	0
isar1	slr1206	0.55306	0
psrr1	slr0793	0.55306	0
isar1	sll1959	0.55302	0
psrr1	sll0420	0.55302	0
isar1	slr0529	0.55301	0
isar1	slr0689	0.55301	0
isar1	slr1350	0.553	0
isar1	sll0901	0.55299	0
isar1	sll0002	0.55298	0
isar1	sll1925	0.55298	0
isar1	sll1297	0.55297	0
psrr1	slr0708	0.55297	0
isar1	sll0163	0.55296	0
isar1	slr1509	0.55292	0
psrr1	sll0413	0.55291	0
isar1	slr1531	0.5529	0
isar1	sll0809	0.55289	0
isar1	slr1295	0.55289	0
isar1	slr1503	0.55287	0
isar1	sll0419	0.55284	0
isar1	sll1039	0.55282	0
psrr1	slr1545	0.55282	0
isar1	sll1226	0.55281	0
isar1	sll1253	0.55281	0
isar1	sll0057	0.55279	0
isar1	sll0938	0.55279	0
isar1	sll1282	0.55278	0
psrr1	slr0845	0.55276	0
psrr1	slr1856	0.55276	0
psrr1	sll1380	0.55274	0
isar1	sll0170	0.55273	0
isar1	sll1598	0.55268	0
isar1	slr1423	0.55268	0
isar1	sll1112	0.55259	0
isar1	sll1786	0.55257	0
isar1	sll0017	0.55256	0
isar1	sll0280	0.55256	0
isar1	slr0966	0.55256	0
isar1	slr0492	0.55253	0
isar1	slr2072	0.55251	0
isar1	sll1883	0.5525	0
isar1	sll1655	0.55248	0
isar1	sll0467	0.55246	0
isar1	slr1238	0.55245	0
psrr1	sll0934	0.55243	0
isar1	slr0806	0.55241	0
isar1	slr1020	0.5524	0
isar1	sll1213	0.55235	0
isar1	slr1248	0.5523	0
psrr1	slr0744	0.5523	0
isar1	ssl1972	0.55227	0
isar1	sll1189	0.55225	0
psrr1	sll0726	0.55225	0
isar1	sll1673	0.55224	0
isar1	slr1646	0.55224	0
isar1	slr1567	0.55221	0
isar1	sll0068	0.5522	0
isar1	sll0711	0.5522	0
isar1	slr0983	0.55219	0
isar1	sll0829	0.55218	0
isar1	sll1461	0.55218	0
isar1	sll1825	0.55218	0
isar1	sll0676	0.55217	0
psrr1	sll1598	0.55217	0
isar1	slr0262	0.55213	0
isar1	sll1321	0.55212	0
isar1	slr0050	0.55212	0
isar1	slr1795	0.55212	0
isar1	slr0818	0.55209	0
isar1	sll0461	0.55206	0
psrr1	sll1482	0.55204	0
isar1	sll0542	0.55202	0
psrr1	slr0394	0.55202	0
isar1	slr0625	0.55201	0
psrr1	slr0095	0.55201	0
psrr1	slr0635	0.55201	0
isar1	sll1021	0.552	0
isar1	sll1927	0.55199	0
isar1	sll1356	0.55196	0
isar1	sll1388	0.55196	0
isar1	ssr3410	0.55195	0
isar1	sll1370	0.55188	0
isar1	slr1888	0.55188	0
isar1	slr1895	0.55187	0
isar1	slr2002	0.55185	0
isar1	sll0732	0.55183	0
isar1	slr0217	0.55182	0
psrr1	slr1263	0.55182	0
isar1	sll1937	0.55181	0
psrr1	sll1019	0.5518	0
psrr1	slr0711	0.55178	0
isar1	slr2099	0.55175	0
isar1	sll0640	0.55174	0
isar1	slr0591	0.55174	0
isar1	slr0940	0.55171	0
isar1	sll1491	0.55169	0
isar1	slr1366	0.55169	0
psrr1	slr1428	0.55169	0
isar1	slr0321	0.55168	0
isar1	sll1530	0.55167	0
isar1	slr1510	0.55166	0
isar1	sll1424	0.55163	0
psrr1	sll1553	0.55163	0
isar1	slr1096	0.55162	0
psrr1	sll0461	0.55162	0
psrr1	slr0455	0.55161	0
isar1	slr2058	0.5516	0
isar1	sll0735	0.55159	0
psrr1	sll1277	0.55159	0
isar1	sll0998	0.55158	0
isar1	sll1333	0.55158	0
psrr1	sll1979	0.55157	0
isar1	slr1122	0.55155	0
isar1	slr1258	0.55155	0
isar1	slr1957	0.55154	0
isar1	sll1498	0.5515	0
psrr1	sll0381	0.5515	0
psrr1	slr0679	0.5515	0
isar1	sll0501	0.55149	0
isar1	sll1135	0.55147	0
psrr1	sll1633	0.55146	0
isar1	slr0527	0.55145	0
isar1	slr0265	0.55144	0
isar1	slr0229	0.55142	0
psrr1	ssr2831	0.55141	0
isar1	sll1772	0.5514	0
isar1	slr1028	0.5514	0
isar1	slr0381	0.55139	0
isar1	sll0944	0.55137	0
isar1	slr1689	0.55137	0
isar1	sll1736	0.55135	0
isar1	sll0756	0.55134	0
isar1	sll0062	0.55132	0
isar1	slr1507	0.55132	0
isar1	sll0268	0.55131	0
isar1	sll1885	0.55129	0
psrr1	sll1082	0.55122	0
isar1	sll1791	0.55121	0
isar1	sll1427	0.55117	0
isar1	slr1349	0.55114	0
isar1	slr0301	0.55113	0
isar1	slr0438	0.55113	0
psrr1	slr1795	0.55113	0
isar1	sll0100	0.55112	0
isar1	slr0697	0.55112	0
isar1	sll0194	0.55111	0
isar1	sll1866	0.5511	0
isar1	slr0937	0.5511	0
psrr1	sll1821	0.5511	0
isar1	sll1182	0.55109	0
isar1	sll2002	0.55107	0
psrr1	slr2105	0.55107	0
isar1	sll1086	0.55106	0
isar1	slr1560	0.55104	0
isar1	sll1758	0.55103	0
isar1	sll1500	0.55102	0
isar1	slr2047	0.55097	0
psrr1	sll1327	0.55097	0
isar1	slr1125	0.55096	0
isar1	sll1913	0.55095	0
isar1	slr0251	0.55095	0
isar1	sll0053	0.55094	0
isar1	sll0474	0.55093	0
isar1	slr0318	0.55093	0
isar1	sll1507	0.55089	0
isar1	sll1924	0.55088	0
isar1	slr0733	0.55087	0
psrr1	sll1594	0.55087	0
isar1	sll0221	0.55083	0
isar1	slr1645	0.55083	0
psrr1	sll1708	0.55083	0
psrr1	slr0659	0.55083	0
isar1	ssl2781	0.55081	0
psrr1	sll1021	0.55076	0
isar1	slr0444	0.55074	0
isar1	slr1123	0.55073	0
isar1	slr1343	0.55073	0
isar1	slr0985	0.55069	0
isar1	slr0841	0.55068	0
isar1	sll1744	0.55067	0
isar1	sll0927	0.55066	0
isar1	sll1869	0.55066	0
psrr1	slr0076	0.55065	0
isar1	sll1710	0.55063	0
isar1	sll1263	0.55062	0
psrr1	sll1801	0.55061	0
isar1	sll0684	0.5506	0
isar1	sll0039	0.55059	0
isar1	sll1961	0.55057	0
isar1	sll0486	0.55055	0
isar1	slr1137	0.55055	0
isar1	sll1873	0.55053	0
isar1	slr0687	0.55053	0
isar1	slr0293	0.55052	0
isar1	ssl2823	0.55052	0
isar1	sll1194	0.55051	0
isar1	sll0630	0.55049	0
isar1	slr0523	0.55047	0
isar1	slr0723	0.55047	0
isar1	slr0388	0.55046	0
isar1	sll1524	0.55045	0
isar1	slr1793	0.55045	0
isar1	sll0520	0.55044	0
psrr1	slr0197	0.55043	0
isar1	slr1287	0.55042	0
psrr1	sll0044	0.55042	0
isar1	slr1478	0.55041	0
isar1	sll1468	0.5504	0
isar1	slr1491	0.5504	0
isar1	slr0081	0.55039	0
isar1	slr0269	0.55036	0
isar1	slr1351	0.55036	0
isar1	sll1931	0.55035	0
psrr1	sll1282	0.55031	0
psrr1	slr1644	0.5503	0
isar1	sll1004	0.55028	0
isar1	slr0569	0.55027	0
isar1	sll0834	0.55026	0
isar1	slr1943	0.55026	0
isar1	slr0876	0.55025	0
isar1	slr1185	0.55023	0
isar1	sll0404	0.55022	0
isar1	sll0350	0.55019	0
isar1	sll1037	0.55019	0
isar1	slr2000	0.55019	0
isar1	slr0534	0.55013	0
isar1	sll1359	0.55012	0
isar1	slr1044	0.55012	0
isar1	slr2079	0.5501	0
isar1	slr0922	0.55009	0
psrr1	slr0918	0.55009	0
isar1	sll1484	0.55008	0
psrr1	sll0051	0.55007	0
isar1	slr0407	0.55004	0
psrr1	sll1091	0.55003	0
isar1	sll0257	0.55002	0
isar1	sll1453	0.55	0
isar1	ssl0242	0.54999	0
isar1	slr2121	0.54997	0
isar1	slr1681	0.54994	0
isar1	sll0266	0.54993	0
psrr1	sll0644	0.54993	0
psrr1	slr0193	0.54993	0
isar1	slr1657	0.54992	0
isar1	slr1923	0.54992	0
psrr1	sll0427	0.54991	0
isar1	sll0615	0.54988	0
isar1	slr1746	0.54987	0
isar1	slr0863	0.54986	0
isar1	sll0379	0.54985	0
isar1	slr0779	0.54985	0
psrr1	slr1198	0.54981	0
isar1	slr1368	0.54978	0
isar1	sll0996	0.54977	0
psrr1	slr1270	0.54977	0
isar1	sll0519	0.54975	0
isar1	sll1868	0.54973	0
psrr1	slr0751	0.5497	0
isar1	slr1235	0.54965	0
psrr1	sll1488	0.54963	0
isar1	sll0797	0.54962	0
psrr1	sll0486	0.54962	0
isar1	sll1558	0.54961	0
isar1	sll1892	0.54961	0
isar1	slr1679	0.54961	0
isar1	slr2016	0.54961	0
isar1	sll0638	0.5496	0
isar1	slr1364	0.5496	0
isar1	sll1365	0.54959	0
psrr1	sll0368	0.54959	0
isar1	sll0412	0.54956	0
isar1	slr1214	0.54956	0
isar1	sll1080	0.54952	0
psrr1	slr0692	0.54951	0
isar1	sll1542	0.5495	0
psrr1	sll0098	0.54948	0
psrr1	slr1755	0.54948	0
isar1	sll0183	0.54947	0
isar1	sll0172	0.54946	0
isar1	slr1677	0.54946	0
psrr1	slr0876	0.54946	0
isar1	sll0381	0.54945	0
psrr1	ssl2153	0.54945	0
isar1	sll0084	0.54943	0
isar1	slr1331	0.5494	0
psrr1	sll0414	0.54939	0
isar1	slr1201	0.54938	0
isar1	sll0861	0.54936	0
isar1	slr0064	0.5493	0
psrr1	sll0766	0.5493	0
isar1	sll0455	0.54929	0
isar1	sll0364	0.54922	0
isar1	sll0362	0.5492	0
isar1	slr0635	0.5492	0
isar1	sll1750	0.54915	0
isar1	slr2102	0.54915	0
isar1	slr1666	0.54914	0
isar1	slr1411	0.54913	0
isar1	slr1529	0.54913	0
isar1	slr2019	0.5491	0
isar1	sll0576	0.54908	0
isar1	slr0929	0.54908	0
psrr1	sll1581	0.54905	0
psrr1	slr1330	0.54904	0
isar1	sll1571	0.54902	0
isar1	slr1670	0.54902	0
isar1	sll0198	0.54898	0
isar1	sll1556	0.54897	0
isar1	slr0420	0.54895	0
isar1	ssl3044	0.54895	0
isar1	sll0646	0.54889	0
psrr1	sll1032	0.54889	0
isar1	sll1233	0.54888	0
psrr1	slr2030	0.54888	0
isar1	sll0902	0.54887	0
isar1	slr1927	0.54887	0
isar1	sll1470	0.54886	0
isar1	sll0753	0.54885	0
isar1	sll1170	0.54879	0
isar1	slr1300	0.54879	0
isar1	sll0146	0.54877	0
isar1	sll1766	0.54877	0
isar1	slr0958	0.54876	0
isar1	slr1299	0.54876	0
isar1	slr1592	0.54875	0
isar1	sll0688	0.54871	0
isar1	sll0109	0.54869	0
isar1	slr0881	0.54866	0
psrr1	sll1234	0.54866	0
isar1	sll1063	0.54865	0
isar1	sll1289	0.54865	0
psrr1	ssl3379	0.54865	0
isar1	slr0526	0.54863	0
isar1	ssr1600	0.54863	0
isar1	slr0479	0.54862	0
isar1	slr1203	0.54862	0
isar1	sll0496	0.54861	0
isar1	slr1949	0.54861	0
isar1	sll1945	0.5486	0
isar1	sll0060	0.54859	0
isar1	sll1354	0.54859	0
isar1	sll0462	0.54858	0
isar1	slr0320	0.54858	0
psrr1	slr1415	0.54857	0
psrr1	sll0661	0.54856	0
isar1	slr0164	0.54854	0
isar1	slr1886	0.54853	0
isar1	sll0778	0.54851	0
isar1	ssr0102	0.54848	0
isar1	slr0042	0.54847	0
isar1	slr0061	0.54847	0
isar1	slr1318	0.54847	0
isar1	sll0900	0.54846	0
isar1	sll0788	0.54845	0
isar1	slr1818	0.54845	0
isar1	slr1958	0.54843	0
isar1	sll1692	0.54842	0
isar1	slr0505	0.54841	0
isar1	slr1167	0.54839	0
isar1	slr0074	0.54838	1
psrr1	sll1370	0.54837	0
psrr1	slr2088	0.54837	0
psrr1	slr0654	0.54836	0
isar1	sll1344	0.54835	0
psrr1	slr1176	0.54835	0
isar1	sll2008	0.54834	0
isar1	slr1622	0.54833	0
psrr1	slr1105	0.54833	0
isar1	sll0752	0.54832	0
isar1	slr1734	0.54832	0
isar1	sll0485	0.54828	0
isar1	sll0631	0.54828	0
isar1	slr0400	0.54828	0
psrr1	slr1331	0.54828	0
isar1	sll0423	0.54827	0
psrr1	slr0818	0.54827	0
isar1	slr0118	0.54826	0
psrr1	slr0479	0.54826	0
isar1	slr0033	0.54825	0
psrr1	sll1632	0.54821	0
isar1	sll0446	0.54819	0
isar1	sll0811	0.54819	0
psrr1	slr1994	0.54818	0
isar1	sll1350	0.54816	0
isar1	sll1929	0.54814	0
isar1	slr2082	0.54814	0
isar1	ssl2667	0.54814	0
isar1	sll1774	0.54813	0
isar1	sll1773	0.54812	0
isar1	sll1158	0.54809	0
isar1	sll0012	0.54808	0
isar1	sll0677	0.54808	0
isar1	sll1860	0.54808	0
isar1	sll1285	0.54807	0
isar1	slr0528	0.54807	0
isar1	slr2060	0.54807	0
isar1	slr0712	0.54806	0
isar1	slr0758	0.54806	0
psrr1	slr0559	0.54806	0
isar1	slr1882	0.54805	0
isar1	slr1127	0.54804	0
isar1	slr1164	0.54803	0
psrr1	sll0844	0.54799	0
isar1	sll0422	0.54797	0
isar1	slr0448	0.54797	0
isar1	slr1710	0.54797	0
isar1	slr1083	0.54796	0
isar1	sll0897	0.54795	0
isar1	slr1205	0.54795	0
isar1	slr1644	0.54795	0
isar1	sll2011	0.54794	0
psrr1	slr0186	0.54794	0
isar1	slr1705	0.54793	0
psrr1	slr0737	0.54793	0
psrr1	sll0145	0.54792	0
isar1	slr1334	0.54791	0
psrr1	slr0251	0.54789	0
isar1	sll0932	0.54787	0
isar1	slr1944	0.54787	0
psrr1	slr1719	0.54787	0
psrr1	smr0010	0.54784	0
isar1	slr2144	0.54783	0
isar1	sll1609	0.54782	0
isar1	slr0016	0.54782	0
isar1	slr1420	0.54781	0
isar1	sll1675	0.54778	0
psrr1	sll0630	0.54778	0
isar1	slr0394	0.54775	0
isar1	slr0051	0.54774	0
isar1	sll1660	0.54772	0
psrr1	slr2103	0.54772	0
isar1	sll1096	0.54771	0
psrr1	slr0554	0.54771	0
isar1	slr0239	0.5477	0
isar1	slr1920	0.5477	0
isar1	slr1223	0.54769	0
isar1	slr1722	0.54768	0
isar1	slr0435	0.54767	0
isar1	slr0665	0.54767	1
isar1	sll0314	0.54764	0
isar1	slr1173	0.54764	0
isar1	slr0807	0.54763	0
isar1	sll0220	0.54762	0
