sRNA	mRNA	Score	Class
isar1	slr0902	0.98479	0
isar1	slr1414	0.98476	0
isar1	sll1757	0.98469	0
psrr1	slr0474	0.98466	0
psrr1	sll1811	0.98462	0
isar1	slr0327	0.98459	0
isar1	slr0947	0.98459	0
psrr1	sll0676	0.98458	0
psrr1	slr0771	0.98458	0
isar1	slr1542	0.98452	0
isar1	sll1890	0.98449	0
psrr1	sll1687	0.98447	0
psrr1	slr2023	0.98441	0
isar1	slr1134	0.9844	0
isar1	slr1719	0.98439	0
isar1	sll0616	0.98436	0
isar1	slr1541	0.98435	0
psrr1	sll0721	0.98435	0
isar1	slr1844	0.98431	0
isar1	ssl2148	0.98431	0
isar1	slr1704	0.98426	0
isar1	sll0107	0.98425	0
isar1	slr0606	0.9842	0
isar1	sll0241	0.98413	0
psrr1	slr0528	0.98411	0
psrr1	slr0480	0.98409	0
psrr1	sll0945	0.984	0
isar1	ssr2078	0.98398	0
isar1	sll0749	0.98393	0
isar1	sll0145	0.98392	0
isar1	sll0888	0.98389	0
isar1	sll0877	0.98387	0
psrr1	sll1804	0.98387	0
isar1	sll1242	0.98386	0
isar1	sll0984	0.98384	0
isar1	sll1366	0.98384	0
isar1	slr0925	0.98384	0
isar1	slr1875	0.98382	0
isar1	sll0550	0.98381	0
isar1	slr0782	0.98381	0
isar1	sll0936	0.9838	0
isar1	slr1843	0.98377	0
isar1	slr0630	0.98376	0
psrr1	slr0889	0.98373	0
isar1	slr0969	0.98371	0
isar1	slr0483	0.98365	0
psrr1	sll1226	0.98362	0
isar1	slr1243	0.98361	0
psrr1	slr1515	0.98356	0
isar1	sll0469	0.98352	0
isar1	slr1837	0.98343	0
isar1	slr1211	0.98342	0
isar1	slr1820	0.98339	0
psrr1	slr1708	0.98335	0
isar1	sml0004	0.98333	0
isar1	slr0743	0.98331	0
isar1	slr1423	0.98325	0
isar1	slr1263	0.98319	0
isar1	sll1675	0.98317	0
isar1	sll1611	0.98316	0
isar1	slr1530	0.98315	0
isar1	sll1151	0.98312	0
isar1	slr1882	0.98311	0
isar1	slr0163	0.98308	0
isar1	slr2107	0.983	0
isar1	sll0813	0.98299	0
isar1	slr2019	0.98296	0
psrr1	ssr1375	0.98296	0
isar1	sll2012	0.98295	0
isar1	slr0723	0.98295	0
psrr1	slr2136	0.98295	0
psrr1	sll0296	0.98292	0
isar1	sll0168	0.9829	0
isar1	sll0597	0.98287	0
psrr1	slr1779	0.9828	0
isar1	sll1542	0.98275	0
psrr1	sll1579	0.98274	0
isar1	sll0268	0.98273	0
isar1	sll1160	0.98273	0
isar1	slr1513	0.9827	0
isar1	sll0269	0.98267	0
isar1	slr1980	0.98264	0
isar1	slr0700	0.9826	0
psrr1	ssr1155	0.98259	0
isar1	sll1895	0.98256	0
psrr1	sll0162	0.98251	0
psrr1	slr1762	0.98244	0
isar1	smr0003	0.98243	0
psrr1	sll1625	0.9824	0
isar1	smr0009	0.98239	0
isar1	slr2008	0.98237	0
isar1	sll0779	0.98232	0
isar1	slr1324	0.98232	0
isar1	slr0542	0.98228	0
isar1	sll1079	0.98225	0
isar1	sll1224	0.9822	0
psrr1	slr0469	0.98219	0
isar1	sll1699	0.98214	0
psrr1	slr1584	0.98213	0
isar1	sll0325	0.9821	0
psrr1	sll1600	0.98204	0
isar1	sll1429	0.98197	0
isar1	sll1693	0.98196	0
psrr1	sll1234	0.98191	0
isar1	slr0610	0.98182	0
isar1	slr0810	0.98172	0
psrr1	slr1683	0.98169	0
psrr1	slr1935	0.98169	0
isar1	slr1537	0.9816	0
psrr1	sll1580	0.98153	0
psrr1	sll1688	0.98153	0
isar1	sll0408	0.98148	0
isar1	slr1395	0.98145	0
isar1	sll1524	0.98135	0
psrr1	sll0898	0.98134	0
psrr1	sll1430	0.98129	0
isar1	slr1276	0.98124	0
isar1	slr0031	0.98123	0
psrr1	sll0034	0.98121	0
isar1	sll1089	0.98119	0
psrr1	sll0374	0.98117	0
isar1	slr0546	0.98114	0
psrr1	slr0870	0.98112	0
psrr1	slr0670	0.98108	0
isar1	slr1095	0.98107	0
isar1	sll1119	0.98103	0
isar1	sll0295	0.98101	0
isar1	sll1019	0.98098	0
isar1	sll0521	0.98094	0
isar1	slr0492	0.98093	0
isar1	slr0553	0.98093	0
psrr1	slr0148	0.98093	0
isar1	sll1813	0.98091	0
isar1	slr1909	0.98085	0
psrr1	slr2026	0.98085	0
isar1	sll0833	0.98084	0
isar1	sll1418	0.9808	0
psrr1	slr2144	0.9808	0
isar1	slr1192	0.98079	0
isar1	slr0186	0.98072	0
isar1	slr1470	0.9807	0
isar1	sll0658	0.9806	0
isar1	slr0651	0.9806	0
isar1	sll1473	0.98057	0
isar1	slr0099	0.98057	0
psrr1	sll0055	0.98057	0
isar1	ssl2823	0.98055	0
isar1	sll1670	0.98052	0
isar1	sll1658	0.9805	0
isar1	slr0384	0.98048	0
isar1	slr1968	0.98045	0
isar1	ssl1326	0.98029	0
psrr1	slr2087	0.98024	0
isar1	slr1573	0.98022	0
isar1	sll0205	0.98021	0
psrr1	slr0121	0.98021	0
isar1	slr1689	0.98019	0
isar1	slr0270	0.98018	0
isar1	sll1212	0.98015	0
isar1	slr0982	0.98012	0
isar1	slr2102	0.98012	0
isar1	slr0388	0.98007	0
psrr1	slr0739	0.98007	0
psrr1	sll1740	0.98004	0
isar1	slr1149	0.98	0
psrr1	sll0877	0.97999	0
isar1	slr1379	0.97998	0
isar1	slr0883	0.97992	0
isar1	sll1220	0.97991	0
psrr1	ssr1600	0.97991	0
isar1	sll1647	0.9799	0
psrr1	slr0749	0.97984	0
psrr1	slr0416	0.97983	0
isar1	slr1827	0.97978	0
psrr1	sll0177	0.97972	0
isar1	sll1933	0.97971	0
isar1	sll1392	0.97966	0
isar1	slr1041	0.97963	0
isar1	sll0370	0.97962	0
isar1	sll0385	0.97957	0
isar1	sll1736	0.97957	0
isar1	slr2098	0.97957	0
isar1	slr2060	0.97956	0
isar1	ssl0788	0.97955	0
isar1	sll0760	0.97951	0
psrr1	smr0005	0.9795	0
psrr1	sll1377	0.97948	0
isar1	sll1742	0.97944	0
psrr1	sll0329	0.97943	0
isar1	slr0827	0.97942	0
isar1	slr1531	0.97933	0
isar1	slr1559	0.97928	0
isar1	slr1168	0.97923	0
isar1	slr1560	0.97912	0
isar1	slr1512	0.97908	0
psrr1	slr1378	0.97905	0
psrr1	slr0516	0.97898	0
psrr1	ssl0294	0.97891	0
psrr1	sll0356	0.97881	0
isar1	slr0505	0.97867	0
isar1	slr0378	0.97858	0
isar1	slr2097	0.97849	0
psrr1	sll0928	0.97849	0
isar1	slr0615	0.97844	0
isar1	slr2058	0.97841	0
psrr1	slr0552	0.97841	0
isar1	sll1832	0.97834	0
isar1	slr1162	0.97834	0
psrr1	sll0184	0.97827	0
isar1	sll0985	0.97824	0
psrr1	slr1874	0.97823	0
isar1	sll1218	0.97822	0
isar1	sll1631	0.97821	0
psrr1	slr0918	0.97821	0
psrr1	slr1572	0.97803	0
isar1	slr1755	0.97788	0
isar1	slr1977	0.97785	0
psrr1	slr1239	0.97784	0
isar1	sll0436	0.97775	0
psrr1	slr0607	0.9777	0
psrr1	slr0072	0.97766	0
isar1	slr1999	0.97753	0
psrr1	sll0867	0.97749	0
isar1	slr0121	0.97747	0
isar1	sll0315	0.97745	0
isar1	sll1899	0.97743	0
isar1	slr1448	0.97743	0
psrr1	slr0452	0.97735	0
isar1	slr1529	0.97732	0
isar1	slr1649	0.97731	0
psrr1	slr0361	0.97729	0
isar1	slr0839	0.97724	0
isar1	sll0068	0.97722	0
isar1	slr0851	0.97719	0
psrr1	slr0487	0.97713	0
isar1	slr0905	0.977	0
psrr1	sll2010	0.97697	0
psrr1	slr0362	0.97693	0
isar1	sll1236	0.97687	0
isar1	slr0557	0.97686	0
isar1	slr1139	0.97686	0
psrr1	sll0869	0.97683	0
isar1	slr1743	0.97682	0
isar1	sll2013	0.97681	0
psrr1	slr1691	0.97677	0
isar1	sll1654	0.97673	0
isar1	slr0147	0.97661	0
isar1	sll0297	0.97659	0
psrr1	slr0344	0.97646	0
isar1	sll1900	0.97645	0
isar1	ssr0102	0.9764	0
psrr1	slr0731	0.97637	0
isar1	sll1468	0.97636	0
isar1	slr0967	0.97636	0
isar1	slr1731	0.97631	0
psrr1	sll0401	0.9763	0
psrr1	sll0540	0.97625	0
isar1	slr0845	0.9762	0
isar1	slr1924	0.97613	0
isar1	sll1367	0.97612	0
isar1	sll1112	0.97607	0
isar1	sll1532	0.97606	0
isar1	sll1004	0.97602	0
isar1	slr0351	0.97597	0
psrr1	sll0876	0.97593	0
isar1	slr1020	0.97592	0
isar1	slr2141	0.97581	0
isar1	sll1011	0.97573	0
psrr1	slr1442	0.97572	0
isar1	sll1659	0.9757	0
psrr1	sll0892	0.9757	0
isar1	slr1415	0.97562	0
isar1	slr1000	0.97559	0
isar1	slr1672	0.97558	0
psrr1	sll1658	0.97544	0
psrr1	slr0116	0.97539	0
isar1	sll0420	0.97533	0
isar1	slr1022	0.97533	0
psrr1	slr0743	0.97532	0
isar1	slr1281	0.9753	0
isar1	sll1285	0.9752	0
isar1	slr2010	0.97517	0
isar1	sll1703	0.97514	0
isar1	sll1680	0.975	0
isar1	ssl1911	0.975	0
isar1	sll1600	0.97494	0
isar1	sll0489	0.97488	0
psrr1	slr0688	0.97488	0
isar1	sll0678	0.97484	0
isar1	slr0852	0.97478	0
isar1	slr1993	0.97476	0
psrr1	slr1218	0.97471	0
isar1	slr0363	0.97467	0
isar1	sll1783	0.97466	0
isar1	slr1673	0.97465	0
isar1	sll0698	0.97463	0
isar1	sll0782	0.97443	0
isar1	sll1284	0.9744	0
psrr1	slr0443	0.97439	0
isar1	ssl2982	0.97436	0
isar1	slr0588	0.97433	0
psrr1	sll1747	0.9742	0
isar1	slr2136	0.97419	0
isar1	slr0559	0.97416	0
isar1	sll1446	0.97415	0
isar1	sll0996	0.97409	0
psrr1	sll1845	0.97409	0
isar1	slr0880	0.97395	0
psrr1	ssr2194	0.97394	0
isar1	sll1323	0.97388	0
isar1	ssl3445	0.97383	0
psrr1	slr1598	0.97382	0
isar1	slr0923	0.97378	0
isar1	slr1901	0.97376	0
isar1	sll0248	0.97372	0
isar1	slr1577	0.9737	0
psrr1	slr2127	0.97366	0
isar1	slr1468	0.97364	0
psrr1	sll1079	0.97362	0
psrr1	slr1659	0.97356	0
isar1	sll0537	0.97354	0
psrr1	sll1027	0.97346	0
isar1	sll1129	0.97334	0
isar1	sll1734	0.97333	0
isar1	slr1900	0.97326	0
psrr1	sll0661	0.97323	0
psrr1	sll1193	0.97322	0
psrr1	sll0546	0.9732	0
isar1	sll1384	0.97318	0
psrr1	sll0462	0.97313	0
isar1	sll0901	0.97312	0
isar1	slr0078	0.97309	0
isar1	sll0160	0.97308	0
isar1	slr1939	0.97307	0
isar1	sll1342	0.97305	0
psrr1	slr1306	0.97305	0
psrr1	sll0499	0.97304	0
isar1	slr0149	0.97297	0
psrr1	sll0646	0.97296	0
psrr1	sll1621	0.97295	0
isar1	sll0992	0.97287	0
isar1	slr1533	0.97278	0
isar1	slr0604	0.97274	0
isar1	slr0609	0.97274	0
isar1	slr0084	0.97271	0
isar1	slr0853	0.9727	0
isar1	slr0652	0.97268	0
psrr1	sll1713	0.97264	0
isar1	sll0668	0.97263	0
isar1	slr1949	0.97262	0
isar1	slr0897	0.97259	0
isar1	ssr1499	0.97259	0
isar1	slr0293	0.97257	0
isar1	slr0073	0.97256	0
isar1	sll0737	0.97246	0
isar1	slr0758	0.97246	0
psrr1	slr0946	0.97246	0
psrr1	sll1496	0.97239	0
isar1	slr2079	0.97238	0
isar1	slr0779	0.97235	0
isar1	slr1964	0.97228	0
psrr1	sll1609	0.97216	0
psrr1	slr0556	0.97216	0
isar1	sll1005	0.97211	0
isar1	slr1983	0.97211	0
isar1	sll1760	0.9721	0
psrr1	ssr2723	0.97209	0
isar1	slr1710	0.97201	0
psrr1	slr0891	0.97193	0
isar1	slr1870	0.97182	0
psrr1	slr1347	0.97179	0
psrr1	slr2121	0.97172	0
isar1	slr1787	0.97165	0
psrr1	sll0297	0.97158	0
isar1	sll1249	0.97157	0
isar1	sll1031	0.97155	0
isar1	slr1914	0.97153	0
isar1	slr1034	0.97151	0
isar1	slr0333	0.97149	0
isar1	ssr2857	0.97139	0
isar1	sll0177	0.97138	0
isar1	slr1623	0.97127	0
isar1	sll1018	0.97121	0
isar1	slr0776	0.97121	0
isar1	slr0222	0.97116	0
psrr1	slr0655	0.97115	0
psrr1	slr1776	0.97111	0
psrr1	slr1599	0.97106	0
isar1	slr1406	0.97093	0
isar1	slr2078	0.97085	0
isar1	slr1838	0.97078	0
isar1	slr1876	0.97078	0
isar1	sll0617	0.97077	0
isar1	sll1920	0.97066	0
psrr1	slr1851	0.97065	0
psrr1	slr1120	0.97064	0
psrr1	slr1391	0.97057	0
psrr1	sll1599	0.97044	0
psrr1	slr1774	0.97025	0
isar1	slr0676	0.9702	0
isar1	sll1951	0.97017	0
isar1	ssl2233	0.97001	0
psrr1	slr0954	0.96999	0
isar1	ssl1807	0.96998	0
isar1	slr0698	0.96997	0
isar1	sll0577	0.96988	0
isar1	slr2059	0.96988	0
isar1	slr1805	0.96987	0
isar1	sll1772	0.96983	0
isar1	sll0631	0.96981	0
psrr1	sll0026	0.96981	0
psrr1	sll0608	0.96979	0
isar1	slr1615	0.96974	0
psrr1	ssr2962	0.96969	0
isar1	sll0318	0.96968	0
psrr1	slr0075	0.9696	0
psrr1	slr0797	0.9696	0
isar1	sll1958	0.96957	0
psrr1	sll1682	0.96951	0
isar1	slr1600	0.96943	0
psrr1	sll1883	0.96943	0
isar1	sll0036	0.96933	0
isar1	slr1992	0.96921	0
isar1	sll1118	0.96919	0
psrr1	slr1614	0.96919	0
psrr1	slr2094	0.96914	0
isar1	sll0519	0.96913	0
psrr1	slr0981	0.96905	0
isar1	slr1919	0.96898	0
isar1	slr1508	0.96894	0
isar1	slr1659	0.9688	0
isar1	slr2057	0.96875	0
psrr1	slr0001	0.96875	0
isar1	sll1802	0.96872	0
psrr1	slr0587	0.96868	0
isar1	slr1540	0.96866	0
isar1	sll0359	0.96853	0
isar1	slr1880	0.96851	0
isar1	ssr1407	0.96848	0
isar1	slr2011	0.96847	0
psrr1	sll1387	0.96841	0
psrr1	slr1273	0.96841	0
isar1	slr0381	0.96831	0
psrr1	sll1568	0.96829	0
isar1	slr0574	0.96825	0
isar1	sll0209	0.96817	0
isar1	sll1830	0.96817	0
isar1	slr0872	0.96807	0
isar1	sll0739	0.96806	0
psrr1	sll0528	0.96803	0
psrr1	sll1167	0.96792	0
psrr1	sll1745	0.96787	0
psrr1	slr1279	0.96771	0
psrr1	sll0736	0.96767	0
isar1	slr0404	0.96761	0
psrr1	sll0567	0.96758	0
isar1	sll0416	0.96753	0
isar1	slr2074	0.96749	0
isar1	sll0727	0.96743	0
isar1	ssl1918	0.96743	0
isar1	sll0019	0.96738	0
isar1	sll0687	0.96733	0
isar1	sll1334	0.96731	0
isar1	slr1113	0.96723	0
isar1	ssr3307	0.96718	0
psrr1	slr1099	0.96717	0
psrr1	slr1881	0.96712	0
isar1	sll0021	0.96701	0
isar1	sll1821	0.96695	0
isar1	sll0208	0.96692	0
isar1	sll1540	0.96686	0
isar1	sll1414	0.96681	0
isar1	slr1179	0.96678	0
psrr1	ssr0330	0.96674	0
isar1	slr1917	0.96669	0
psrr1	slr1690	0.96669	0
isar1	sll1405	0.96668	0
psrr1	slr1591	0.96665	0
isar1	slr1727	0.96664	0
isar1	slr2023	0.96662	0
isar1	slr1550	0.9666	0
isar1	sll0844	0.96655	0
isar1	slr1855	0.96654	0
psrr1	slr0744	0.96651	0
isar1	sll0171	0.9665	0
isar1	slr1199	0.96646	0
isar1	slr1821	0.96646	0
psrr1	ssl1255	0.96643	0
isar1	sll1979	0.96641	0
isar1	slr1305	0.96641	0
psrr1	slr0839	0.96632	0
psrr1	slr2074	0.96628	0
isar1	slr0506	0.96621	0
isar1	slr0204	0.96601	0
psrr1	sll0993	0.96599	0
isar1	sll0524	0.96595	0
isar1	slr0169	0.96591	0
psrr1	sll1820	0.96589	0
psrr1	sll0498	0.96587	0
psrr1	slr1827	0.9658	0
psrr1	sll1530	0.96571	0
isar1	sll1330	0.96567	0
isar1	ssr2130	0.96554	0
isar1	sll0086	0.96553	0
isar1	slr1238	0.96553	0
isar1	slr1424	0.96547	0
isar1	sll1682	0.96544	0
isar1	sll0828	0.96528	0
isar1	sll0210	0.96526	0
isar1	slr1343	0.96525	0
isar1	sll1921	0.9652	0
isar1	slr1665	0.96503	0
isar1	sll1069	0.96502	0
psrr1	slr0293	0.96494	0
psrr1	slr1763	0.96493	0
isar1	sll1801	0.96483	0
isar1	sll0690	0.96481	0
isar1	slr0263	0.9648	0
psrr1	sll1291	0.96477	0
psrr1	sll0320	0.96476	0
psrr1	slr1236	0.96468	0
psrr1	sll1099	0.96452	0
psrr1	slr0009	0.9645	0
isar1	sll0980	0.96447	0
psrr1	sll0944	0.96442	0
isar1	sll1327	0.96441	0
isar1	sll1824	0.96436	0
isar1	sll0253	0.96427	0
psrr1	sll1939	0.96425	0
isar1	slr0156	0.96423	0
isar1	slr1879	0.96422	0
isar1	slr1176	0.96409	0
isar1	sll1732	0.96402	0
isar1	sll1737	0.96401	0
psrr1	slr0852	0.96399	0
isar1	slr0585	0.96395	0
isar1	sll0924	0.96387	0
psrr1	slr0752	0.96385	0
psrr1	sll0414	0.96375	0
isar1	slr0921	0.96367	0
isar1	slr0217	0.9636	0
psrr1	sll1614	0.96357	0
isar1	slr0346	0.96354	0
isar1	sll1483	0.96338	0
isar1	slr0643	0.96333	0
psrr1	slr1363	0.96326	0
psrr1	slr1704	0.96317	0
isar1	slr1223	0.9631	0
isar1	sll1348	0.96308	0
isar1	ssl2009	0.96306	0
isar1	sll1099	0.96296	0
psrr1	sml0001	0.96295	0
isar1	slr1931	0.96288	0
isar1	sll1825	0.96284	0
isar1	slr1272	0.96284	0
isar1	sll1852	0.9628	0
isar1	ssr0657	0.9628	0
isar1	sll1656	0.96278	0
psrr1	sll1905	0.96269	0
isar1	slr0879	0.96266	0
isar1	slr0692	0.96257	0
isar1	slr1721	0.96256	0
psrr1	sll1097	0.96251	0
isar1	sll1488	0.9624	0
isar1	slr1895	0.9624	0
isar1	sll0368	0.96237	0
psrr1	slr0479	0.96236	0
isar1	sll1623	0.96213	0
isar1	slr1970	0.96208	0
isar1	sll1387	0.96202	0
isar1	slr2088	0.96202	0
isar1	slr1051	0.96201	0
isar1	sll1362	0.96188	0
isar1	slr0447	0.96188	0
psrr1	sll1653	0.96186	0
isar1	sll1370	0.96183	0
psrr1	slr1968	0.96177	0
isar1	sll1573	0.96175	0
psrr1	sll0166	0.96168	0
isar1	slr0358	0.96165	0
psrr1	sll0572	0.96164	0
isar1	sll1580	0.96163	0
isar1	ssl2595	0.96162	0
isar1	sll0289	0.9616	0
isar1	ssr0390	0.9616	0
isar1	sll1639	0.96158	0
isar1	slr1319	0.96157	0
isar1	ssr1399	0.96141	0
psrr1	slr1907	0.96141	0
psrr1	sll0711	0.9614	0
psrr1	ssr1499	0.96133	0
isar1	sll1163	0.96129	0
psrr1	slr2049	0.96129	0
isar1	ssr1951	0.96123	0
isar1	sll1223	0.96121	0
isar1	sll1586	0.96105	0
psrr1	sll1912	0.96093	0
isar1	sll1495	0.96074	0
isar1	slr0679	0.96074	0
isar1	sll1299	0.96073	0
isar1	sll0286	0.9607	0
isar1	sll0643	0.96069	0
isar1	slr0197	0.96057	0
psrr1	slr1886	0.96053	0
isar1	sll0096	0.96045	0
isar1	sll1873	0.96043	0
psrr1	ssl3364	0.96043	0
psrr1	sll1031	0.96041	0
isar1	slr0301	0.96039	0
isar1	sll0721	0.96036	0
psrr1	slr1290	0.96034	0
psrr1	slr1087	0.96029	0
isar1	slr0323	0.96027	0
psrr1	sll1824	0.96019	0
isar1	sll1162	0.96006	0
psrr1	slr1942	0.96001	0
isar1	slr0898	0.96	0
isar1	slr1854	0.95989	0
isar1	sll0067	0.95984	0
isar1	slr1599	0.95978	0
psrr1	slr0952	0.95977	0
psrr1	sll1447	0.95972	0
isar1	sll0712	0.95971	0
isar1	sll0070	0.95963	0
isar1	slr0400	0.95954	0
isar1	sll1247	0.95951	0
psrr1	sll0535	0.95951	0
psrr1	sll1454	0.95948	0
isar1	slr0459	0.95933	0
isar1	sll2011	0.9592	0
isar1	slr1240	0.95918	0
isar1	slr1646	0.95917	0
isar1	sll1095	0.95905	0
isar1	sll1672	0.95895	0
psrr1	sll1317	0.95891	0
isar1	sll0837	0.95883	0
psrr1	sll1796	0.95874	0
psrr1	slr0853	0.95869	0
psrr1	slr1686	0.95868	0
psrr1	slr1503	0.95866	0
isar1	sll0735	0.95861	0
psrr1	sll1021	0.9585	0
isar1	slr0664	0.95847	0
psrr1	sll1620	0.95831	0
isar1	slr0406	0.9582	0
isar1	sll0018	0.95814	0
isar1	slr0655	0.95814	0
isar1	slr1493	0.95806	0
isar1	slr0038	0.95797	0
isar1	slr0016	0.95783	0
isar1	slr1426	0.95783	0
isar1	slr1403	0.9576	0
isar1	slr0476	0.95759	0
isar1	sll0066	0.95756	0
psrr1	sll1749a	0.95756	0
psrr1	slr2076	0.95755	0
psrr1	slr1647	0.95749	0
isar1	sll0733	0.95741	0
isar1	slr1918	0.95738	0
isar1	sll1804	0.95732	0
isar1	sll0983	0.95716	0
isar1	sll1184	0.95705	0
isar1	slr0813	0.95703	0
isar1	slr1859	0.95703	0
psrr1	slr0089	0.957	0
isar1	sll0361	0.95696	0
psrr1	slr0526	0.95693	0
isar1	slr1556	0.9567	0
psrr1	sll0067	0.95656	0
isar1	sll1894	0.95652	0
isar1	slr0971	0.95652	0
psrr1	slr0370	0.95651	0
psrr1	sll1751	0.95648	0
isar1	slr0021	0.95647	0
isar1	sll1502	0.95628	0
psrr1	sll1618	0.9562	0
isar1	slr0374	0.95613	0
psrr1	sll0577	0.95605	0
psrr1	slr1051	0.95603	0
isar1	sll0356	0.956	0
isar1	slr0592	0.95598	0
isar1	sll1356	0.95591	0
isar1	sll1599	0.95591	0
isar1	sll0792	0.95586	0
psrr1	ssr0102	0.95585	0
isar1	sll0738	0.95584	0
psrr1	slr0049	0.95573	0
isar1	slr0951	0.95571	0
psrr1	sll1940	0.95567	0
isar1	sll0071	0.95553	0
isar1	sll1815	0.9555	0
psrr1	sll1802	0.95545	0
isar1	sll0412	0.95543	0
psrr1	sll0921	0.95541	0
psrr1	sll1274	0.95536	0
psrr1	sll1598	0.95529	0
psrr1	slr1411	0.95529	0
psrr1	slr0899	0.95524	0
isar1	slr1590	0.95523	0
psrr1	sll1574	0.95513	0
isar1	sll1213	0.95503	0
isar1	slr1031	0.95503	0
psrr1	slr1324	0.95502	0
isar1	ssl3382	0.95488	0
isar1	sll0169	0.95487	0
psrr1	sll1911	0.95486	0
isar1	slr1362	0.95479	0
isar1	sll0623	0.95457	0
psrr1	sll1732	0.95453	0
psrr1	ssl0467	0.95453	0
isar1	slr0165	0.95436	0
isar1	slr0362	0.95427	0
isar1	slr0408	0.95419	0
psrr1	slr0363	0.95406	0
psrr1	sll0284	0.95401	0
psrr1	ssr2009	0.95399	0
psrr1	sll0270	0.95397	0
isar1	sll1432	0.95383	0
isar1	slr1777	0.9538	0
psrr1	slr0665	0.9538	0
isar1	sll1170	0.95371	0
psrr1	sll1032	0.95366	0
isar1	slr0733	0.95363	0
psrr1	ssl0020	0.9536	0
isar1	sll1545	0.95353	0
isar1	slr0823	0.95326	0
isar1	sll0529	0.95321	0
isar1	slr0053	0.95321	0
isar1	slr1165	0.95321	0
isar1	sll1028	0.95312	0
psrr1	sll1786	0.95298	0
psrr1	slr0366	0.95298	0
psrr1	ssl2971	0.95294	0
psrr1	slr0369	0.95292	0
psrr1	ssl2667	0.95292	0
isar1	slr1122	0.9529	0
isar1	slr1347	0.95277	0
isar1	slr2087	0.95273	0
isar1	slr1114	0.95255	0
psrr1	slr0161	0.95242	0
isar1	sll1557	0.95241	0
psrr1	sll0273	0.95241	0
isar1	sll0039	0.95238	0
isar1	sll0916	0.95237	0
psrr1	slr0813	0.9523	0
psrr1	slr1974	0.95227	0
isar1	ssl0546	0.95225	0
isar1	slr1626	0.95222	0
isar1	slr1130	0.95221	0
isar1	sll1906	0.95214	0
isar1	slr1476	0.95203	0
isar1	slr0633	0.95201	0
psrr1	slr1962	0.95192	0
isar1	sll0409	0.95172	0
isar1	sll1816	0.95169	0
psrr1	sll0103	0.95147	0
psrr1	slr1055	0.95136	0
isar1	slr1658	0.95133	0
isar1	slr1207	0.95121	0
psrr1	slr0730	0.95104	0
isar1	sll1608	0.95092	0
isar1	slr2099	0.95087	0
isar1	slr0309	0.95058	0
isar1	sll0649	0.95043	0
isar1	slr1002	0.95038	0
isar1	slr0786	0.9503	0
isar1	slr0090	0.95024	0
isar1	slr0328	0.95013	0
psrr1	slr0883	0.95012	0
isar1	sll0372	0.95006	0
isar1	slr1598	0.95005	0
isar1	sll0939	0.9499	0
isar1	slr1734	0.9499	0
psrr1	slr1764	0.94988	0
psrr1	sll0487	0.94985	0
isar1	sll0228	0.94973	0
isar1	sll1883	0.94971	0
psrr1	slr1540	0.94966	0
isar1	sll1258	0.9496	0
isar1	sll0314	0.94959	0
psrr1	slr1790	0.94947	0
psrr1	slr1474	0.94946	0
psrr1	sll0616	0.9494	0
psrr1	ssl0788	0.94936	0
psrr1	slr1818	0.94935	0
psrr1	sll0192	0.94933	0
isar1	sll1479	0.94929	0
isar1	sll0659	0.94925	0
isar1	ssl2717	0.94925	0
isar1	slr0593	0.9492	0
psrr1	sll1725	0.94917	0
psrr1	slr2046	0.94902	0
isar1	sll1491	0.94894	0
psrr1	slr0958	0.94892	0
psrr1	ssr2611	0.94878	0
isar1	sll0078	0.94877	0
isar1	sll0189	0.94877	0
psrr1	slr0729	0.94872	0
isar1	slr1742	0.94869	0
isar1	sll1180	0.94866	0
isar1	slr0209	0.9486	0
psrr1	sll1285	0.94851	0
isar1	slr1564	0.94839	0
psrr1	sll0525	0.9483	0
psrr1	sll1352	0.94829	0
psrr1	slr1929	0.94818	0
isar1	sll0639	0.94815	0
isar1	slr1098	0.94814	0
isar1	slr1003	0.94809	0
isar1	slr0889	0.94794	0
psrr1	sll1084	0.94794	0
isar1	slr0820	0.94788	0
isar1	sll1667	0.94768	0
isar1	slr0605	0.94757	0
isar1	sll1423	0.94754	0
psrr1	slr1365	0.94753	0
psrr1	slr0346	0.94744	0
isar1	slr1431	0.94735	0
psrr1	slr1608	0.9473	0
isar1	slr0361	0.9471	0
isar1	sll0135	0.94709	0
isar1	slr0020	0.94708	0
psrr1	slr0575	0.94707	0
psrr1	sll1726	0.94693	0
psrr1	slr0456	0.94685	0
isar1	sll1039	0.94681	0
isar1	sll1144	0.9468	0
isar1	sll1185	0.94673	0
isar1	slr1393	0.94673	0
psrr1	sll0744	0.94666	0
psrr1	sll1124	0.94664	0
psrr1	slr0904	0.94664	0
isar1	slr0148	0.94659	0
isar1	sll1663	0.94657	0
isar1	slr1348	0.94649	0
psrr1	slr1119	0.94645	0
psrr1	slr1195	0.94641	0
psrr1	sll1221	0.94636	0
psrr1	slr1777	0.94636	0
isar1	sll0899	0.94632	0
psrr1	slr0086	0.94631	0
psrr1	sll1934	0.94617	0
isar1	slr1651	0.94616	0
psrr1	slr0845	0.94616	0
isar1	sll0654	0.94605	0
psrr1	slr1755	0.94602	0
psrr1	sll1180	0.94601	0
isar1	sll0330	0.94593	0
isar1	ssl2084	0.94584	0
psrr1	slr1638	0.94583	0
psrr1	slr0827	0.9456	0
psrr1	slr1928	0.9456	0
psrr1	slr0477	0.94554	0
