sRNA	mRNA	Score	Class
gcvb	pm_rs10010	0.50178	0
gcvb	pm_rs03825	0.50114	0
gcvb	pm_rs01990	0.5001	0
gcvb	pm_rs09660	0.49994	0
gcvb	pm_rs02030	0.49774	0
gcvb	pm_rs01025	0.49746	0
gcvb	pm_rs02970	0.49527	0
gcvb	pm_rs08440	0.49418	0
gcvb	pm_rs01395	0.49411	0
gcvb	moae	0.49345	0
gcvb	pm_rs07245	0.49243	0
gcvb	pm_rs09995	0.49118	0
gcvb	pm_rs09195	0.49044	0
gcvb	pm_rs05700	0.48717	0
gcvb	pm_rs03145	0.48532	0
gcvb	pm_rs00180	0.48424	0
gcvb	pm_rs07295	0.48317	0
gcvb	pm_rs00125	0.48122	0
gcvb	pm_rs05165	0.48049	0
gcvb	pm_rs02895	0.48031	0
gcvb	pm_rs09205	0.47698	0
gcvb	pm_rs08985	0.47524	0
gcvb	pm_rs00720	0.47485	0
gcvb	pm_rs06070	0.47432	0
gcvb	glya	0.4729	0
gcvb	pm_rs07515	0.47208	0
gcvb	pm_rs08595	0.47169	0
gcvb	pm_rs07490	0.47152	0
gcvb	pm_rs06155	0.47128	0
gcvb	pm_rs07020	0.47061	0
gcvb	pm_rs04670	0.47009	0
gcvb	pm_rs00870	0.46826	0
gcvb	pm_rs09555	0.4674	0
gcvb	pm_rs08825	0.46692	0
gcvb	pm_rs01040	0.46679	0
gcvb	pm_rs08240	0.46636	0
gcvb	pm_rs07660	0.46632	0
gcvb	pm_rs08920	0.4663	0
gcvb	pm_rs02245	0.4617	0
gcvb	pm_rs06600	0.46155	0
gcvb	pm_rs00775	0.46113	0
gcvb	pm_rs00575	0.46069	0
gcvb	pm_rs08765	0.46051	0
gcvb	fecb	0.46037	0
gcvb	pm_rs03040	0.4602	0
gcvb	pm_rs09330	0.45987	0
gcvb	pm_rs02540	0.45925	0
gcvb	pm_rs00550	0.45918	0
gcvb	pm_rs02345	0.45895	0
gcvb	pm_rs02165	0.45794	0
gcvb	pm_rs08790	0.4577	0
gcvb	pm_rs05500	0.45763	0
gcvb	pm_rs09455	0.4546	0
gcvb	pm_rs08295	0.45382	0
gcvb	pm_rs02920	0.45184	0
gcvb	pm_rs05435	0.45109	0
gcvb	pm_rs00275	0.45092	0
gcvb	pm_rs08750	0.44957	0
gcvb	pm_rs07690	0.44925	0
gcvb	pm_rs00195	0.44869	0
gcvb	pm_rs09155	0.44774	0
gcvb	pm_rs07720	0.44594	0
gcvb	pm_rs07590	0.44467	0
gcvb	pm_rs08805	0.44437	0
gcvb	pm_rs06605	0.44201	0
gcvb	pm_rs04775	0.4397	0
gcvb	pm_rs09355	0.43863	0
gcvb	pm_rs01305	0.43835	0
gcvb	pm_rs07215	0.43808	0
gcvb	pm_rs09320	0.43661	0
gcvb	pm_rs05545	0.4354	0
gcvb	pm_rs02115	0.43243	0
gcvb	pm_rs06095	0.43173	0
gcvb	pm_rs01645	0.43162	0
gcvb	pm_rs02380	0.43156	0
gcvb	pm_rs03195	0.43085	0
gcvb	lola	0.42681	0
gcvb	pm_rs00020	0.42679	0
gcvb	dnaa	0.42498	0
gcvb	pm_rs04700	0.42409	0
gcvb	pm_rs09065	0.42326	0
gcvb	pm_rs04060	0.4219	0
gcvb	pm_rs10285	0.4219	0
gcvb	pm_rs06480	0.42007	0
gcvb	pm_rs09435	0.41969	0
gcvb	pm_rs02070	0.4196	0
gcvb	pm_rs09150	0.41908	0
gcvb	pm_rs05715	0.41685	0
gcvb	pm_rs05495	0.41645	0
gcvb	pm_rs07700	0.41439	0
gcvb	pm_rs09385	0.4139	0
gcvb	pm_rs01945	0.41376	0
gcvb	rimo	0.4116	0
gcvb	pm_rs08390	0.41092	0
gcvb	pm_rs07030	0.41061	0
gcvb	pm_rs04455	0.40882	0
gcvb	pm_rs10340	0.40853	0
gcvb	pm_rs00090	0.40808	0
gcvb	pm_rs05160	0.40762	0
gcvb	fief	0.407	0
gcvb	pm_rs05490	0.40595	0
gcvb	oppd	0.40468	0
gcvb	pm_rs03005	0.40368	0
gcvb	gpma	0.40355	0
gcvb	pm_rs01690	0.40254	0
gcvb	pm_rs09645	0.40191	0
gcvb	pm_rs07795	0.40044	0
gcvb	pm_rs07960	0.40044	0
gcvb	pm_rs03940	0.40028	0
gcvb	pm_rs03580	0.399	0
gcvb	pm_rs03655	0.39814	0
gcvb	pm_rs05220	0.39759	0
gcvb	pm_rs02105	0.39745	0
gcvb	pm_rs08415	0.39731	0
gcvb	pm_rs02520	0.3961	0
gcvb	pm_rs04260	0.394	0
gcvb	pm_rs05280	0.39394	0
gcvb	pm_rs00595	0.39389	0
gcvb	pm_rs00530	0.39258	0
gcvb	pm_rs06945	0.39252	0
gcvb	pm_rs04565	0.39213	0
gcvb	pm_rs01890	0.39204	0
gcvb	pm_rs05305	0.39118	0
gcvb	pm_rs03000	0.39018	0
gcvb	pm_rs05360	0.39009	0
gcvb	pm_rs08770	0.38446	0
gcvb	pm_rs08690	0.38273	0
gcvb	pm_rs07060	0.38258	0
gcvb	pm_rs04425	0.38249	0
gcvb	pm_rs00060	0.38227	0
gcvb	pm_rs09185	0.38225	0
gcvb	pm_rs08340	0.3821	0
gcvb	pm_rs04815	0.38208	0
gcvb	pm_rs04435	0.38101	0
gcvb	pm_rs07330	0.37928	0
gcvb	pm_rs02910	0.37851	0
gcvb	pm_rs04820	0.37725	0
gcvb	pm_rs00945	0.3759	0
gcvb	pm_rs03415	0.3727	0
gcvb	pm_rs02785	0.37169	0
gcvb	pm_rs07745	0.37095	0
gcvb	pm_rs06620	0.37036	0
gcvb	pm_rs07675	0.37031	0
gcvb	pm_rs02145	0.3697	0
gcvb	pm_rs04195	0.36876	1
gcvb	pm_rs01005	0.36867	0
gcvb	tata	0.36834	0
gcvb	pm_rs02960	0.36761	0
gcvb	pm_rs06290	0.36743	0
gcvb	pm_rs00930	0.36409	0
gcvb	pm_rs08180	0.36138	0
gcvb	pm_rs09875	0.36074	0
gcvb	pm_rs07715	0.35886	0
gcvb	pm_rs06595	0.35851	0
gcvb	hflb	0.35724	0
gcvb	pm_rs01220	0.35575	0
gcvb	pm_rs05680	0.35404	0
gcvb	pm_rs00770	0.35317	0
gcvb	pm_rs07710	0.35279	0
gcvb	pm_rs01490	0.3524	0
gcvb	fecd	0.3516	0
gcvb	pm_rs06165	0.35135	0
gcvb	pm_rs05735	0.35093	0
gcvb	pm_rs01415	0.34936	0
gcvb	pm_rs03865	0.34736	0
gcvb	pm_rs08175	0.34422	0
gcvb	pm_rs05690	0.34396	0
gcvb	pm_rs10230	0.34042	0
gcvb	pm_rs05295	0.34029	0
gcvb	pm_rs08800	0.34012	0
gcvb	pm_rs02765	0.33981	0
gcvb	pm_rs02695	0.33855	0
gcvb	pm_rs03470	0.33789	0
gcvb	pm_rs03300	0.33664	0
gcvb	pm_rs09035	0.33638	0
gcvb	pm_rs10335	0.33592	0
gcvb	pm_rs00855	0.33299	0
gcvb	pm_rs00460	0.33168	0
gcvb	pm_rs03540	0.33115	0
gcvb	pm_rs04480	0.33089	0
gcvb	pm_rs08020	0.33034	0
gcvb	pm_rs02900	0.32902	0
gcvb	pm_rs06520	0.32656	0
gcvb	pm_rs06680	0.32556	0
gcvb	pm_rs08445	0.32549	0
gcvb	pm_rs08060	0.32452	0
gcvb	pm_rs09060	0.32401	0
gcvb	pm_rs01850	0.32322	0
gcvb	pm_rs08315	0.3226	0
gcvb	pm_rs04150	0.32164	0
gcvb	pm_rs00910	0.32144	0
gcvb	pm_rs06705	0.32135	0
gcvb	pm_rs04190	0.32053	0
gcvb	pm_rs00410	0.32029	0
gcvb	pm_rs07790	0.31957	0
gcvb	pm_rs10140	0.31871	0
gcvb	pm_rs05475	0.31819	1
gcvb	pm_rs06985	0.31756	0
gcvb	pm_rs01385	0.31676	0
gcvb	pm_rs09190	0.31624	0
gcvb	pm_rs02890	0.31612	0
gcvb	pm_rs03090	0.31555	0
gcvb	pm_rs05935	0.31341	0
gcvb	metg	0.31099	0
gcvb	pm_rs03495	0.30916	0
gcvb	pm_rs03920	0.30776	0
gcvb	pm_rs05890	0.30717	0
gcvb	pm_rs03795	0.30618	0
gcvb	pm_rs02025	0.30577	0
gcvb	pm_rs10430	0.30577	0
gcvb	pm_rs08600	0.30434	0
gcvb	pm_rs08350	0.30335	0
gcvb	rumb	0.30234	0
gcvb	pm_rs09910	0.29969	0
gcvb	pm_rs07005	0.29911	0
gcvb	pm_rs08270	0.29835	0
gcvb	pm_rs03190	0.29737	0
gcvb	pm_rs06535	0.29497	0
gcvb	pm_rs09120	0.29468	0
gcvb	pm_rs07410	0.29338	0
gcvb	pm_rs02725	0.29313	0
gcvb	pm_rs03955	0.29194	0
gcvb	pm_rs06435	0.28946	0
gcvb	pm_rs09635	0.28833	0
gcvb	pm_rs02875	0.28828	0
gcvb	pm_rs00345	0.28636	0
gcvb	pm_rs03120	0.28595	0
gcvb	pm_rs00605	0.28317	0
gcvb	pm_rs09180	0.28257	0
gcvb	pm_rs04430	0.2819	0
gcvb	pm_rs06005	0.27965	0
gcvb	pm_rs10165	0.27862	0
gcvb	pm_rs09315	0.27818	0
gcvb	pm_rs00515	0.27445	0
gcvb	pm_rs05895	0.27434	0
gcvb	pm_rs01285	0.2718	0
gcvb	pm_rs01830	0.26918	0
gcvb	pm_rs08410	0.26623	0
gcvb	pm_rs06160	0.26613	0
gcvb	pm_rs01480	0.26075	0
gcvb	fabg	0.25974	0
gcvb	pm_rs03560	0.25755	0
gcvb	pm_rs04860	0.25755	0
gcvb	pm_rs08380	0.25668	0
gcvb	pm_rs06525	0.25658	0
gcvb	pm_rs09430	0.25572	0
gcvb	pm_rs02705	0.25562	0
gcvb	pm_rs07420	0.25515	0
gcvb	pm_rs04690	0.25505	0
gcvb	pm_rs01390	0.25399	0
gcvb	pm_rs02015	0.25399	0
gcvb	pm_rs05330	0.25395	0
gcvb	pm_rs06990	0.2539	0
gcvb	pm_rs07840	0.25253	0
gcvb	pm_rs03315	0.25211	0
gcvb	pm_rs03405	0.25206	0
gcvb	pm_rs04975	0.25108	0
gcvb	pm_rs08900	0.24956	0
gcvb	pm_rs09305	0.24898	0
gcvb	pm_rs04600	0.24672	0
gcvb	pm_rs01020	0.24666	0
gcvb	pm_rs03690	0.24649	0
gcvb	pm_rs06825	0.24541	0
gcvb	pm_rs05395	0.24435	0
gcvb	pm_rs00265	0.24421	0
gcvb	pm_rs07190	0.24419	0
gcvb	pm_rs03105	0.2433	0
gcvb	pm_rs06065	0.2407	0
gcvb	pm_rs05265	0.24021	0
gcvb	pm_rs09020	0.23988	0
gcvb	pm_rs02335	0.23877	0
gcvb	pm_rs04525	0.23758	0
gcvb	pm_rs08285	0.23725	0
gcvb	pm_rs01315	0.2357	0
gcvb	groes	0.23565	0
gcvb	pm_rs02385	0.23453	0
gcvb	fis	0.23257	0
gcvb	pm_rs07250	0.23207	0
gcvb	pm_rs03550	0.23148	0
gcvb	pm_rs08740	0.22983	0
gcvb	pm_rs04255	0.22639	0
gcvb	pm_rs02830	0.22465	0
gcvb	carb	0.22402	0
gcvb	pm_rs09070	0.22329	0
gcvb	pm_rs09665	0.22268	0
gcvb	pm_rs07235	0.22255	0
gcvb	pm_rs10275	0.222	0
gcvb	pm_rs07305	0.22092	0
gcvb	pm_rs06955	0.22036	0
gcvb	pm_rs09445	0.21969	0
gcvb	pm_rs05725	0.21944	0
gcvb	pm_rs06590	0.21909	0
gcvb	pm_rs07290	0.21905	0
gcvb	pm_rs00480	0.2184	0
gcvb	pm_rs04705	0.21815	0
gcvb	pm_rs06205	0.21792	0
gcvb	pm_rs00640	0.21754	0
gcvb	pm_rs07505	0.21712	0
gcvb	pm_rs05445	0.21593	0
gcvb	pm_rs05200	0.21542	0
gcvb	pm_rs05025	0.21355	0
gcvb	pm_rs08785	0.21339	0
gcvb	pm_rs08345	0.21148	0
gcvb	pm_rs05130	0.20873	0
gcvb	pm_rs06810	0.20849	0
gcvb	pm_rs08540	0.20757	0
gcvb	pm_rs00260	0.20743	0
gcvb	pm_rs02980	0.20693	0
gcvb	pm_rs05370	0.206	0
gcvb	pm_rs00935	0.20563	0
gcvb	pm_rs02290	0.20451	0
gcvb	pm_rs00915	0.20272	0
gcvb	pm_rs04760	0.20268	0
gcvb	pm_rs10270	0.20093	0
gcvb	pm_rs06550	0.19887	0
gcvb	pm_rs01575	0.19867	0
gcvb	pm_rs07665	0.19819	0
gcvb	pm_rs00590	0.19767	0
gcvb	pm_rs06950	0.19646	0
gcvb	pm_rs03215	0.19576	1
gcvb	pm_rs02745	0.19532	0
gcvb	pm_rs09465	0.19501	0
gcvb	pm_rs01095	0.19387	0
gcvb	pm_rs08925	0.19332	0
gcvb	pm_rs07855	0.19312	0
gcvb	pm_rs04110	0.191	0
gcvb	pm_rs05505	0.19099	0
gcvb	pm_rs03765	0.18812	0
gcvb	pm_rs09560	0.18796	0
gcvb	pm_rs08000	0.18758	0
gcvb	pm_rs05325	0.18702	0
gcvb	pm_rs00315	0.18568	0
gcvb	pm_rs09865	0.18223	0
gcvb	pm_rs05410	0.18137	0
gcvb	pm_rs01640	0.18055	0
gcvb	pm_rs04575	0.17864	0
gcvb	pm_rs06830	0.17838	0
gcvb	pm_rs09140	0.17602	0
gcvb	atpc	0.17517	0
gcvb	pm_rs10220	0.17476	0
gcvb	pm_rs10405	0.17369	0
gcvb	pm_rs03775	0.17119	0
gcvb	pm_rs00475	0.171	0
gcvb	pm_rs05535	0.17008	0
gcvb	pm_rs05260	0.16882	0
gcvb	pm_rs03430	0.16737	0
gcvb	pm_rs00845	0.16713	0
gcvb	pm_rs00015	0.16697	0
gcvb	pm_rs05840	0.16528	0
gcvb	pm_rs09860	0.16147	0
gcvb	pm_rs01515	0.16003	0
gcvb	pm_rs06630	0.15987	0
gcvb	pm_rs01760	0.1591	0
gcvb	pm_rs08195	0.15893	0
gcvb	pm_rs04420	0.15817	0
gcvb	pm_rs07160	0.15604	0
gcvb	pm_rs02240	0.15586	0
gcvb	pm_rs02945	0.15549	0
gcvb	pm_rs03345	0.15501	0
gcvb	pm_rs08230	0.15491	0
gcvb	pm_rs02885	0.15205	0
gcvb	pm_rs06440	0.15133	0
gcvb	pm_rs02770	0.15083	0
gcvb	pm_rs01345	0.14869	0
gcvb	pm_rs00630	0.14829	0
gcvb	pm_rs05510	0.14265	0
gcvb	pm_rs09945	0.14065	0
gcvb	pm_rs02510	0.13872	0
gcvb	pm_rs01755	0.13827	0
gcvb	pm_rs00880	0.137	0
gcvb	pm_rs10415	0.13413	0
gcvb	pm_rs08145	0.132	0
gcvb	pm_rs06140	0.13166	0
gcvb	pm_rs00885	0.12959	0
gcvb	pm_rs08665	0.12735	0
gcvb	pm_rs00965	0.12703	0
gcvb	pm_rs06180	0.12514	0
gcvb	pm_rs01100	0.1226	0
gcvb	pm_rs03355	0.12259	0
gcvb	pm_rs01150	0.12162	0
gcvb	pm_rs07165	0.12114	0
gcvb	pm_rs10390	0.11926	0
gcvb	pm_rs00510	0.11912	0
gcvb	nusg	0.11792	0
gcvb	pm_rs04445	0.11764	0
gcvb	pm_rs04685	0.11622	0
gcvb	pm_rs04135	0.11601	0
gcvb	pm_rs03115	0.11499	0
gcvb	pm_rs06110	0.11301	0
gcvb	pm_rs02215	0.11232	0
gcvb	sspa	0.11209	0
gcvb	pm_rs07415	0.11048	0
gcvb	pm_rs03770	0.10957	0
gcvb	pm_rs04250	0.10742	0
gcvb	pm_rs04315	0.10645	1
gcvb	pm_rs10155	0.10533	0
gcvb	pm_rs03630	0.10474	0
gcvb	pm_rs02515	0.10276	0
gcvb	pm_rs07280	0.10209	0
gcvb	pm_rs00185	0.09585	0
gcvb	pm_rs00320	0.09582	0
gcvb	pm_rs05945	0.09563	0
gcvb	pm_rs01615	0.09562	0
gcvb	pm_rs00070	0.09507	0
gcvb	pm_rs02465	0.09402	0
gcvb	pm_rs04850	0.09398	0
gcvb	pm_rs10200	0.09394	0
gcvb	pm_rs03250	0.09348	0
gcvb	pm_rs05685	0.09242	0
gcvb	pm_rs07435	0.09158	0
gcvb	pm_rs10330	0.08814	0
gcvb	pm_rs02225	0.08689	0
gcvb	srlr	0.08674	0
gcvb	pm_rs04140	0.0864	0
gcvb	pm_rs02535	0.08478	0
gcvb	pm_rs06450	0.08339	0
gcvb	pm_rs08220	0.08012	0
gcvb	pm_rs09830	0.08012	0
gcvb	pm_rs01680	0.07822	0
gcvb	pm_rs00620	0.07792	0
gcvb	pm_rs07205	0.07783	0
gcvb	pm_rs10435	0.07327	0
gcvb	pm_rs07270	0.07249	0
gcvb	pm_rs04680	0.07098	0
gcvb	pm_rs02375	0.07066	0
gcvb	pm_rs04870	0.06938	0
gcvb	pm_rs07300	0.06856	0
gcvb	pm_rs03555	0.06699	0
gcvb	pm_rs09575	0.06293	0
gcvb	pm_rs06845	0.06186	0
gcvb	pm_rs00330	0.05704	0
gcvb	pm_rs09390	0.05571	0
gcvb	pm_rs03390	0.05243	0
gcvb	pm_rs10040	0.05127	0
gcvb	pm_rs03225	0.04944	0
gcvb	pm_rs09425	0.04888	0
gcvb	pm_rs03135	0.04753	1
gcvb	pm_rs00310	0.04558	0
gcvb	pm_rs08915	0.04395	0
gcvb	pm_rs06460	0.04145	0
gcvb	pm_rs07315	0.04041	0
gcvb	pm_rs01840	0.03957	0
gcvb	lpxd	0.03654	0
gcvb	pm_rs06585	0.03614	0
gcvb	pm_rs02805	0.03399	0
gcvb	pm_rs05470	0.03328	0
gcvb	pm_rs00725	0.03109	0
gcvb	pm_rs00355	0.02588	0
gcvb	pm_rs04780	0.02565	0
gcvb	pm_rs07975	0.02415	0
gcvb	pm_rs07025	0.02298	0
gcvb	pm_rs07730	0.02228	0
gcvb	pm_rs09080	0.02021	0
gcvb	pm_rs04855	0.02017	0
gcvb	pm_rs00105	0.01901	0
gcvb	pm_rs06555	0.01822	0
gcvb	pm_rs04615	0.01473	0
gcvb	pm_rs07310	0.00922	0
gcvb	pm_rs05335	0.00885	0
gcvb	pm_rs07320	0.00636	0
gcvb	pm_rs08905	0.00326	0
gcvb	pm_rs01905	0.00282	0
gcvb	pm_rs08430	0.00248	0
gcvb	pm_rs06610	0.00209	0
gcvb	pm_rs04310	0	1
gcvb	pm_rs03815	0	1
gcvb	PM_RS00580	0	1
gcvb	pm0494	0	0
gcvb	pm_rs03970	0	0
gcvb	pm_rs00560	0	0
gcvb	pm_rs02870	0	0
gcvb	pm_rs00565	0	0
gcvb	pm_rs06270	0	0
gcvb	pm_rs10120	0	0
gcvb	pm_rs00080	0	0
gcvb	pm_rs06125	0	0
gcvb	pm_rs05650	0	0
gcvb	pm1084	0	0
gcvb	pm_rs08325	0	0
gcvb	pm_rs01445	0	0
gcvb	pm0283	0	0
gcvb	pm_rs05860	0	0
gcvb	ribd	0	0
gcvb	pm_rs08475	0	0
gcvb	rpmd	0	0
gcvb	pm_rs02590	0	0
gcvb	pm_rs02620	0	0
gcvb	pm_rs09260	0	0
gcvb	pm_rs04825	0	0
gcvb	pm_rs01105	0	0
gcvb	nudf	0	0
gcvb	rpmg	0	0
gcvb	pm_rs09280	0	0
gcvb	pm_rs04005	0	0
gcvb	pm_rs09515	0	0
gcvb	pm_rs02600	0	0
gcvb	pm_rs07875	0	0
gcvb	pm_rs07880	0	0
gcvb	pm_rs04355	0	0
gcvb	smpb	0	0
gcvb	pm1963	0	0
gcvb	pm0489	0	0
gcvb	pm0495	0	0
gcvb	pm0854	0	0
gcvb	pm_rs09250	0	0
gcvb	pm_rs04950	0	0
gcvb	pm_rs09525	0	0
gcvb	pm_rs03080	0	0
gcvb	pm_rs08365	0	0
gcvb	pm_rs05275	0	0
gcvb	pm_rs05245	0	0
gcvb	pm_rs03695	0	0
gcvb	pm_rs05615	0	0
gcvb	pm_rs00820	0	0
gcvb	rpsj	0	0
gcvb	pm_rs03610	0	0
gcvb	pm_rs00295	0	0
gcvb	pm_rs03160	0	0
gcvb	pm_rs00360	0	0
gcvb	pm_rs00790	0	0
gcvb	pm_rs09505	0	0
gcvb	pm_rs07500	0	0
gcvb	pm_rs07860	0	0
gcvb	leus	0	0
gcvb	pm0501	0	0
gcvb	pm_rs09230	0	0
gcvb	pm_rs06330	0	0
gcvb	pm_rs09235	0	0
gcvb	rpme	0	0
gcvb	pm_rs06780	0	0
gcvb	rplu	0	0
gcvb	pm_rs01030	0	0
gcvb	pm_rs01440	0	0
gcvb	pm_rs04055	0	0
gcvb	pm_rs07595	0	0
gcvb	murq	0	0
gcvb	pm_rs08860	0	0
gcvb	pm_rs09895	0	0
gcvb	rpmj	0	0
gcvb	hisg	0	0
gcvb	pm_rs09520	0	0
gcvb	pm_rs02655	0	0
gcvb	pm_rs03065	0	0
gcvb	pm0812	0	0
gcvb	pm_rs06250	0	0
gcvb	pm_rs06175	0	0
gcvb	pm_rs00200	0	0
gcvb	pm0805	0	0
gcvb	pm_rs06575	0	0
gcvb	pm_rs03100	0	0
gcvb	pm_rs07695	0	0
gcvb	pm_rs02585	0	0
gcvb	pm_rs09165	0	0
gcvb	pm0480	0	0
gcvb	isph	0	0
gcvb	pm_rs02595	0	0
gcvb	ilvh	0	0
gcvb	pm_rs10070	0	0
gcvb	pm_rs09490	0	0
gcvb	murd	0	0
gcvb	pm_rs07645	0	0
gcvb	pm_rs02575	0	0
gcvb	rlud	0	0
gcvb	pm_rs08485	0	0
gcvb	pm_rs03085	0	0
gcvb	upp	0	0
gcvb	pm_rs09685	0	0
gcvb	pm_rs08480	0	0
gcvb	dnak	0	0
gcvb	pm_rs01090	0	0
gcvb	pm_rs01810	0	0
gcvb	pm_rs04595	0	0
gcvb	pm_rs03505	0	0
gcvb	pm_rs03170	0	0
gcvb	pm_rs00285	0	0
gcvb	panf	0	0
gcvb	pm_rs02280	0	0
gcvb	znuc	0	0
gcvb	pm_rs01330	0	0
gcvb	pm_rs05455	0	0
gcvb	pm_rs05870	0	0
gcvb	pote	0	0
gcvb	pm_rs04540	0	0
gcvb	pm_rs09285	0	0
gcvb	prfa	0	0
gcvb	mure	0	0
gcvb	pm_rs08225	0	0
gcvb	pm_rs10125	0	0
gcvb	pm_rs00165	0	0
gcvb	pm_rs05885	0	0
gcvb	pm_rs10075	0	0
gcvb	pm_rs05090	0	0
gcvb	pm1934	0	0
gcvb	pm_rs05555	0	0
gcvb	pm_rs05765	0	0
gcvb	pm_rs03270	0	0
gcvb	pm_rs09595	0	0
gcvb	pm_rs00570	0	0
gcvb	pm_rs01505	0	0
gcvb	pm_rs05775	0	0
gcvb	prfc	0	0
gcvb	pm_rs03055	0	0
gcvb	pm1121	0	0
gcvb	pm0310	0	0
gcvb	pm_rs01745	0	0
gcvb	pm1841	0	0
gcvb	pm_rs10410	0	0
gcvb	fusa	0	0
gcvb	ispf	0	0
gcvb	pm_rs09290	0	0
gcvb	pm_rs04000	0	0
gcvb	pm_rs00380	0	0
gcvb	pm_rs08710	0	0
gcvb	aspa	0	0
gcvb	rpld	0	0
gcvb	rplx	0	0
gcvb	phea	0	0
gcvb	pm_rs07040	0	0
gcvb	pm_rs09275	0	0
gcvb	pm_rs09605	0	0
gcvb	fruk	0	0
gcvb	pm_rs02500	0	0
gcvb	pm0654	0	0
gcvb	pm_rs03745	0	0
gcvb	hsca	0	0
gcvb	pm_rs05635	0	0
gcvb	pm_rs07530	0	0
gcvb	pm_rs06430	0	0
gcvb	pm0682	0	0
gcvb	pm_rs01895	0	0
gcvb	pm_rs04335	0	0
gcvb	rph	0	0
gcvb	pm_rs10445	0	0
gcvb	pm_rs06785	0	0
gcvb	pm_rs06905	0	0
gcvb	pm_rs02295	0	0
gcvb	pm_rs07915	0	0
gcvb	pm_rs03480	0	0
gcvb	pm_rs04485	0	0
gcvb	pm_rs06560	0	0
gcvb	pm_rs07555	0	0
gcvb	pm_rs04180	0	0
gcvb	pure	0	0
gcvb	pm_rs07575	0	0
gcvb	pm_rs05235	0	0
gcvb	mepa	0	0
gcvb	pm_rs07985	0	0
gcvb	pm_rs05960	0	0
gcvb	groel	0	0
gcvb	pm_rs04215	0	0
gcvb	pm_rs03575	0	0
gcvb	pm_rs06490	0	0
gcvb	pm_rs05255	0	0
gcvb	pm_rs06300	0	0
gcvb	pm_rs02740	0	0
gcvb	glmu	0	0
gcvb	pm1124	0	0
gcvb	pm_rs09470	0	0
gcvb	pm_rs04350	0	0
gcvb	pm0880	0	0
gcvb	pm_rs09780	0	0
gcvb	pm_rs06745	0	0
gcvb	pm_rs09540	0	0
gcvb	pm_rs02200	0	0
gcvb	pm_rs08845	0	0
gcvb	pm_rs09855	0	0
gcvb	pm_rs04990	0	0
gcvb	pm_rs07065	0	0
gcvb	pm_rs06380	0	0
gcvb	pm_rs03440	0	0
gcvb	pm_rs00450	0	0
gcvb	pm_rs07440	0	0
gcvb	fumc	0	0
gcvb	pm_rs02660	0	0
gcvb	murb	0	0
gcvb	rela	0	0
gcvb	pm_rs07540	0	0
gcvb	pm_rs05730	0	0
gcvb	pm_rs08050	0	0
gcvb	pm_rs02330	0	0
gcvb	pm_rs07140	0	0
gcvb	pm_rs08510	0	0
gcvb	pm_rs09125	0	0
gcvb	pm_rs08550	0	0
gcvb	pm_rs04375	0	0
gcvb	rpsf	0	0
gcvb	pm_rs07635	0	0
gcvb	pm_rs08715	0	0
gcvb	arok	0	0
gcvb	purh	0	0
gcvb	pm_rs04945	0	0
gcvb	pm_rs04365	0	0
gcvb	pm_rs10210	0	0
gcvb	pm_rs03395	0	0
gcvb	znua	0	0
gcvb	pm_rs00405	0	0
gcvb	pm_rs07570	0	0
gcvb	glmm	0	0
gcvb	pm_rs08055	0	0
gcvb	pm_rs08530	0	0
gcvb	pm_rs03820	0	0
gcvb	pm_rs06105	0	0
gcvb	mukb	0	0
gcvb	pm_rs09965	0	0
gcvb	pm_rs05070	0	0
gcvb	nrff_1	0	0
gcvb	pm_rs02180	0	0
gcvb	pm_rs02185	0	0
gcvb	pm_rs10100	0	0
gcvb	rplt	0	0
gcvb	pm_rs07955	0	0
gcvb	pm_rs08810	0	0
gcvb	pm_rs09200	0	0
gcvb	pm_rs06795	0	0
gcvb	pm_rs04460	0	0
gcvb	pm_rs10025	0	0
gcvb	pm_rs09240	0	0
gcvb	pm_rs08210	0	0
gcvb	pm_rs06385	0	0
gcvb	pm_rs08140	0	0
gcvb	pm_rs06350	0	0
gcvb	pm_rs04790	0	0
gcvb	pm_rs05630	0	0
gcvb	pm_rs07045	0	0
gcvb	pm_rs01085	0	0
gcvb	pm_rs05710	0	0
gcvb	pm_rs03960	0	0
gcvb	pm_rs10215	0	0
gcvb	pm_rs01600	0	0
gcvb	glga	0	0
gcvb	pm1972	0	0
gcvb	glna	0	0
gcvb	gyrb	0	0
gcvb	pm_rs03785	0	0
gcvb	seca	0	0
gcvb	pm_rs04275	0	0
gcvb	pm1937	0	0
gcvb	pm_rs08425	0	0
gcvb	pm_rs09270	0	0
gcvb	pm_rs08580	0	0
gcvb	pm_rs03035	0	0
gcvb	pm_rs09550	0	0
gcvb	pm_rs01785	0	0
gcvb	pm_rs06740	0	0
gcvb	trmd	0	0
gcvb	pm_rs06080	0	0
gcvb	ycan	0	0
gcvb	fmt	0	0
gcvb	hslu	0	0
gcvb	pm_rs04020	0	0
gcvb	pm_rs09820	0	0
gcvb	pm_rs04995	0	0
gcvb	pm_rs07805	0	0
gcvb	pm_rs08575	0	0
gcvb	pm_rs05625	0	0
gcvb	pm_rs08515	0	0
gcvb	pm1123	0	0
gcvb	pm_rs09890	0	0
gcvb	pm_rs02840	0	0
gcvb	pm0309	0	0
gcvb	pm_rs02560	0	0
gcvb	pm_rs00205	0	0
gcvb	pm_rs07550	0	0
gcvb	pm_rs07990	0	0
gcvb	rplq	0	0
