sRNA	mRNA	Score	Class
rybb	hyfj	0.56067	0
arcz	uvrb	0.56066	0
gcvb	shia	0.56066	0
mica	gadc	0.56066	0
oxys	paoc	0.56066	0
gcvb	ybgc	0.56065	0
glmz	fau	0.56065	0
omra	pssa	0.56065	0
spf	lold	0.56065	0
gcvb	yegu	0.56064	0
omrb	xerc	0.56064	0
omrb	ybib	0.56064	0
arcz	trmd	0.56063	0
arcz	yjjb	0.56063	0
fnrs	uvrb	0.56063	0
mica	crp	0.56063	0
omrb	yfgo	0.56063	0
omrb	degp	0.56062	0
omrb	livm	0.56062	0
dsra	pgpb	0.56061	0
omrb	rimk	0.56061	0
rybb	flhe	0.56061	0
rybb	ribe	0.56061	0
rybb	yfgo	0.56061	0
ryhb	ppsa	0.56061	0
ryhb	yciz	0.56061	0
spf	yffq	0.56061	0
mcas	cspf	0.5606	0
rpra	cadc	0.5606	0
rpra	ycak	0.5606	0
rpra	yhij	0.5606	0
rybb	chiq	0.5606	0
ryhb	fecb	0.5606	0
ryhb	mukf	0.5606	0
dsra	yjim	0.56059	0
fnrs	iles	0.56059	0
gcvb	yfdr	0.56059	0
glmz	yeja	0.56059	0
omrb	ynjh	0.56059	0
ryhb	mdtn	0.56059	0
omrb	lldr	0.56058	0
ryhb	rpsi	0.56058	0
sgrs	aas	0.56058	0
dsra	ycar	0.56057	0
fnrs	napc	0.56057	0
micc	ydiq	0.56057	0
omrb	hofq	0.56057	0
omrb	maa	0.56057	0
ryhb	fabb	0.56057	0
omrb	ulac	0.56056	0
oxys	hyaa	0.56056	0
rpra	fimz	0.56056	0
ryhb	recd	0.56056	0
ryhb	rsxe	0.56056	0
glmz	ebga	0.56055	0
omra	yjjv	0.56055	0
fnrs	btur	0.56054	0
gcvb	biod	0.56054	0
omra	ybbw	0.56054	0
oxys	cbrc	0.56054	0
oxys	slya	0.56054	0
mica	inaa	0.56053	0
mica	mppa	0.56053	0
mica	ynia	0.56053	0
sgrs	ybdn	0.56053	0
spf	ygib	0.56053	0
dsra	yidg	0.56052	0
glmz	ppa	0.56052	0
omrb	thif	0.56052	0
oxys	rhad	0.56052	0
oxys	rspa	0.56052	0
ryhb	nupg	0.56052	0
ryhb	rnt	0.56052	0
dsra	trer	0.56051	0
micc	arok	0.56051	0
omra	gspd	0.56051	0
fnrs	pden	0.5605	0
fnrs	sapf	0.5605	0
fnrs	ygdq	0.5605	0
omra	kdpb	0.5605	0
oxys	ribe	0.5605	0
arcz	dead	0.56049	0
fnrs	opgd	0.56049	0
omrb	agav	0.56049	0
fnrs	wcaj	0.56048	0
glmz	nudl	0.56048	0
arcz	ycfj	0.56047	0
cyar	yiba	0.56047	0
cyar	ymib	0.56047	0
dsra	pepn	0.56047	0
fnrs	yihy	0.56047	0
rpra	uspd	0.56047	0
istr	ycem	0.56046	0
oxys	malm	0.56046	0
spf	yibf	0.56046	0
spf	yneg	0.56046	0
omra	bcsg	0.56045	0
omra	ybcf	0.56045	0
omrb	dgcj	0.56045	0
arcz	tgt	0.56044	0
dsra	yhhz	0.56044	0
fnrs	ygif	0.56044	0
glmz	leua	0.56044	0
ryhb	pgm	0.56044	0
gcvb	tolc	0.56043	0
istr	muty	0.56043	0
rybb	flgm	0.56043	0
spf	csde	0.56043	0
fnrs	lysp	0.56042	0
mica	sapd	0.56042	0
sgrs	cobc	0.56042	0
omrb	cusa	0.56041	0
ryhb	livk	0.56041	0
dsra	gfcd	0.5604	0
dsra	ybhc	0.5604	0
fnrs	yiau	0.5604	0
mica	laci	0.5604	0
dsra	xylb	0.56039	0
omra	tfar	0.56039	0
omrb	hemn	0.56039	0
oxys	mltb	0.56039	0
rydc	ybgd	0.56039	0
sgrs	ccmh	0.56039	0
fnrs	acs	0.56038	0
omra	yghw	0.56038	0
rybb	dtpa	0.56038	0
fnrs	cmtb	0.56037	0
mica	grxc	0.56037	0
omrb	leua	0.56037	0
rybb	yjjj	0.56037	0
sgrs	mngb	0.56037	0
fnrs	ypdb	0.56036	0
omrb	tesa	0.56036	0
rybb	xapr	0.56036	0
dsra	gltp	0.56035	0
fnrs	ycem	0.56035	0
fnrs	yfjp	0.56035	0
micc	case	0.56035	0
rybb	ldcc	0.56035	0
arcz	gsia	0.56034	0
chix	msrb	0.56034	0
gcvb	csde	0.56034	0
omrb	spea	0.56034	0
oxys	ompl	0.56034	0
rybb	atpf	0.56034	0
rybb	flia	0.56034	0
ryhb	pyka	0.56034	0
spf	ttca	0.56034	0
arcz	alkb	0.56032	0
dsra	yghd	0.56032	0
mica	ampc	0.56032	0
oxys	yggs	0.56032	0
rybb	clsb	0.56032	0
dsra	yjbd	0.56031	0
gcvb	alae	0.56031	0
gcvb	ampe	0.56031	0
rybb	yhij	0.56031	0
sgrs	yehi	0.56031	0
rybb	yide	0.5603	0
fnrs	yiis	0.56029	0
gcvb	flhc	0.56029	0
glmz	purh	0.56029	0
ryhb	flgc	0.56029	0
ryhb	yfbs	0.56029	0
dsra	ibag	0.56028	0
gcvb	fief	0.56028	0
gcvb	rpld	0.56028	0
oxys	nana	0.56028	0
ryhb	allr	0.56028	0
gcvb	insb2	0.56027	0
gcvb	insb3	0.56027	0
glmz	fruk	0.56027	0
dsra	ydea	0.56026	0
omrb	lsrb	0.56026	0
ryhb	prfc	0.56026	0
dsra	rep	0.56025	0
mica	prox	0.56025	0
gcvb	yjdc	0.56024	0
omra	insq	0.56024	0
omra	ymgg	0.56024	0
oxys	fumc	0.56024	0
rydc	aroe	0.56024	0
ryhb	insb1	0.56024	0
ryhb	insb5	0.56024	0
ryhb	insb6	0.56024	0
ryhb	insb9	0.56024	0
dsra	recb	0.56022	0
omrb	rffm	0.56022	0
oxys	ykgm	0.56022	0
rybb	gspm	0.56022	0
ryhb	pdhr	0.56022	0
spf	eutt	0.56022	0
fnrs	yfdn	0.56021	0
gcvb	ycal	0.5602	0
gcvb	ycgv	0.5602	0
rybb	cysq	0.5602	0
spf	qued	0.5602	0
spf	ymgf	0.5602	0
fnrs	fimd	0.56019	0
ryhb	yfjy	0.56019	0
arcz	cho	0.56018	0
rpra	hpf	0.56018	0
sgrs	yfax	0.56018	0
omrb	ydcr	0.56017	0
oxys	pagp	0.56017	0
rybb	cobu	0.56017	0
istr	dadx	0.56016	0
micc	pinr	0.56016	0
rybb	yafp	0.56016	0
omrb	yjaa	0.56015	0
rpra	ydil	0.56015	0
glmz	mreb	0.56014	0
micc	ynaa	0.56014	0
omrb	uhpb	0.56014	0
oxys	otsa	0.56014	0
arcz	ytft	0.56013	0
fnrs	yjfn	0.56013	0
omra	tcyj	0.56013	0
ryhb	uspa	0.56013	0
dsra	yfie	0.56012	0
gcvb	ykge	0.56012	0
mica	gstb	0.56012	0
omrb	kpta	0.56012	0
rpra	rplt	0.56012	0
ryhb	rimo	0.56012	0
sgrs	yegs	0.5601	0
dsra	lpob	0.56009	0
glmz	sufa	0.56009	0
omra	lyxk	0.56009	0
omrb	ldta	0.56009	0
rsex	acka	0.56009	0
rydc	yhdz	0.56009	0
gcvb	frmr	0.56008	0
glmz	atob	0.56008	0
omrb	eutb	0.56008	0
rpra	yiba	0.56008	0
rybb	ytfh	0.56008	0
ryhb	rdgc	0.56008	0
spf	dam	0.56008	0
glmz	basr	0.56007	0
oxys	ybae	0.56007	0
rsex	ytfl	0.56007	0
ryhb	asnb	0.56007	0
mica	tala	0.56006	0
micc	uspd	0.56006	0
omra	marb	0.56006	0
oxys	arpa	0.56006	0
ryhb	trea	0.56006	0
dsra	adep	0.56005	0
dsra	ssna	0.56005	0
fnrs	lyss	0.56005	0
omrb	hyfj	0.56005	0
ryhb	thrb	0.56005	0
spf	acef	0.56005	0
ryhb	yacl	0.56004	0
gcvb	fear	0.56003	0
glmz	hyfg	0.56003	0
omra	yejk	0.56002	0
rydc	fuca	0.56002	0
rydc	pden	0.56002	0
fnrs	cydc	0.56001	0
arcz	tref	0.56	0
fnrs	lpd	0.56	0
fnrs	thra	0.56	0
gcvb	yfbr	0.56	0
omra	hpt	0.56	0
omra	ylii	0.56	0
rybb	yaau	0.56	0
oxys	flgc	0.55999	0
ryhb	ompg	0.55999	0
sgrs	yffn	0.55999	0
dsra	liga	0.55998	0
gcvb	ypja	0.55998	0
oxys	alse	0.55998	0
oxys	maze	0.55998	0
rpra	opgc	0.55998	0
fnrs	hrpa	0.55997	0
fnrs	narq	0.55997	0
mica	thii	0.55997	0
micc	ycgr	0.55997	0
oxys	pept	0.55997	0
rpra	ydeq	0.55997	0
rybb	acef	0.55997	0
rybb	ybhn	0.55997	0
arcz	mgta	0.55996	0
dsra	nrff	0.55996	0
fnrs	trmh	0.55996	0
rydc	hica	0.55996	0
cyar	yadw	0.55995	0
rsex	yebo	0.55995	0
rydc	ycjm	0.55995	0
glmz	wzc	0.55994	0
mica	ymgd	0.55994	0
micc	nrdb	0.55994	0
ryhb	rlub	0.55994	0
spf	msrb	0.55994	0
dsra	yhev	0.55993	0
gcvb	ychj	0.55993	0
omrb	agai	0.55993	0
oxys	grxd	0.55993	0
oxys	hicb	0.55993	0
spf	tfae	0.55993	0
arcz	astb	0.55992	0
istr	insf1	0.55992	0
istr	insf2	0.55992	0
istr	insf3	0.55992	0
istr	insf4	0.55992	0
istr	insf5	0.55992	0
oxys	ypeb	0.55992	0
spf	meps	0.55992	0
mica	bgla	0.55991	0
mica	ygce	0.55991	0
omrb	rhaa	0.55991	0
ryhb	mdtm	0.55991	0
ryhb	pepa	0.55991	0
oxys	yceq	0.5599	0
rybb	xylb	0.5599	0
rybb	yjix	0.5599	0
rydc	ydgj	0.5599	0
ryhb	flgi	0.5599	0
gcvb	chac	0.55989	0
gcvb	ddla	0.55989	0
rpra	cada	0.55989	0
ryhb	ydij	0.55989	0
dsra	sbma	0.55988	0
dsra	yghw	0.55988	0
gcvb	sfsa	0.55988	0
omrb	mdtg	0.55988	0
oxys	elyc	0.55988	0
oxys	tdcg	0.55988	0
arcz	pita	0.55987	0
dsra	mdtk	0.55987	0
oxys	rem	0.55987	0
ryhb	acef	0.55987	0
ryhb	phop	0.55987	0
dsra	pdxb	0.55986	0
gcvb	ydbj	0.55986	0
glmz	acka	0.55986	0
rybb	essd	0.55986	0
ryhb	ansa	0.55986	0
ryhb	nuok	0.55986	0
sgrs	ycal	0.55986	0
dsra	arag	0.55985	0
dsra	glxr	0.55985	0
gcvb	psie	0.55985	0
mica	yeav	0.55985	0
rydc	mdtg	0.55985	0
ryhb	potg	0.55985	0
arcz	caia	0.55984	0
arcz	nhoa	0.55984	0
gcvb	hypf	0.55984	0
gcvb	ycii	0.55984	0
gcvb	ydda	0.55984	0
rybb	rnla	0.55984	0
ryhb	ybit	0.55984	0
spf	keff	0.55984	0
arcz	trpr	0.55983	0
gcvb	msrq	0.55983	0
omra	ycft	0.55983	0
omrb	yegx	0.55983	0
rybb	ydhl	0.55983	0
ryhb	ebga	0.55983	0
sgrs	hyfa	0.55983	0
arcz	yjbd	0.55982	0
fnrs	rlmc	0.55982	0
rybb	pyrb	0.55982	0
rybb	yjik	0.55982	0
rybb	yaii	0.55981	0
rybb	yoef	0.55981	0
fnrs	alaa	0.5598	0
omrb	malm	0.5598	0
omrb	rfbd	0.5598	0
ryhb	arsc	0.5598	0
ryhb	pdeh	0.5598	0
fnrs	radd	0.55979	0
gcvb	ydes	0.55979	0
istr	ugpe	0.55979	0
omrb	yohj	0.55979	0
arcz	yjfc	0.55978	0
mica	purr	0.55978	0
omrb	napd	0.55978	0
rybb	yedp	0.55978	0
rydc	bcse	0.55978	0
sgrs	ascb	0.55978	0
spf	hint	0.55978	0
dsra	yegw	0.55977	0
gcvb	ynfk	0.55977	0
glmz	atod	0.55977	0
glmz	hisb	0.55977	0
omrb	insf1	0.55977	0
omrb	insf2	0.55977	0
omrb	insf3	0.55977	0
omrb	insf4	0.55977	0
omrb	insf5	0.55977	0
ryhb	ccma	0.55977	0
spf	ybhb	0.55977	0
sgrs	tori	0.55976	0
fnrs	yohf	0.55975	0
gcvb	eutg	0.55975	0
gcvb	yegj	0.55975	0
micc	ycac	0.55975	0
omrb	acea	0.55975	0
arcz	potf	0.55974	0
arcz	rob	0.55974	0
fnrs	ydcu	0.55974	0
gcvb	lsrr	0.55974	0
ryhb	purr	0.55974	0
sgrs	hofc	0.55974	0
omra	wcaf	0.55973	0
ryhb	glsa	0.55973	0
ryhb	ysga	0.55973	0
dsra	msrb	0.55972	0
fnrs	rspb	0.55972	0
rpra	yobd	0.55972	0
rydc	arom	0.55972	0
sgrs	yhjj	0.55972	0
ryhb	dada	0.55971	0
ryhb	tktb	0.55971	0
rybb	fepb	0.5597	0
oxys	chaa	0.55969	0
rybb	casb	0.55969	0
ryhb	ygcr	0.55969	0
spf	biob	0.55969	0
arcz	clsa	0.55968	0
dsra	yfcg	0.55968	0
gcvb	ugd	0.55968	0
dsra	ampe	0.55967	0
dsra	yfeo	0.55967	0
ryhb	hyaf	0.55967	0
spf	yfhl	0.55967	0
arcz	hsdr	0.55966	0
spf	mhpr	0.55966	0
fnrs	ugpe	0.55965	0
fnrs	ydhs	0.55965	0
gcvb	cbrb	0.55965	0
gcvb	copa	0.55965	0
omra	mdtb	0.55965	0
omrb	ycac	0.55965	0
ryhb	gloc	0.55965	0
fnrs	uxaa	0.55964	0
sgrs	ycgn	0.55964	0
oxys	ygcu	0.55963	0
arcz	leuc	0.55962	0
arcz	yhgf	0.55962	0
fnrs	dtpb	0.55962	0
glmz	ompf	0.55962	0
mcas	bhsa	0.55962	0
oxys	frlr	0.55962	0
oxys	yiho	0.55962	0
rybb	atoa	0.55962	0
spf	uspg	0.55962	0
arcz	rbba	0.55961	0
dsra	yfcr	0.55961	0
fnrs	rho	0.55961	0
istr	gmm	0.55961	0
mica	exur	0.55961	0
mica	pepd	0.55961	0
spf	yafw	0.55961	0
mica	btur	0.5596	0
ryhb	muty	0.5596	0
gcvb	rplk	0.55958	0
mica	cpob	0.55958	0
rybb	blr	0.55958	0
ryhb	narg	0.55958	0
sgrs	recn	0.55958	0
chix	cobu	0.55957	0
gcvb	yqib	0.55957	0
omra	fimi	0.55957	0
oxys	fimh	0.55957	0
rybb	fliq	0.55957	0
ryhb	acra	0.55957	0
sgrs	malt	0.55957	0
arcz	pyrc	0.55956	0
dsra	dcus	0.55956	0
fnrs	nudf	0.55956	0
omrb	znua	0.55956	0
rsex	yeca	0.55956	0
omrb	ubix	0.55955	0
rybb	yjic	0.55955	0
sgrs	rhar	0.55955	0
fnrs	metr	0.55954	0
gcvb	grxa	0.55954	0
omra	idnk	0.55954	0
rybb	alac	0.55954	0
spf	mtga	0.55954	0
omra	sbp	0.55953	0
fnrs	yhbt	0.55952	0
gcvb	yddm	0.55952	0
omrb	ymfr	0.55952	0
rpra	dgci	0.55952	0
sgrs	clsa	0.55952	0
spf	bax	0.55952	0
spf	insh1	0.55952	0
spf	insh10	0.55952	0
spf	insh11	0.55952	0
spf	insh2	0.55952	0
spf	insh21	0.55952	0
spf	insh3	0.55952	0
spf	insh4	0.55952	0
spf	insh7	0.55952	0
spf	insh8	0.55952	0
spf	insh9	0.55952	0
gcvb	argd	0.55951	0
glmz	arcb	0.55951	0
mica	rbsb	0.55951	0
omrb	ppdd	0.55951	0
oxys	prov	0.55951	0
rybb	xerc	0.55951	0
arcz	hema	0.5595	0
gcvb	elfc	0.5595	0
glmz	yfcq	0.5595	0
omrb	bass	0.5595	0
rybb	prpb	0.5595	0
ryhb	uhpt	0.5595	0
arcz	gsic	0.55949	0
gcvb	elaa	0.55949	0
gcvb	paoa	0.55948	0
rybb	mnma	0.55948	0
ryhb	ddpx	0.55948	0
fnrs	dsda	0.55947	0
omra	yidg	0.55947	0
omrb	def	0.55947	0
omrb	yehs	0.55947	0
oxys	yaax	0.55947	0
arcz	rlpa	0.55946	0
omra	yqjd	0.55946	0
rpra	waao	0.55946	0
mica	psuk	0.55945	0
omra	yddw	0.55945	0
omrb	ortt	0.55945	0
rybb	glcf	0.55945	0
arcz	yihx	0.55944	0
gcvb	agar	0.55944	0
istr	mdtn	0.55944	0
micc	yccf	0.55944	0
omrb	sgcr	0.55944	0
mica	dsba	0.55943	0
rydc	rspb	0.55943	0
mica	alla	0.55942	0
mica	zapc	0.55941	0
omrb	exbb	0.55941	0
oxys	rlua	0.55941	0
rybb	ygha	0.55941	0
rydc	waaa	0.55941	0
ryhb	mdte	0.55941	0
arcz	ilvb	0.5594	0
fnrs	dnan	0.5594	0
fnrs	fdnh	0.5594	0
rsex	efp	0.5594	0
dsra	sapb	0.55939	0
glmz	ttdb	0.55938	0
mica	gltx	0.55938	0
oxys	beee	0.55938	0
fnrs	proa	0.55937	0
oxys	blr	0.55937	0
spf	dsbc	0.55937	0
spf	yfir	0.55937	0
arcz	rluf	0.55936	0
gcvb	dsbb	0.55936	0
glmz	muke	0.55936	0
omrb	cyaa	0.55936	0
oxys	yghs	0.55936	0
arcz	ybdl	0.55935	0
dsra	trpe	0.55935	0
glmz	dmsa	0.55935	0
rybb	yjjw	0.55935	0
arcz	yahj	0.55934	0
glmz	yegh	0.55934	0
ryhb	crr	0.55934	0
dsra	gade	0.55933	0
glmz	yncg	0.55933	0
omrb	fola	0.55933	0
omrb	galf	0.55933	0
rybb	poxb	0.55933	0
omrb	ddpd	0.55932	0
oxys	leue	0.55932	0
gcvb	ldca	0.55931	0
gcvb	yehy	0.5593	0
mica	arod	0.5593	0
omrb	asps	0.5593	0
omrb	cpda	0.5593	0
omrb	yebe	0.5593	0
oxys	sgcx	0.5593	0
ryhb	gsta	0.5593	0
spf	ybdj	0.5593	0
arcz	uxua	0.55929	0
arcz	wcaj	0.55929	0
fnrs	lptd	0.55929	0
gcvb	alse	0.55929	0
mica	yidz	0.55929	0
omrb	dgcp	0.55929	0
omrb	essd	0.55929	0
sgrs	ybdk	0.55929	0
fnrs	hisf	0.55928	0
fnrs	pdxi	0.55928	0
arcz	acca	0.55927	0
arcz	allb	0.55927	0
arcz	yhin	0.55927	0
fnrs	slt	0.55927	0
glmz	yncd	0.55927	0
glmz	lolb	0.55926	0
omrb	wcak	0.55926	0
rybb	yghd	0.55926	0
omra	katg	0.55925	0
omrb	ddpf	0.55925	0
rybb	glpf	0.55925	0
micc	mlic	0.55924	0
fnrs	lgot	0.55923	0
mcas	ykfg	0.55923	0
fnrs	faba	0.55922	0
gcvb	artq	0.55922	0
omrb	uxub	0.55922	0
oxys	ptsn	0.55922	0
sgrs	glrk	0.55922	0
glmz	dham	0.55921	0
rpra	yqfb	0.55921	0
rydc	rseb	0.55921	0
fnrs	ybir	0.5592	0
gcvb	narp	0.5592	0
glmz	tyna	0.5592	0
rybb	thic	0.5592	0
ryhb	guac	0.5592	0
ryhb	sapd	0.5592	0
sgrs	cpdb	0.5592	0
glmz	flda	0.55919	0
omrb	ynfn	0.55919	0
mica	marr	0.55918	0
omrb	nike	0.55918	0
dsra	ynfb	0.55917	0
istr	fabb	0.55917	0
mica	ycea	0.55917	0
micc	ycgl	0.55917	0
rsex	map	0.55917	0
gcvb	ynba	0.55916	0
omra	fear	0.55916	0
omra	lspa	0.55916	0
omrb	rsd	0.55916	0
ryhb	efp	0.55916	0
dsra	ygdt	0.55915	0
rpra	sxy	0.55915	0
rybb	rof	0.55915	0
ryhb	srmb	0.55915	0
arcz	nuof	0.55914	0
fnrs	cmoa	0.55914	0
fnrs	xdhd	0.55914	0
rpra	nadk	0.55914	0
ryhb	ybci	0.55914	0
fnrs	ada	0.55913	0
ryhb	ybir	0.55913	0
fnrs	yjji	0.55912	0
gcvb	glyq	0.55912	0
ryhb	fdng	0.55912	0
spf	lpxk	0.55912	0
fnrs	yeil	0.55911	0
fnrs	yrar	0.55911	0
rydc	pflb	0.55911	0
gcvb	rimp	0.5591	0
mica	yead	0.5591	0
mica	yihy	0.5591	0
oxys	yhdp	0.5591	0
fnrs	yhdy	0.55909	0
mica	hcha	0.55909	0
rpra	zint	0.55909	0
rybb	caid	0.55909	0
gcvb	biof	0.55908	0
oxys	yfcr	0.55908	0
rybb	waaf	0.55908	0
rydc	cspi	0.55908	0
sgrs	yiha	0.55908	0
spf	folb	0.55908	0
gcvb	yqgf	0.55907	0
omrb	yfax	0.55907	0
oxys	yjfz	0.55907	0
rsex	manx	0.55907	0
gcvb	tfae	0.55906	0
spf	rsxc	0.55906	0
fnrs	ygdg	0.55905	0
rpra	shob	0.55905	0
ryhb	insa7	0.55905	0
arcz	nuoc	0.55904	0
rpra	pgab	0.55904	0
ryhb	proq	0.55904	0
gcvb	yhde	0.55903	0
mica	moda	0.55903	0
omrb	yoah	0.55903	0
oxys	grxb	0.55903	0
ryhb	ybcf	0.55903	0
gcvb	rhar	0.55902	0
rydc	ygfs	0.55902	0
dsra	pare	0.55901	0
fnrs	yohd	0.55901	0
glmz	cpdb	0.55901	0
mica	rimj	0.55901	0
omra	yrak	0.55901	0
oxys	ydcj	0.55901	0
dsra	zwf	0.559	0
glmz	ypfg	0.559	0
mica	scpb	0.559	0
mica	yghj	0.559	0
micc	ybgo	0.559	0
ryhb	ulac	0.559	0
spf	agab	0.559	0
cyar	yfbm	0.55899	0
gcvb	clsb	0.55899	0
mica	frmb	0.55899	0
oxys	yobd	0.55899	0
rybb	pspc	0.55899	0
arcz	kefc	0.55898	0
glmz	yagb	0.55898	0
omrb	fdhe	0.55898	0
dsra	glgx	0.55897	0
fnrs	mtld	0.55897	0
gcvb	ybiv	0.55897	0
glmz	fece	0.55897	0
fnrs	ypdf	0.55896	0
micc	mdab	0.55896	0
oxys	rfad	0.55896	0
ryhb	potb	0.55896	0
arcz	tap	0.55895	0
chix	yqca	0.55895	0
fnrs	rfe	0.55895	0
omra	sdhb	0.55895	0
oxys	yihf	0.55895	0
chix	aqpz	0.55894	0
fnrs	asna	0.55894	0
mica	rsmf	0.55894	0
micc	garp	0.55894	0
mica	manz	0.55893	0
mica	ycbf	0.55893	0
rybb	ynjh	0.55892	0
ryhb	modf	0.55892	0
sgrs	dcrb	0.55892	0
sgrs	nana	0.55892	0
glmz	ada	0.55891	0
rybb	mcbr	0.55891	0
rydc	yjet	0.55891	0
ryhb	liga	0.55891	0
sgrs	rapz	0.55891	0
dsra	skp	0.5589	0
glmz	quef	0.5589	0
omra	dxs	0.5589	0
oxys	yajo	0.5589	0
arcz	rhad	0.55889	0
fnrs	shia	0.55889	0
fnrs	udp	0.55889	0
omrb	ynaa	0.55889	0
rydc	nadd	0.55889	0
fnrs	rseb	0.55888	0
gcvb	phnm	0.55888	0
mica	sbcb	0.55888	0
dsra	gntk	0.55887	0
glmz	xyla	0.55887	0
rydc	yhbt	0.55887	0
ryhb	flij	0.55887	0
arcz	rlub	0.55886	0
fnrs	yhch	0.55886	0
oxys	rrrd	0.55886	0
gcvb	slma	0.55885	0
glmz	cnu	0.55885	0
mica	prov	0.55885	0
mica	umph	0.55885	0
spf	euta	0.55885	0
arcz	yfce	0.55884	0
dsra	ftsa	0.55884	0
micc	pota	0.55884	0
omrb	ygcn	0.55884	0
omrb	yghs	0.55884	0
mica	paak	0.55883	0
omrb	fbp	0.55883	0
oxys	trer	0.55883	0
ryhb	csie	0.55883	0
cyar	ydhi	0.55882	0
omrb	ymgg	0.55882	0
chix	cueo	0.55881	0
oxys	yfed	0.55881	0
rybb	moda	0.55881	0
dsra	cmom	0.5588	0
omra	ycik	0.5588	0
ryhb	ispd	0.5588	0
spf	yfcz	0.5588	0
gcvb	focb	0.55879	0
gcvb	ynff	0.55879	0
rybb	yeav	0.55879	0
rybb	yjfc	0.55879	0
ryhb	mrda	0.55879	0
ryhb	ynjb	0.55879	0
mica	yiir	0.55878	0
omra	ykfi	0.55878	0
rybb	spec	0.55878	0
gcvb	ppsr	0.55877	0
glmz	ahpf	0.55877	0
mica	rhlb	0.55877	0
oxys	osmf	0.55877	0
rybb	rfft	0.55877	0
ryhb	arca	0.55877	0
spf	moeb	0.55877	0
fnrs	rodz	0.55876	0
omrb	ompn	0.55876	0
micc	zwf	0.55875	0
omrb	dppa	0.55875	0
rybb	setb	0.55875	0
rybb	yigi	0.55875	0
rybb	yjbf	0.55875	0
rydc	ycap	0.55875	0
glmz	livk	0.55874	0
mica	nrfg	0.55874	0
ryhb	rnpa	0.55874	0
arcz	cyns	0.55873	0
ryhb	glgb	0.55873	0
ryhb	laci	0.55873	0
arcz	murr	0.55872	0
mica	fsab	0.55872	0
omrb	mazg	0.55872	0
oxys	ppx	0.55872	0
spf	yaeq	0.55872	0
arcz	modf	0.55871	0
fnrs	nrfb	0.55871	0
glmz	yrak	0.55871	0
rybb	yoba	0.55871	0
fnrs	ybii	0.5587	0
glmz	yheu	0.5587	0
rydc	ybhd	0.5587	0
ryhb	yijo	0.5587	0
arcz	mltb	0.55869	0
fnrs	thrs	0.55869	0
rybb	yqec	0.55869	0
arcz	dgcf	0.55868	0
fnrs	ftsq	0.55868	0
fnrs	tyra	0.55868	0
dsra	gltl	0.55867	0
rybb	ycib	0.55867	0
spf	ytfp	0.55867	0
dsra	crr	0.55866	0
gcvb	fucu	0.55866	0
rpra	rrrd	0.55866	0
rydc	casb	0.55866	0
arcz	cusc	0.55865	0
glmz	radd	0.55865	0
omrb	mreb	0.55864	0
ryhb	prs	0.55864	0
ryhb	pyrc	0.55864	0
spf	ftsb	0.55864	0
glmz	eutr	0.55863	0
arcz	ybjt	0.55862	0
fnrs	glng	0.55862	0
fnrs	waaq	0.55862	0
rybb	yche	0.55862	0
mcas	sutr	0.55861	0
omra	sodc	0.55861	0
oxys	hcxb	0.55861	0
spf	yqij	0.55861	0
cyar	wbbj	0.5586	0
glmz	pret	0.5586	0
omra	lgt	0.5586	0
rsex	prma	0.5586	0
ryhb	abgb	0.5586	0
oxys	casd	0.55859	0
ryhb	ampd	0.55859	0
sgrs	sped	0.55859	0
ryhb	ylbf	0.55858	0
gcvb	kdsc	0.55857	0
omrb	hofo	0.55857	0
sgrs	gpr	0.55857	0
spf	yfip	0.55857	0
glmz	ddpa	0.55856	0
omrb	frwb	0.55856	0
omrb	lpoa	0.55856	0
sgrs	ygew	0.55856	0
spf	flgh	0.55856	0
arcz	ycjp	0.55855	0
omrb	ydht	0.55855	0
rybb	yhhl	0.55855	0
arcz	dmsd	0.55854	0
mica	glpk	0.55854	0
arcz	livh	0.55853	0
dsra	zapc	0.55853	0
mica	opge	0.55853	0
mica	yche	0.55853	0
mica	ygey	0.55853	0
oxys	dusc	0.55853	0
dsra	dld	0.55852	0
omrb	acrf	0.55852	0
spf	yeda	0.55852	0
arcz	yfdc	0.55851	0
dsra	maeb	0.55851	0
gcvb	cas1	0.55851	0
glmz	gloc	0.55851	0
omrb	bfr	0.55851	0
spf	yger	0.55851	0
arcz	mnat	0.5585	0
chix	fbp	0.5585	0
dsra	proa	0.5585	0
fnrs	chaa	0.5585	0
istr	purn	0.5585	0
omrb	yiau	0.5585	0
spf	dfp	0.5585	0
ryhb	cbpm	0.55849	0
fnrs	bamb	0.55848	0
gcvb	ygea	0.55848	0
micc	gspi	0.55848	0
sgrs	rcsd	0.55848	0
spf	tauc	0.55848	0
rybb	dtpc	0.55847	0
arcz	aroa	0.55846	0
fnrs	carb	0.55846	0
fnrs	yfcd	0.55846	0
oxys	mlta	0.55846	0
rydc	fbaa	0.55846	0
ryhb	hemy	0.55846	0
sgrs	yeip	0.55846	0
arcz	trub	0.55845	0
chix	prea	0.55845	0
gcvb	yeil	0.55845	0
istr	pstb	0.55845	0
mica	elyc	0.55845	0
micc	yqik	0.55845	0
rybb	yccf	0.55845	0
ryhb	rsmi	0.55845	0
ryhb	ugpb	0.55845	0
arcz	ecpd	0.55844	0
arcz	pdek	0.55844	0
fnrs	frlr	0.55844	0
gcvb	nusb	0.55844	0
glmz	ygav	0.55844	0
dsra	hemd	0.55843	0
